,accuracy,formatted_address,google_place_id,input_string,latitude,longitude,number_of_results,postcode,status,type
23,ROOFTOP,"Miskolc, Ifjúság útja 12, 3529 Hungary",ChIJ9WHjeYmfQEcRrZbMgF6l7_Y,"Miskolc Ifjúság útja 12.,Hungary",48.085194,20.779148,1,3529,OK,street_address
24,APPROXIMATE,"Gyömrő, Klotildtelep, 2230 Hungary",ChIJzQg1ifK-QUcRXkxLX_cennk,"Gyömrő Klotildtelep,Hungary",47.4252549,19.4126109,1,2230,OK,"political,sublocality,sublocality_level_1"
25,GEOMETRIC_CENTER,"Mosonszolnok, Posta u., 9245 Hungary",ChIJZd3zIOp2bEcRs5UqZeDTKT0,"Mosonszolnok Posta utca,Hungary",47.850388,17.1747444,1,9245,OK,route
26,APPROXIMATE,"Ajka, Hungary",ChIJeRBP9JBzaUcRUBceDCnEAAQ,"Ajka Liget utca,Hungary",47.1036349,17.5517783,1,,OK,"locality,political"
27,GEOMETRIC_CENTER,"Gyanógeregye, Petőfi Sándor u., 9774 Hungary",ChIJicWuI-PKbkcRhKANyMr94-Y,"Gyanógeregye Petőfi Sándor utca,Hungary",47.1215967,16.7710617,1,9774,OK,route
28,ROOFTOP,"Budapest, Vas u. 2b, 1088 Hungary",ChIJ8W3AbF3cQUcRM1QCB8igmPA,"8. kerület Vas utca 2/b,Hungary",47.4953983,19.0661119,1,1088,OK,street_address
29,GEOMETRIC_CENTER,"Tiszaújváros, József Attila út, 3580 Hungary",ChIJxYwxPnyuQEcRHdL5Ubhtjmw,"Tiszaújváros József Attila út,Hungary",47.935741,21.0318809,1,3580,OK,route
30,GEOMETRIC_CENTER,"Budapest, Halom u., Hungary",ChIJAcy2r0rDQUcROd4Tb96JNM8,"10. kerület Halom utca,Hungary",47.4856927,19.1317878,1,,OK,route
31,ROOFTOP,"Miskolc, Pallós u. 10, 3525 Hungary",ChIJV56gM-KfQEcRhX1-2yKw6G4,"Miskolc Pallós utca 10.,Hungary",48.1092009,20.7797674,1,3525,OK,"establishment,premise"
32,APPROXIMATE,"Budapest, District IX., Hungary",ChIJ0YBfsSPdQUcRwNUeDCnEAAU,"9. kerület Ferencváros,Hungary",47.46492790000001,19.0916229,1,,OK,"political,sublocality,sublocality_level_1"
33,RANGE_INTERPOLATED,"Budapest, Róbert Károly krt. 14, 1138 Hungary",Ei9CdWRhcGVzdCwgUsOzYmVydCBLw6Fyb2x5IGtydC4gMTQsIDExMzggSHVuZ2FyeSIaEhgKFAoSCc0qLn7o20FHEZn3QDMklQY6EA4,"13. kerület Róbert Károly körút 14.,Hungary",47.5356779,19.0618668,1,1138,OK,street_address
34,GEOMETRIC_CENTER,"Budapest, Alkotás u., Hungary",Eh5CdWRhcGVzdCwgQWxrb3TDoXMgU3QsIEh1bmdhcnkiSCpGChQKEgmPwNo_JtxBRxHwtYbZPfac0BIUChIJTfORhTzcQUcRQNUeDCnEAAUaGAoKDVcEThwVVcFWCxIKDecmUBwV-gNXCw,"1. kerület Alkotás utca,Hungary",47.4944056,19.0236494,1,,OK,route
35,GEOMETRIC_CENTER,"Nyársapát, Posta u., 2712 Hungary",ChIJ_-1QGCl7QUcRFAmXV7basBs,"Nyársapát Posta utca,Hungary",47.1003277,19.7980509,1,2712,OK,route
36,ROOFTOP,"Ózd, 1.emelet, Árpád vezér út 5, 3600 Hungary",EjLDk3pkLCAxLmVtZWxldCwgw4FycMOhZCB2ZXrDqXIgw7p0IDUsIDM2MDAgSHVuZ2FyeSIkGiIKFgoUChIJsfuMrrOAP0cRglp3tyFFZ5gSCDEuZW1lbGV0,"Ózd Árpád vezér út 5. 1.emelet 8.aj,Hungary",48.2200855,20.269199,1,3600,OK,subpremise
37,GEOMETRIC_CENTER,"Balatonfüred, Hárs köz, 8230 Hungary",ChIJXQwFjxm9aUcRqeCM8_E6Y3U,"Balatonfüred Hárs köz,Hungary",46.95549980000001,17.8783858,1,8230,OK,route
38,GEOMETRIC_CENTER,"Mór, Kodály Zoltán u., 8060 Hungary",ChIJpwRYvmUkakcRe0gchWNP3DM,"Mór Kodály Zoltán utca,Hungary",47.3684144,18.2092864,1,8060,OK,route
39,GEOMETRIC_CENTER,"Budapest, Bakancsos u., 1173 Hungary",ChIJ4xQ4jf3DQUcRwx4Zfu9RHbQ,"17. kerület Bakancsos utca,Hungary",47.479684,19.2445259,1,1173,OK,route
40,ROOFTOP,"Budapest, Etele út 39, 1119 Hungary",ChIJpxo8s73dQUcRi-27-GG81Cc,"11. kerület Etele út 39.,Hungary",47.4635048,19.0366254,1,1119,OK,street_address
41,GEOMETRIC_CENTER,"Nagyfüged, Ady Endre út, 3282 Hungary",ChIJS68qI2P5QEcRniU9YL-ddTw,"Nagyfüged Ady Endre út,Hungary",47.6860431,20.1101536,1,3282,OK,route
42,ROOFTOP,"Komló, Diófa u. 6, 7300 Hungary",ChIJJWVF-zi7QkcRP94t8vV8Mco,"Komló Diófa utca 6.,Hungary",46.1851259,18.267928,1,7300,OK,street_address
43,ROOFTOP,"Siófok, Honvéd u. 66, 8600 Hungary",ChIJ-TSQpNPAaUcR8zJpGl23BlU,"Siófok Honvéd utca 66.,Hungary",46.8798635,18.0699379,1,8600,OK,street_address
44,ROOFTOP,"Budapest, Fejér Lipót köz 7, 1115 Hungary",ChIJDWx9W7fdQUcRd-euW7oUD0Q,"11. kerület Fejér Lipót köz 7.,Hungary",47.4713363,19.0381179,1,1115,OK,street_address
45,GEOMETRIC_CENTER,"Budapest, Üveges u., 1204 Hungary",ChIJTWcdraPCQUcReA3YxPAFY1o,"20. kerület Üveges utca,Hungary",47.433985,19.1197537,1,1204,OK,route
46,GEOMETRIC_CENTER,"Budapest, Határ u., 1188 Hungary",ChIJpU2EYADqQUcRqW53ikqEbwE,"18. kerület Határ utca,Hungary",47.41068569999999,19.2014653,1,1188,OK,route
47,GEOMETRIC_CENTER,"Miskolc, Bulcsu u., 3526 Hungary",ChIJXwlYhv2fQEcR-posoyAwIHE,"Miskolc Bulcsú utca,Hungary",48.1090863,20.7906604,1,3526,OK,route
48,GEOMETRIC_CENTER,"Dombóvár, Tó u., 7200 Hungary",ChIJ_zBzdYudQkcR2SaxAiDFJBo,"Dombóvár Tó utca,Hungary",46.4034314,18.1724732,1,7200,OK,route
49,ROOFTOP,"Zalaegerszeg, Eötvös József u. 14, 8900 Hungary",ChIJ26VpnxYoaUcRxwwIOGtj7Ig,"Zalaegerszeg Eötvös József utca 14.,Hungary",46.843503,16.844391,1,8900,OK,street_address
50,ROOFTOP,"Mátészalka, Szokolay Őrs u. 8, 4700 Hungary",ChIJdQOhblt7OEcRGcKbs7uBK-0,"Mátészalka Szokolay Őrs utca 8.,Hungary",47.958355,22.3315436,1,4700,OK,street_address
51,ROOFTOP,"Nagykanizsa, Csengery út 9, 8800 Hungary",ChIJs_zkrHSTaEcRV9VMdQeB4ro,"Nagykanizsa Csengery út 9.,Hungary",46.4536057,16.9919426,1,8800,OK,street_address
52,ROOFTOP,"Oroszlány, Rosenberg u. 5, 2840 Hungary",ChIJH2r-Vh08akcRaSN8dHolQLg,"Oroszlány Rosenberg utca 5.,Hungary",47.480305,18.317624,1,2840,OK,street_address
53,GEOMETRIC_CENTER,"Szeged, Dózsa u., Hungary",ChIJM9eARW2IREcRAv_TBrvtYPc,"Szeged Dózsa utca,Hungary",46.25501070000001,20.1532854,1,,OK,route
54,ROOFTOP,"Budapest, Kisfaludy u. 40, 1082 Hungary",ChIJmysy_PfcQUcRQZ2ECLNfYiE,"8. kerület Kisfaludy utca 40.,Hungary",47.4857199,19.072041,1,1082,OK,street_address
55,GEOMETRIC_CENTER,"Balatonalmádi, Baross Gábor út, 8220 Hungary",ChIJVzP9QxyUaUcRebFFp3f9OfA,"Balatonalmádi Baross Gábor út,Hungary",47.03251849999999,18.012777,1,8220,OK,route
56,APPROXIMATE,"Albertirsa, 2730 Hungary",ChIJvc9cx7WdQUcRoLJHgOXZs8A,"Albertirsa Pest megye,Hungary",47.24184770000001,19.6098344,1,2730,OK,"locality,political"
57,GEOMETRIC_CENTER,"Tapolca, Sümegi út, 8300 Hungary",ChIJP9MYHZMFaUcRgNjSoiNcnbs,"Tapolca Sümegi út,Hungary",46.8860768,17.42631,1,8300,OK,route
58,ROOFTOP,"Budapest, Szent Korona útja 2, 1155 Hungary",ChIJM3qCZwDbQUcRNvM3DInaYt8,"15. kerület Szent Korona útja 2-8,Hungary",47.5469233,19.1161375,1,1155,OK,street_address
59,GEOMETRIC_CENTER,"Budapest, Gyöngyvirágos u., 1188 Hungary",ChIJk0cvuhfqQUcRrzu9kZ1OpTc,"18. kerület Gyöngyvirágos utca,Hungary",47.3928881,19.2031552,1,1188,OK,route
60,ROOFTOP,"Budapest, Kossuth Lajos u. 2a, 1053 Hungary",ChIJwe1890PcQUcRBmwo-DlaZt4,"5. kerület Kossuth Lajos utca 2/A,Hungary",47.4934,19.0558569,1,1053,OK,street_address
61,ROOFTOP,"Miskolc, Széchenyi István út 86, 3530 Hungary",ChIJ0brZa_mfQEcRqadaZ1qZaVg,"Miskolc Széchenyi István út 86.,Hungary",48.1028755,20.7906526,1,3530,OK,street_address
62,ROOFTOP,"Győr, Bajcsy-Zsilinszky út 72, 9022 Hungary",ChIJ_X8mc-m_a0cR8BjVjeid354,"Győr Bajcsy-Zsilinszky út 72.,Hungary",47.688287,17.6418651,1,9022,OK,street_address
63,ROOFTOP,"Budapest, Váci út 163, 1138 Hungary",ChIJx4TudM7bQUcRFjfuO3MJHP8,"13. kerület Váci út 163.,Hungary",47.55085940000001,19.0744627,1,1138,OK,street_address
64,GEOMETRIC_CENTER,"Mátészalka, Kálvin tér, 4700 Hungary",ChIJKyFDdl57OEcRIXJ9BR-JUV4,"Mátészalka Kálvin tér,Hungary",47.955371,22.323053,1,4700,OK,route
65,ROOFTOP,"Pécs, Rigóder út 4, 7627 Hungary",ChIJWZDF5P2wQkcRk5hE8RjXB1M,"Pécs Rigóder út 4.,Hungary",46.09184,18.251902,1,7627,OK,street_address
66,GEOMETRIC_CENTER,"Budapest, Erdőszél köz, 1037 Hungary",ChIJdz4iBarZQUcRUjp9InnZmwY,"3. kerület Erdőszél köz,Hungary",47.56718499999999,19.015773,1,1037,OK,route
67,ROOFTOP,"Paks, Dózsa György út 77, 7030 Hungary",ChIJR8AF4l9cQkcRvlOUy0Ci_aE,"Paks Dózsa György út 77.,Hungary",46.6238753,18.8583009,1,7030,OK,street_address
68,GEOMETRIC_CENTER,"Budapest, Reviczky u., Hungary",ChIJXV0PbRraQUcRnj9Aa54f8-4,"4. kerület Reviczky utca,Hungary",47.5800334,19.0919058,1,,OK,route
69,ROOFTOP,"Budapest, Kelenhegyi út 11, 1118 Hungary",ChIJ97PWPUzcQUcR9XkY-v-8bRo,"11. kerület Kelenhegyi út 11.,Hungary",47.4831821,19.0498315,1,1118,OK,street_address
70,ROOFTOP,"Sátoraljaújhely, Rozmaring út 3, 3980 Hungary",ChIJ244WLtTNOEcReutR1PJ8n40,"Sátoraljaújhely Rozmaring út 3.,Hungary",48.405015,21.6579099,1,3980,OK,street_address
71,GEOMETRIC_CENTER,"Szekszárd, Kossuth Lajos u., 7100 Hungary",ChIJAVU8yeHtQkcRNWmlvXcdtrU,"Szekszárd Kossuth Lajos utca,Hungary",46.35541480000001,18.7029133,1,7100,OK,route
72,ROOFTOP,"Budapest, Vécsey u. 1, 1193 Hungary",ChIJyRdGMPvCQUcRXqiJPggOkks,"19. kerület Vécsey utca 1-3,Hungary",47.4540661,19.1543689,1,1193,OK,street_address
73,ROOFTOP,"Szolnok, Gyökér u. 4, 5000 Hungary",ChIJPW6pr9tDQUcRo1JSIHZFi20,"Szolnok Gyökér utca 4,Hungary",47.1520974,20.1645769,1,5000,OK,street_address
74,ROOFTOP,"Kiskunfélegyháza, 4 em, Szegfű u. 4, 6100 Hungary",EjRLaXNrdW5mw6lsZWd5aMOhemEsIDQgZW0sIFN6ZWdmxbEgdS4gNCwgNjEwMCBIdW5nYXJ5IiAaHgoWChQKEglr6Xf6ketDRxEdfOOUBiDmlhIENCBlbQ,"Kiskunfélegyháza Szegfű utca 4. 4 em 16,Hungary",46.703809,19.861708,2,6100,OK,subpremise
75,ROOFTOP,"Nyíregyháza, Sólyom u. 25, 4400 Hungary",ChIJa-jI5pmfOEcR-TkF1yGONcw,"Nyíregyháza Sólyom utca 25.,Hungary",47.9625657,21.7137011,1,4400,OK,street_address
76,APPROXIMATE,"Hódmezővásárhely, Susán, 6800 Hungary",ChIJ8bSxChNvREcRPAgq1MTLe7o,"Hódmezővásárhely Susán,Hungary",46.4236029,20.340915,1,6800,OK,"political,sublocality,sublocality_level_1"
77,GEOMETRIC_CENTER,"Veszprém, Zrínyi Miklós u., 8200 Hungary",ChIJodHb5BKaaUcRJSXFOy477gs,"Veszprém Zrínyi Miklós utca,Hungary",47.08124129999999,17.9070109,1,8200,OK,route
78,GEOMETRIC_CENTER,"Boldogtanyai út, Hungary",ChIJo9lTp7vVQUcRSFy4zgautOs,"Leányfalu Boldogtanyai út,Hungary",47.7049342,19.0850928,1,,OK,route
79,ROOFTOP,"Baja, Kölcsey Ferenc u. 7, 6500 Hungary",ChIJuwffme4fQ0cRpQWy2_lYu3g,"Baja Kölcsey Ferenc utca 7.,Hungary",46.1846371,18.9512761,1,6500,OK,street_address
80,GEOMETRIC_CENTER,"Szarvas, Kossuth Lajos u., 5540 Hungary",ChIJTSDxMT-oRkcR6BSIeM2xytw,"Szarvas Kossuth Lajos utca,Hungary",46.862737,20.5521003,1,5540,OK,route
81,GEOMETRIC_CENTER,"Debrecen, Létai út, Hungary",ChIJt1X4VZ4OR0cRwlqOB2PRI58,"Debrecen Létai út,Hungary",47.5218303,21.6756348,1,,OK,route
82,GEOMETRIC_CENTER,"Tata, Arany János u., 2890 Hungary",ChIJkfk2JwxGakcRRo3YsJ0Xey8,"Tata Arany János utca,Hungary",47.6375022,18.3119843,1,2890,OK,route
83,ROOFTOP,"Hévíz, Fortuna u. 10, 8380 Hungary",ChIJT0tps-cdaUcRTjNJmNNPvAQ,"Hévíz Fortuna utca 10.,Hungary",46.7945454,17.1856526,1,8380,OK,street_address
84,APPROXIMATE,"Kecskemét, Hungary",ChIJPxz2CGHaQ0cRgBEeDCnEAAQ,"Kecskemét Villanegyed,Hungary",46.8963711,19.6896861,1,,OK,"locality,political"
85,GEOMETRIC_CENTER,"Tatabánya, Szent György u., 2800 Hungary",ChIJq5fC0CtHakcRvHYOMtDHemI,"Tatabánya Szent György utca,Hungary",47.590269,18.3699758,1,2800,OK,route
86,GEOMETRIC_CENTER,"Budapest, Átlós u., Hungary",ChIJC5nvpaDCQUcR4s5m4DVYf8E,"20. kerület Átlós utca,Hungary",47.4273359,19.1129921,1,,OK,route
87,ROOFTOP,"Biatorbágy, Hámory Imre u. 22, 2051 Hungary",ChIJBUcckzILakcRPl9AZ1l4Hes,"Biatorbágy Hámory Imre utca 22/3.,Hungary",47.477126,18.8126721,1,2051,OK,street_address
88,ROOFTOP,"Szemely, József Attila u. 23, 7763 Hungary",ChIJQy-6bJi1QkcRIWKHeV4da2k,"Szemely József Attila utca 23.,Hungary",46.007917,18.33072,1,7763,OK,street_address
89,ROOFTOP,"Villány, Rákóczi Ferenc u. 33, 7773 Hungary",ChIJuby1DDAyXUcRJMz_lX72fqg,"Villány Kikerics utca,Hungary",45.8726212,18.4497792,1,7773,OK,"establishment,lodging,point_of_interest"
90,ROOFTOP,"Pécs, Lánc u. 18, 7626 Hungary",ChIJiX46ewyxQkcRyjNVEtSFB5I,"Pécs Lánc utca 18.,Hungary",46.0760239,18.241702,1,7626,OK,street_address
91,ROOFTOP,"Budapest, Hernád u. 25, 1078 Hungary",ChIJ7zR4OH3cQUcRIPxDfhVmGd0,"7. kerület Hernád utca 25.,Hungary",47.5045791,19.0830198,1,1078,OK,street_address
92,GEOMETRIC_CENTER,"Budapest, Erdőalja köz, 1037 Hungary",ChIJG5eq6P3YQUcRBcAZ6lDRtmQ,"3. kerület Erdőalja köz,Hungary",47.5624996,19.0049726,1,1037,OK,route
93,ROOFTOP,"Baja, Széchenyi István u. 10, 6500 Hungary",ChIJWfS9z_IfQ0cRcb6lDSAKdcs,"Baja Széchenyi István utca 10.,Hungary",46.1788325,18.9544941,1,6500,OK,street_address
94,GEOMETRIC_CENTER,"Siófok, Kende u. 2, 8600 Hungary",ChIJeU3VvkrAaUcRFMcQb0FD-NY,"Siófok Kende utca,Hungary",46.928506,18.1107903,1,8600,OK,"establishment,lodging,point_of_interest"
95,APPROXIMATE,"Szeged, Hungary",ChIJS-XMK-KHREcRkBEeDCnEAAQ,"Szeged Harmónia lakópark,Hungary",46.2530102,20.1414253,1,,OK,"locality,political"
96,GEOMETRIC_CENTER,"Kecskemét, Klauzál Gábor tér, 6000 Hungary",ChIJV_04a6nQQ0cRA0zPPcQ8nlU,"Kecskemét Klauzál Gábor tér,Hungary",46.9182872,19.6718704,1,6000,OK,route
97,GEOMETRIC_CENTER,"Gyöngyös, Szövetkezet u., 3200 Hungary",ChIJPe1K-qhQQEcR_-x-zvXMhRU,"Gyöngyös Szövetkezet utca,Hungary",47.771658,19.9228502,1,3200,OK,route
98,GEOMETRIC_CENTER,"Mezőberény, Kölcsey Ferenc u., 5650 Hungary",ChIJ1yumMK6cRkcRZImedJ3LM0Q,"Mezőberény Kölcsey Ferenc utca,Hungary",46.8247674,21.0318191,1,5650,OK,route
99,GEOMETRIC_CENTER,"Budapest, Damjanich János út, 1213 Hungary",ChIJ6z2kOWzoQUcROWz2QCwiUAc,"21. kerület Damjanich János út,Hungary",47.4023508,19.1005704,1,1213,OK,route
100,ROOFTOP,"Oroszlány, Haraszthegyi u. 1, 2840 Hungary",ChIJm3u1Aq8-akcRZIxUqOWfuhU,"Oroszlány Haraszthegyi utca 1.,Hungary",47.4875391,18.3179413,1,2840,OK,street_address
101,GEOMETRIC_CENTER,"Nagytarcsa, Laktanya u., 2142 Hungary",ChIJtYD6-3DGQUcRMnKccKmMuj0,"Nagytarcsa Laktanya utca 1.,Hungary",47.530904,19.2923319,1,2142,OK,route
102,GEOMETRIC_CENTER,"Érd, Alsóerdősor u., 2035 Hungary",ChIJPyXw7KXhQUcRQ8UHJgysMK0,"Érd Alsóerdősor utca,Hungary",47.413645,18.895234,1,2035,OK,route
103,GEOMETRIC_CENTER,"Botykapeterd, Rákóczi u., 7900 Hungary",ChIJTfiwHvEAaEcRkxPPZBKEQxU,"Botykapeterd Rákóczi utca,Hungary",46.0603481,17.879109,1,7900,OK,route
104,ROOFTOP,"Budapest, Kerék u. 30, 1033 Hungary",ChIJzekakWXZQUcREaj1thGq8j4,"3. kerület Kerék utca 30.,Hungary",47.54817320000001,19.0421365,1,1033,OK,street_address
105,GEOMETRIC_CENTER,"Debrecen, Akadémiakert Utca, 4032 Hungary",ChIJNzbMiw8SR0cRVcoFuLzh4xM,"Debrecen Akadémiakert,Hungary",47.5512075,21.6028728,1,4032,OK,route
106,APPROXIMATE,"Tatabánya, Óváros, 2800 Hungary",ChIJ_xQgg2FAakcRIAcFHkqiivc,"Oroszlány Óváros,Hungary",47.5608639,18.4180509,1,2800,OK,"political,sublocality,sublocality_level_1"
107,GEOMETRIC_CENTER,"Pécs, Móra Ferenc u., 7632 Hungary",ChIJI4KG39SzQkcRDuI3Lv5msl8,"Pécs Móra Ferenc utca,Hungary",46.0537366,18.2216592,1,7632,OK,route
108,ROOFTOP,"Miskolc, Meggyesalja u. 7, 3530 Hungary",ChIJLUx-fO-fQEcRUp341y917g4,"Miskolc Meggyesalja utca 7.,Hungary",48.101667,20.775879,1,3530,OK,street_address
109,GEOMETRIC_CENTER,"Budapest, Kopaszi-gát, 1117 Hungary",ChIJyYNzGwndQUcRxWZImuMFEYQ,"11. kerület Kopaszi gát,Hungary",47.4638926,19.0623629,1,1117,OK,route
110,GEOMETRIC_CENTER,"Budapest, Szemere u., 1201 Hungary",ChIJKXJqiqjCQUcRpSA7osKOmgo,"20. kerület Szemere utca,Hungary",47.4312188,19.1065132,1,1201,OK,route
111,APPROXIMATE,"Balástya, 6764 Hungary",ChIJvxVw1Q-HQ0cRMC0eDCnEAAQ,"Balástya Csongrád megye,Hungary",46.4239446,20.0048796,1,6764,OK,"locality,political"
112,APPROXIMATE,"Erdőkertes, 2113 Hungary",ChIJ4TX9ZFPMQUcRkMgeDCnEAAQ,"Erdőkertes Központ,Hungary",47.6706442,19.3139168,1,2113,OK,"locality,political"
113,GEOMETRIC_CENTER,"Szigetszentmiklós, Lankás u., 2310 Hungary",ChIJt4vd1ZzvQUcRLEZfIImNQqE,"Szigetszentmiklós Lankás utca,Hungary",47.3172904,19.0298518,1,2310,OK,route
114,ROOFTOP,"Budapest, Hajós u. 9, 1065 Hungary",ChIJ15uMd2zcQUcRfuo84vdOfC0,"6. kerület Hajós utca 9.,Hungary",47.50304149999999,19.0588001,1,1065,OK,street_address
115,GEOMETRIC_CENTER,"Budapest, Meredek u., Hungary",ChIJzchYJ9XdQUcRQ5saXwEdBX8,"11. kerület Meredek utca,Hungary",47.4836136,19.0153746,1,,OK,route
116,ROOFTOP,"Érd, Drégelyi u. 18, 2030 Hungary",ChIJ-0W54rzhQUcRdfhiwskj8gY,"Érd Drégelyi utca 18.,Hungary",47.40861599999999,18.882766,1,2030,OK,street_address
117,GEOMETRIC_CENTER,"Budaörs, Holdfény u., 2040 Hungary",ChIJ-cavMtXfQUcRUEjehaaPXzI,"Budaörs Holdfény utca,Hungary",47.4598318,18.9356436,1,2040,OK,route
118,GEOMETRIC_CENTER,"Hévíz, Egregyi u., 8380 Hungary",ChIJ2zRGo9kdaUcRIns7XQCow9M,"Hévíz Egregyi utca,Hungary",46.804868,17.1856126,1,8380,OK,route
119,ROOFTOP,"Veszprém, Ördögárok u. 3, 8200 Hungary",ChIJ6Wn3dG2aaUcRPDqwfqYEwWY,"Veszprém Ördögárok utca 3/c.,Hungary",47.084738,17.9107151,1,8200,OK,street_address
120,GEOMETRIC_CENTER,"Kiskunfélegyháza, Wesselényi u., 6100 Hungary",ChIJHwM9dcfrQ0cRld0_iP8hiqE,"Kiskunfélegyháza Wesselényi utca,Hungary",46.713734,19.844245,1,6100,OK,route
121,APPROXIMATE,"Budapest, District XIX., Hungary",ChIJEX6SWuzCQUcRYNYeDCnEAAU,"19. kerület nincs megadva,Hungary",47.4457289,19.1430149,1,,OK,"political,sublocality,sublocality_level_1"
122,GEOMETRIC_CENTER,"Feldebrő, Kossuth Lajos út, 3352 Hungary",ChIJEVRbQezzQEcRn50v6BORX9M,"Feldebrő Kossuth Lajos út,Hungary",47.81736790000001,20.2312559,1,3352,OK,route
