Address,Settlement
20. kerület Vízisport utca 25-27,20. kerület
13. kerület Rokolya utca 38.,13. kerület
Veszprém Hold utca 8.,Veszprém
Debrecen Vármegyeháza utca,Debrecen
Nyíregyháza Eperjes utca,Nyíregyháza
Pécs Zsuzsanna utca,Pécs
Debrecen Kartács utca,Debrecen
Győr Szigethy Attila út 10.,Győr
2. kerület Hűvösvölgyi út 53.,2. kerület
6. kerület Izabella utca 85.,6. kerület
4. kerület Csíksomlyó utca 11.,4. kerület
1. kerület Toldy Ferenc utca 32.,1. kerület
13. kerület Jász utca 47.,13. kerület
Tatabánya Bánhidai lakótelep 103.,Tatabánya
Törökbálint Fácán utca 40.,Törökbálint
Szentendre Püspökmajori lakótelep,Szentendre
3. kerület Békásmegyer-Ófalu,3. kerület
Balatonlelle Vitorlás utca 13.,Balatonlelle
Szeged Csaba utca 36.,Szeged
Miskolc Kőporos utca,Miskolc
Sopron Lővér körút 99.,Sopron
Kecskemét Rákóczi út,Kecskemét
Tatabánya Győri út,Tatabánya
3. kerület Szent István utca,3. kerület
Debrecen Tücsök utca,Debrecen
Kecskemét Nyíri út,Kecskemét
Biatorbágy Juhász Gyula út,Biatorbágy
4. kerület Béla utca,4. kerület
13. kerület Kelén utca 3.,13. kerület
Eger Joó János utca,Eger
Tapolca Alkotmány utca,Tapolca
Pécs Aradi vértanúk útja,Pécs
Győr Szabadrév utca,Győr
Veszprém Stromfeld Aurél utca,Veszprém
Tatabánya Dózsa György út,Tatabánya
Nyíregyháza Kossuth Lajos utca 61.,Nyíregyháza
Eger Gólya utca,Eger
Nyíregyháza Északi körút,Nyíregyháza
11. kerület Örsöd,11. kerület
9. kerület Lenhossék utca 13.,9. kerület
20. kerület Közműhelytelep utca 32.,20. kerület
11. kerület Barackmag utca,11. kerület
6. kerület Munkácsy Mihály utca,6. kerület
Pécs Nyíl utca,Pécs
Békéscsaba Lencsési lakótelep,Békéscsaba
Szeged Szent Miklós utca 13.,Szeged
Szombathely Nádasdy Ferenc utca 45.,Szombathely
Pécs Angster József utca,Pécs
Szeged Gáspár Zoltán utca,Szeged
Szombathely Esze Tamás utca 30.,Szombathely
Miskolc Herman Ottó utca,Miskolc
Csopak Berekháti utca,Csopak
Pécs Szigeti út,Pécs
Győr Bartók Béla út,Győr
Székesfehérvár Lehel utca,Székesfehérvár
Nyíregyháza Gádor Béla köz,Nyíregyháza
Kecskemét Izsáki út 4.,Kecskemét
3. kerület Királylaki út,3. kerület
Győr Baross Gábor út 26.,Győr
Pécs Belváros,Pécs
11. kerület Akácillat utca,11. kerület
Eger Kallómalom utca,Eger
Veszprém Török Ignác utca,Veszprém
Székesfehérvár Deák Ferenc utca,Székesfehérvár
Tatabánya Népház utca,Tatabánya
Miskolc Hegyalja út,Miskolc
Székesfehérvár Mancz János utca,Székesfehérvár
Kaposvár Biczó Ferenc köz,Kaposvár
Veszprém Rózsa utca,Veszprém
Szolnok Konstantin utca,Szolnok
Eger Macki Valér utca 2.,Eger
Debrecen Laktanya utca,Debrecen
Dunaújváros Kossuth Lajos utca,Dunaújváros
Szeged Gutenberg utca,Szeged
Szeged Északi városrész,Szeged
Pécs Fagyöngy utca 14.,Pécs
Békéscsaba Jókai utca,Békéscsaba
Szeged Damjanich utca,Szeged
Győr Ifjúság körút,Győr
Tatabánya Ifjúság út 19.,Tatabánya
Veszprém Pásztor utca 40.,Veszprém
Balatonalmádi Lehel utca 35.,Balatonalmádi
Pécs Krisztina tér,Pécs
Kaposvár Kinizsi lakótelep,Kaposvár
Szeged Kukorica utca,Szeged
Debrecen Szoboszlói út,Debrecen
Dunaújváros Kalamár utca 1.,Dunaújváros
Eger Árpád utca,Eger
Pécs Csikor Kálmán utca,Pécs
Pécs Rákóczi út 51.,Pécs
Szeged Sőtér István köz,Szeged
Miskolc Gagarin utca,Miskolc
Debrecen Leány utca,Debrecen
Keszthely Kossuth Lajos utca,Keszthely
Debrecen Eötvös utca,Debrecen
Nyíregyháza Bethlen Gábor utca,Nyíregyháza
Győr Illyés Gyula utca,Győr
Békéscsaba Áchim L. András lakótelep,Békéscsaba
Székesfehérvár Széchenyi utca 39.,Székesfehérvár
Miskolc József Attila utca,Miskolc
Szeged Mars tér,Szeged
Siófok Tömörkény István utca,Siófok
Szombathely Szent Flórián körút 53.,Szombathely
Miskolc Dóczy József utca,Miskolc
Székesfehérvár Távírda utca 2.,Székesfehérvár
Szeged Piroska tér,Szeged
Székesfehérvár Toronysor 11.,Székesfehérvár
Szeged Bihari utca,Szeged
Székesfehérvár Rádió utca,Székesfehérvár
Miskolc Vászonfehérítő utca 62. 10 emelet,Miskolc
Győr Klapka utca,Győr
Nyíregyháza 4-es huszárok útja,Nyíregyháza
Debrecen Vág utca,Debrecen
Balatonfüred Köztársaság utca 5/B,Balatonfüred
Székesfehérvár Zombori út,Székesfehérvár
Pécs Siklósi út 90.,Pécs
Nyíregyháza Toldi utca,Nyíregyháza
Debrecen Péterfia utca 30.,Debrecen
Székesfehérvár Prohászka Ottokár út 42/C.,Székesfehérvár
Veszprém Kőhíd utca,Veszprém
Pécs Böck János utca,Pécs
Székesfehérvár Cserepes köz 2.,Székesfehérvár
Pécs Szőnyi Ottó utca,Pécs
Szolnok Réz utca,Szolnok
Alsóörs Szilvás köz,Alsóörs
Debrecen Darabos utca,Debrecen
Szombathely Rohonci út,Szombathely
Debrecen Darabos utca 4.,Debrecen
Debrecen Mata János utca 23.,Debrecen
Debrecen Böszörményi út,Debrecen
Békéscsaba Szabadság tér,Békéscsaba
Szombathely Arany János utca,Szombathely
Sopron Király Jenő utca,Sopron
Békéscsaba Andrássy út 29.,Békéscsaba
Siófok Devecseri Gábor utca 3/5,Siófok
Székesfehérvár Prohászka Ottokár út 58.,Székesfehérvár
Szolnok Várkonyi István tér,Szolnok
Székesfehérvár Kelemen Béla utca,Székesfehérvár
Székesfehérvár Hübner András utca,Székesfehérvár
Miskolc Hadirokkantak útja,Miskolc
Veszprém Rózsa utca 15.,Veszprém
Salgótarján Nyírfácska utca,Salgótarján
Nagykanizsa Zrínyi Miklós utca,Nagykanizsa
Eger Buzogány utca,Eger
Szolnok Markotányos utca 4.,Szolnok
Sopron Frankenburg út 6.,Sopron
Szeged Takaréktár utca,Szeged
Szeged Gelei József utca,Szeged
Hévíz Semmelweis utca,Hévíz
Győr Ady Endre utca,Győr
Eger Kertész utca 164.,Eger
Keszthely Szent Miklós utca,Keszthely
Székesfehérvár Király sor,Székesfehérvár
Veszprém Vécsey Károly utca,Veszprém
Tatabánya Huba vezér utca,Tatabánya
Siófok Fő tér,Siófok
Székesfehérvár Szekfű Gyula utca,Székesfehérvár
Debrecen Simonffy utca,Debrecen
Kaposvár Petőfi utca,Kaposvár
Pécs Uitz Béla utca,Pécs
Nyíregyháza Városmajor utca 8.,Nyíregyháza
Nyíregyháza Gádor Béla utca,Nyíregyháza
Debrecen Kassai út,Debrecen
Székesfehérvár Balatoni út,Székesfehérvár
Keszthely Mátyás király utca,Keszthely
Veszprém Csillag utca 10.,Veszprém
Siófok Bláthy Ottó utca 19.,Siófok
Dunaújváros Köztársaság út,Dunaújváros
Siófok Szent László utca 187/A,Siófok
Dunaújváros Alkotás utca,Dunaújváros
Békéscsaba Lencsési út,Békéscsaba
Pécs Gadó utca,Pécs
Szombathely Perintparti sétány,Szombathely
Salgótarján Ybl Miklós út 49. VI/35.,Salgótarján
Debrecen Bethlen utca 37.,Debrecen
Szeged Katalin utca 345783,Szeged
Sopron Deák tér,Sopron
Debrecen Ormós Lajos utca,Debrecen
Hévíz Széchenyi utca 7.,Hévíz
Kaposvár Teleki utca,Kaposvár
Szeged Hargitai utca,Szeged
Szolnok Kassai út,Szolnok
Pécs Kolozsvár utca 24.,Pécs
Kecskemét Vályogvető utca 5.,Kecskemét
Kecskemét Mátyás király körút 56.,Kecskemét
Szeged Csanádi utca,Szeged
Dunaújváros Weiner Tibor körút 5.,Dunaújváros
Dunaújváros Erkel kert,Dunaújváros
Szolnok Aranyi Sándor utca,Szolnok
Debrecen Tőzsér utca,Debrecen
Győr Dózsa György rakpart,Győr
Békéscsaba Hunyadi tér 6-8,Békéscsaba
Győr Szigethy Attila út,Győr
Szeged Római körút,Szeged
Szolnok Szabadság tér 2.,Szolnok
Szolnok Medárd utca,Szolnok
Tatabánya Mártírok útja 65.,Tatabánya
Eger Deák Ferenc utca,Eger
Szombathely Szelestey László utca,Szombathely
Győr Kodály Zoltán utca,Győr
Siófok Tóth Árpád utca,Siófok
Kecskemét Petőfi Sándor utca,Kecskemét
Salgótarján Zöldfa út 7.,Salgótarján
Pécs Csipke utca,Pécs
Pécs Budai Nagy Antal utca,Pécs
Kecskemét Reviczky Gyula utca,Kecskemét
Zalaegerszeg Hegyalja utca,Zalaegerszeg
Miskolc Pozsonyi utca,Miskolc
Pécs Hajnóczy út,Pécs
Szekszárd Mészáros Lázár utca 7.,Szekszárd
Pécs Lahti utca,Pécs
Pécs Hunyadi János utca 30.,Pécs
Szombathely Kálvária utca,Szombathely
Miskolc Testvérvárosok útja,Miskolc
Debrecen Egyetem sugárút 11/A,Debrecen
Kecskemét Reptéri lakótelep,Kecskemét
Salgótarján Rákóczi út 34.,Salgótarján
Szolnok Mátyás király út,Szolnok
Pécs Dobó István utca,Pécs
Sopron Ágfalvi út,Sopron
Szekszárd Mikes utca 24.,Szekszárd
Miskolc Szinyei Merse Pál utca,Miskolc
Miskolc Szentpéteri kapu 37.,Miskolc
Békéscsaba Kazinczy lakótelep,Békéscsaba
Szekszárd Zöldkert utca,Szekszárd
Balatonföldvár Kőröshegyi út 5.,Balatonföldvár
Keszthely Balogh Ferenc utca,Keszthely
Veszprém Halle utca,Veszprém
Győr Hajós Alfréd utca,Győr
Pécs Török István utca 8.,Pécs
Miskolc Hatvanötösök útja 1.,Miskolc
Pécs Aidinger János út 17.,Pécs
Szeged Juhász Gyula utca,Szeged
Veszprém Csikász Imre utca,Veszprém
Székesfehérvár Erzsébet út,Székesfehérvár
Kecskemét Vágó utca,Kecskemét
Sopron Hosszú utca,Sopron
Debrecen Segner tér 5.,Debrecen
Kápolnásnyék Vasvári utca,Kápolnásnyék
Debrecen Sámsoni út,Debrecen
Siófok Köztársaság utca 9.,Siófok
Siófok Beszédes József sétány 83/B,Siófok
Pécs Pollack Mihály utca,Pécs
Keszthely György bíró utca 2.,Keszthely
Szombathely Angolkert utca,Szombathely
Szeged Árvíz utca,Szeged
Sopron Ógabona tér,Sopron
Pécs Mária utca 45.,Pécs
Miskolc Bársony János utca,Miskolc
Sopron Schönherr-malom utca,Sopron
Tatabánya Réti utca,Tatabánya
Miskolc Vologda utca 26.,Miskolc
Győr Damjanich utca,Győr
Nagykanizsa Eötvös tér 8.,Nagykanizsa
Debrecen Menyhárt József tér 7.,Debrecen
Veszprém Endrődi Sándor utca,Veszprém
Győr Hédervári út,Győr
Szombathely Petőfi Sándor utca,Szombathely
Győr Móricz Zsigmond rakpart 1.,Győr
Pécs Alkotmány utca,Pécs
Szeged Ipoly sor,Szeged
Pécs Jedlik Ányos utca,Pécs
Győr Bisinger József sétány 10.,Győr
Zalaegerszeg Széchenyi tér 4.,Zalaegerszeg
Győr Galántai utca,Győr
Miskolc Tátra utca,Miskolc
Sopron Paprét 22/A,Sopron
Zalaegerszeg Madách Imre utca 18.,Zalaegerszeg
Kecskemét Nagykőrösi utca 28.,Kecskemét
Debrecen Mikszáth Kálmán utca,Debrecen
Veszprém Haszkovó utca,Veszprém
Szekszárd Csalogány utca,Szekszárd
Szeged Tündér utca,Szeged
Kecskemét Bezerédi utca,Kecskemét
Győr Árpád út,Győr
Pécs Maléter Pál út 78.,Pécs
Hódmezővásárhely Andrássy út 28.,Hódmezővásárhely
Eger Kolozsvári utca 45/B,Eger
Eger Deák Ferenc utca 62.,Eger
Nagykanizsa Teleki utca,Nagykanizsa
Balatonfüred Ifjúság utca,Balatonfüred
Siófok Koch Róbert utca,Siófok
Keszthely Deák Ferenc utca,Keszthely
Pécs Apáca utca 13.,Pécs
Dunaújváros Bolyai utca,Dunaújváros
Dunaújváros Hengerész utca,Dunaújváros
Tatabánya Dr. Vitális István utca,Tatabánya
Debrecen Faraktár utca,Debrecen
Szeged Bartucz Lajos utca,Szeged
Hódmezővásárhely Medgyessy Ferenc utca,Hódmezővásárhely
Marcali Széchenyi utca,Marcali
Szeged Hajnóczy utca,Szeged
Balatonalmádi Balaton utca,Balatonalmádi
Debrecen Sinai Miklós utca 19. 10/40,Debrecen
Debrecen Mácsai Sándor utca,Debrecen
Szombathely Kassák Lajos utca 16. 2/7,Szombathely
Győr Lepke utca,Győr
Debrecen Szent Anna utca,Debrecen
Pécs Középmakár dűlő,Pécs
Debrecen Csillag utca,Debrecen
Szeged Mikszáth Kálmán utca,Szeged
Pécs Esztergár Lajos utca 7/a,Pécs
Pécs Nagy Imre út 60.,Pécs
Tatabánya Ifjúság út,Tatabánya
Balatonvilágos Dobó István utca 12.,Balatonvilágos
Kecskemét Balaton utca,Kecskemét
Szolnok Karczag László utca 7.,Szolnok
Nyíregyháza Legyező utca,Nyíregyháza
Székesfehérvár Móricz Zsigmond utca 50-52,Székesfehérvár
Szolnok Markotányos utca,Szolnok
Sopron Ferenczy János utca 6.,Sopron
Debrecen Kígyó utca,Debrecen
Siófok Enyingi utca 6.,Siófok
Eger Kocsis Bernát utca,Eger
Pécs Júlia utca,Pécs
Siófok Liszt Ferenc sétány,Siófok
Pécs Teréz utca 11.,Pécs
Hévíz Dr. Korányi Frigyes utca,Hévíz
Pécs Diós dűlő,Pécs
Keszthely Kisfaludy utca 4.,Keszthely
Debrecen Mester utca,Debrecen
Sopron Várkerület,Sopron
Pécs Király utca,Pécs
Miskolc Arany János utca,Miskolc
Szeged Rahói utca,Szeged
Velence Panoráma út,Velence
Pécs Megyeri tér 11.,Pécs
Tapolca Kazinczy tér,Tapolca
Szekszárd Széchenyi utca 59.,Szekszárd
Győr Leiningen utca,Győr
Miskolc Testvérvárosok útja 34.,Miskolc
Balatonlelle Hullám utca 11.,Balatonlelle
Szeged Franciahögy lakópark,Szeged
Nagykanizsa Király utca,Nagykanizsa
Szeged Öthalom utca 1.,Szeged
Szolnok Szapáry utca,Szolnok
Eger Kovács Jakab utca,Eger
Pécs Buday Dezső utca,Pécs
Zalaegerszeg Berzsenyi Dániel utca,Zalaegerszeg
Pécs Jakabhegyi út,Pécs
Szeged Cserzy Mihály utca,Szeged
Miskolc József Attila utca 6.,Miskolc
Miskolc Mednyánszky László utca 7.,Miskolc
Debrecen Dóczy József utca 22.,Debrecen
Dunaújváros Vörösmarty Mihály utca,Dunaújváros
Nyíregyháza Semmelweis utca 18.,Nyíregyháza
Siófok Szent László utca 187.,Siófok
Pécs Móra Ferenc utca 70.,Pécs
Szeged Fecske utca,Szeged
Pécs Perczel Miklós utca,Pécs
Kecskemét László Károly utca,Kecskemét
Nyíregyháza Nád utca 31.,Nyíregyháza
Miskolc Csaba vezér út 26.,Miskolc
Zamárdi Rákóczi utca 27.,Zamárdi
Kecskemét Március 15. utca 25.,Kecskemét
Szolnok Bálvány utca,Szolnok
Békéscsaba Széchenyi utca 7.,Békéscsaba
Eger Széchenyi István utca 52.,Eger
Salgótarján Alkotmány út,Salgótarján
Zalaegerszeg Csány László tér 2-4,Zalaegerszeg
Kaposvár Füredi utca 51.,Kaposvár
Nyíregyháza Gerlóczy Gábor utca,Nyíregyháza
Győr Pesti út,Győr
Sopron Kisfaludy utca,Sopron
Miskolc Aulich Lajos utca 5.,Miskolc
Gárdony Bóné Kálmán utca,Gárdony
Hévíz Park utca 16.,Hévíz
Pécs Új fasor,Pécs
Siófok Tanácsház utca 9.,Siófok
Szekszárd Bottyánhegyi lakótelep,Szekszárd
Nagykanizsa Csengery út,Nagykanizsa
Szeged Roosevelt tér 5.,Szeged
Szeged Tó utca 15.,Szeged
Zamárdi Tulipán utca,Zamárdi
11. kerület Allende park,11. kerület
Balatonfüred Völgy utca,Balatonfüred
Székesfehérvár Vásárhelyi utca,Székesfehérvár
Szekszárd Szent István tér 18.,Szekszárd
Veszprém Rómer Flóris utca 4.,Veszprém
Debrecen Boka Károly utca,Debrecen
Győr Víztükör utca 22. 3/1,Győr
Szeged Bocskai utca,Szeged
Miskolc Kilencedik utca,Miskolc
Sopron Aranyhegy utca,Sopron
Gárdony Horgony utca,Gárdony
Zalaegerszeg Göcseji út 2.,Zalaegerszeg
Siófok Deák Ferenc sétány 14.,Siófok
Pécs Forbát Alfréd utca,Pécs
Debrecen Csapó utca,Debrecen
Békéscsaba Justh Gyula utca 4/a,Békéscsaba
Szeged Hullám utca,Szeged
Pécs Major utca 17.,Pécs
Székesfehérvár Prohászka Ottokár út 47.,Székesfehérvár
Székesfehérvár Köfém lakótelep,Székesfehérvár
Szombathely Németújvár utca,Szombathely
Nyíregyháza Szabadság tér,Nyíregyháza
Szolnok Boldog Sándor István körút 8.,Szolnok
Pécs Hungária utca 49.,Pécs
Szombathely Vörösmarty Mihály utca,Szombathely
Tapolca Ady Endre utca,Tapolca
Szeged Petőfi Sándor sugárút,Szeged
Salgótarján Salgó út,Salgótarján
Szekszárd Hunyadi utca 1.,Szekszárd
Kecskemét Lóverseny utca,Kecskemét
Hévíz Csokonai utca,Hévíz
Győr Szent István út 45.,Győr
Szombathely Király utca,Szombathely
Kecskemét Kisfaludy utca,Kecskemét
Békéscsaba Corvin utca 21.,Békéscsaba
Sopron Újteleki utca,Sopron
Sopron Uszoda utca,Sopron
Dunaújváros Palme köz,Dunaújváros
Székesfehérvár Lövölde utca,Székesfehérvár
Győr Tihanyi Árpád út,Győr
Szeged Jósika utca,Szeged
Zalaegerszeg Berzsenyi Dániel utca 20.,Zalaegerszeg
Pécs Abaligeti út 47.,Pécs
Szeged Budapesti körút,Szeged
Szeged Madách utca,Szeged
Dunaújváros Gagarin tér 15.,Dunaújváros
Sopron Pócsi utca 1-3,Sopron
Győr Munkácsy Mihály utca,Győr
Debrecen Postakert,Debrecen
Győr Győrszentiván,Győr
18. kerület Darus utca,18. kerület
Kecskemét Pázmány Péter utca,Kecskemét
Pécs Ferencesek utcája 22.,Pécs
Kecskemét Széchenyi körút,Kecskemét
Nyíregyháza Epreskert utca,Nyíregyháza
Kecskemét Mezei utca,Kecskemét
Siófok Bimbó utca 30.,Siófok
2. kerület II/A kerület – Erzsébetliget,2. kerület
Herceghalom Pest megye,Herceghalom
Biatorbágy Tópark 'Be My City',Biatorbágy
Biatorbágy Pest megye,Biatorbágy
Szigetszentmiklós Pest megye,Szigetszentmiklós
Pécs Táncsics Mihály utca,Pécs
Veszprém Láhner György utca 4.,Veszprém
8. kerület Diószegi Sámuel utca 44.,8. kerület
19. kerület Lehel utca,19. kerület
14. kerület Alsórákos – Paskálpark,14. kerület
Pécs Éva utca,Pécs
Szeged Kálvária sugárút,Szeged
12. kerület Csipke út 14.,12. kerület
Pécs Megyeri tér 8.,Pécs
Mosonmagyaróvár MOFÉM-telep,Mosonmagyaróvár
15. kerület Énekes utca,15. kerület
Fonyód Fürdő utca 39.,Fonyód
Szigetszentmiklós Lakihegyi lakópark,Szigetszentmiklós
Páty VILLAGEGARDEN,Páty
Vác Budapesti főút 43.,Vác
Pécs Hunyadi János utca,Pécs
2. kerület Tárkony utca,2. kerület
20. kerület Vízisport utca 29.,20. kerület
Pécs Puskin utca 8.,Pécs
21. kerület Mars utca,21. kerület
16. kerület Album köz,16. kerület
21. kerület Puli sétány 10.,21. kerület
1. kerület Fazekas utca,1. kerület
19. kerület Wekerletelep,19. kerület
Budaörs Edison Center Budaörs,Budaörs
Tatabánya Ságvári-lakótelep,Tatabánya
Békéscsaba Őr utca,Békéscsaba
Szeged Deák Ferenc utca,Szeged
13. kerület Párkány utca 4-6,13. kerület
Pécs Munkácsy Mihály utca 15.,Pécs
10. kerület Ónodi utca 1.,10. kerület
Debrecen Bajcsy-Zsilinszky utca,Debrecen
Tata Gesztenye fasor 45.,Tata
Miskolc Rácz Ádám utca,Miskolc
2. kerület Margit körút 15-17,2. kerület
Győrújfalu Győr-Moson-Sopron megye,Győr
9. kerület Középső-Ferencváros – Malmok,9. kerület
Székesfehérvár Prohászka,Székesfehérvár
14. kerület Őrnagy utca,14. kerület
Debrecen Nagyerdőalja,Debrecen
Hévíz Zala megye,Hévíz
Székesfehérvár Alba ipari zóna,Székesfehérvár
16. kerület Album utca,16. kerület
6. kerület Dalszínház utca,6. kerület
Győr Jávor Pál utca,Győr
15. kerület Árvavár utca,15. kerület
Várpalota Mátyás király utca,Várpalota
Győr Gerence út 37.,Győr
Pécs Papnövelde utca,Pécs
Kompolt Alkotmány utca 30.,Kompolt
Komárom Jókai tér,Komárom
Gyöngyös Aranysas utca,Gyöngyös
Pápa Batthyány utca,Pápa
9. kerület Vámház körút 9.,9. kerület
8. kerület Bókay János utca,8. kerület
3. kerület Gyűrű utca 6.,3. kerület
5. kerület Bank utca,5. kerület
6. kerület Rózsa utca 57.,6. kerület
6. kerület Révay köz,6. kerület
Debrecen Tócóvölgy,Debrecen
1. kerület Várkert rakpart,1. kerület
Szeged Ősz utca,Szeged
2. kerület Pázsit utca,2. kerület
6. kerület Oktogon,6. kerület
4. kerület Újpest – Pozsonyi utcai lakótelep,4. kerület
Baja Petőfi Sándor utca,Baja
Szentgotthárd Deák Ferenc utca 9-11,Szentgotthárd
2. kerület Szász Károly utca 2.,2. kerület
2. kerület II/A kerület – Budaliget,2. kerület
19. kerület Taksony utca,19. kerület
5. kerület Deák Ferenc utca,5. kerület
17. kerület Felsőrákoshegy,17. kerület
Kiskunhalas Esze Tamás lakótelep 2/B,Kiskunhalas
Hatvan Széchenyi utca,Hatvan
Tar Szondy György út,Tar
Dunaújváros Váci Mihály utca,Dunaújváros
Fonyód Fürdőtelep,Fonyód
Debrecen Hadházi út,Debrecen
Debrecen Bolyai utca,Debrecen
21. kerület Merkúr utca,21. kerület
Debrecen Óváros,Debrecen
Tata Tófarok,Tata
Dunaújváros Vasmű út,Dunaújváros
Gárdony Központ,Gárdony
Debrecen Homokkert,Debrecen
Szigetvár Szent István lakótelep,Szigetvár
Balatonfüred Felsőváros,Balatonfüred
Mosonmagyaróvár Terv utca 78.,Mosonmagyaróvár
Kőszeg Táncsics Mihály utca,Kőszeg
2. kerület Medve utca,2. kerület
Dunakeszi Dunapart lakópark,Dunakeszi
Békés Belváros,Békés
Pécs Citrom utca,Pécs
Balatonfüred Vaszary Gábor utca,Balatonfüred
Kőszeg Várkör 110.,Kőszeg
Gyula Komáromi utca,Gyula
Újkígyós Kossuth utca,Újkígyós
6. kerület Teréz körút 35.,6. kerület
Dombóvár Árnyas utca,Dombóvár
Kiskunfélegyháza Szilfa utca 19.,Kiskunfélegyháza
Heves Szerelem Alfréd út 10.,Heves
Fonyód Fürdő utca,Fonyód
Tótkomlós Wallaszky Pál tér 1/a,Tótkomlós
12. kerület Ugocsa utca 5.,12. kerület
Győr Gyárváros,Győr
6. kerület Bajcsy-Zsilinszky út 21.,6. kerület
Miskolc Berekalja,Miskolc
12. kerület Kléh István utca,12. kerület
8. kerület Bérkocsis utca 18.,8. kerület
6. kerület Rippl-Rónai utca 31.,6. kerület
6. kerület Teréz körút 41.,6. kerület
Dunaújváros Liszt Ferenc kert,Dunaújváros
9. kerület Ifjúmunkás utca,9. kerület
Szombathely Rohonci út 42.,Szombathely
8. kerület Népszínház utca 16.,8. kerület
Pécs Vadász utca,Pécs
20. kerület Török Flóris utca,20. kerület
5. kerület Kossuth Lajos utca 6.,5. kerület
Aszód Pesti út,Aszód
Hévíz Római utca 5.,Hévíz
20. kerület Baross utca 45.,20. kerület
Miskolc Gyertyán utca,Miskolc
Paks Tölgyfa utca,Paks
Budakeszi Márity László út,Budakeszi
Miskolc Zoltán utca,Miskolc
Balatongyörök Zala megye,Balatongyörök
Tatabánya Komárom-Esztergom megye,Tatabánya
3. kerület Solymárvölgyi út,3. kerület
Fonyód Alsóbélatelep,Fonyód
5. kerület Vitkovics Mihály utca,5. kerület
Szeged Újrókus,Szeged
5. kerület József Attila utca,5. kerület
Nyíregyháza Korányi-kertváros,Nyíregyháza
2. kerület II/A kerület – Remetekertváros,2. kerület
Debrecen Borbíró tér,Debrecen
Aszód Kossuth Lajos utca 51.,Aszód
Győr Pinnyéd,Győr
17. kerület Rákoshegy – Helikopter lakópark,17. kerület
8. kerület Vásár utca,8. kerület
14. kerület Mexikói út,14. kerület
Tata Fazekas utca 43.,Tata
13. kerület Raoul Wallenberg utca,13. kerület
Balatonfenyves Somogy megye,Balatonfenyves
Siófok Akácfa utca,Siófok
Aszód Kossuth Lajos utca 51-53,Aszód
13. kerület Vígszínház utca,13. kerület
2. kerület Szpáhi utca,2. kerület
Miskolc Bodótető,Miskolc
Zamárdi Üdülőtelep,Zamárdi
Balatonlelle Üdülőtelep,Balatonlelle
Budaörs Városközpont,Budaörs
Szeged Tápé,Szeged
8. kerület Tavaszmező utca,8. kerület
22. kerület Nagytétényi út,22. kerület
Székesfehérvár Fáy András lakótelep,Székesfehérvár
Miskolc Dayka Gábor utca,Miskolc
Tényő Győr-Moson-Sopron megye,Tényő
Szentendre Szamárhegy,Szentendre
Sopron Rozsondai Károly utca 16.,Sopron
6. kerület Szondi utca 38.,6. kerület
Szeged Jankovich utca,Szeged
21. kerület Árpád utca 12c,21. kerület
Százhalombatta Déli lakótelep,Százhalombatta
19. kerület Felsőkispest,19. kerület
Miskolc Hejőcsaba,Miskolc
Székesfehérvár Móricz Zsigmond utca 63.,Székesfehérvár
2. kerület Vöröstorony utca,2. kerület
12. kerület Agancs út,12. kerület
14. kerület Zalán utca 23.,14. kerület
Tordas Fejér megye,Tordas
Székesfehérvár Olaj utca 25.,Székesfehérvár
2. kerület Gábor Áron utca,2. kerület
Zamárdi Somogy megye,Zamárdi
18. kerület Csörgőfa utca 2.,18. kerület
10. kerület Gépmadár utca,10. kerület
18. kerület Széchenyi István utca,18. kerület
Gárdony Kossuth utca,Gárdony
12. kerület Kútvölgyi út,12. kerület
Veszprém Nap utca,Veszprém
11. kerület Tó utca,11. kerület
Kecskemét Őz utca,Kecskemét
22. kerület Csút utca,22. kerület
Tata Erzsébet királyné tér,Tata
4. kerület Attila utca,4. kerület
8. kerület Mária utca,8. kerület
14. kerület Erzsébet királyné útja 72.,14. kerület
Sopron Aranyhegyi lakópark,Sopron
16. kerület Sashalom – Jókai-lakótelep,16. kerület
18. kerület Kézműves utca,18. kerület
14. kerület Hősök tere,14. kerület
Szeged Zsótér utca,Szeged
Nyíregyháza Kossuth Lajos utca,Nyíregyháza
8. kerület Bacsó Béla utca 31.,8. kerület
Miskolc Borsod-Abaúj-Zemplén megye,Miskolc
Nyíregyháza Móricz Zsigmond utca,Nyíregyháza
14. kerület Huszt utca,14. kerület
Gárdony Agárd,Gárdony
Tatabánya Bánhidai lakótelep 324.,Tatabánya
Miskolc Mednyánszky László utca,Miskolc
Miskolc Templom utca,Miskolc
5. kerület Belgrád rakpart 27.,5. kerület
Veresegyház Pest megye,Veresegyház
Tata Felsőtata,Tata
Székesfehérvár Horvát István lakótelep,Székesfehérvár
Eger Cifra hóstya,Eger
10. kerület Lavotta utca,10. kerület
Miskolc Kis-Hunyad utca,Miskolc
2. kerület Rákóczi utca,2. kerület
Csopak Veszprém megye,Csopak
5. kerület Bécsi utca,5. kerület
Debrecen Szombathi István utca,Debrecen
11. kerület Tűzkő utca,11. kerület
Sopron Színház utca,Sopron
Pécs Szigeti út 69/A,Pécs
Miskolc Kilián dél,Miskolc
3. kerület Szilke utca,3. kerület
1. kerület Dózsa György tér,1. kerület
Pécs Ledina,Pécs
Debrecen Piac utca 28.,Debrecen
20. kerület Révay utca,20. kerület
Hajdúszoboszló József Attila utca,Hajdúszoboszló
