Address,Settlement
Dunaújváros Vasmű út 17.,Dunaújváros
Mezőhegyes Cukorgyári lakótelep,Mezőhegyes
Nyíregyháza Kossuth Lajos utca 12.,Nyíregyháza
13. kerület Katona József utca 21.,13. kerület
Szombathely Mátyás király út,Szombathely
Orosháza Kórház utca,Orosháza
Pilisborosjenő Pest megye,Pilisborosjenő
Százhalombatta Móricz Zsigmond köz,Százhalombatta
2. kerület Pasaréti tér,2. kerület
Sárvár Lánkapuszta,Sárvár
Lábatlan Cementgyári lakótelep,Lábatlan
14. kerület Bánki Donát park,14. kerület
Dunaharaszti Temető utca,Dunaharaszti
Nyíregyháza Kossuth Lajos utca 49.,Nyíregyháza
Gyál Váczi Mihály köz 3.,Gyál
Szeged Baktó,Szeged
Nyíregyháza Palánta utca,Nyíregyháza
Ózd Bolyki főút 31.,Ózd
Mór Vértes utca,Mór
Baja Bartsch Samu utca 8.,Baja
Városföld Felszabadulás útja,Városföld
Debrecen Lorántffy utca,Debrecen
11. kerület Bocskai út 43-45,11. kerület
8. kerület Krúdy utca 12.,8. kerület
Bekecs Honvéd utca,Bekecs
2. kerület Mikszáth Kálmán utca,2. kerület
Győr Víztükör utca 22.,Győr
2. kerület Ferenchegyi út,2. kerület
Kartal Baross utca,Kartal
8. kerület II. János Pál pápa tér 10.,8. kerület
16. kerület Krenedits Sándor utca,16. kerület
Szabadegyháza Than Károly lakótelep,Szabadegyháza
13. kerület Madarász Viktor utca 41.,13. kerület
13. kerület Lomb utca,13. kerület
Kisvárda Tompos úti lakótelep 15/c,Kisvárda
Vácszentlászló Hársfa utca,Vác
Jászberény Vásár tér 4.,Jászberény
Csákberény Mansbarth utca 23.,Csákberény
Réde Táncsics Mihály utca,Réde
Derecske Köztársaság út,Derecske
10. kerület Szárnyas utca 4.,10. kerület
14. kerület Ilka utca 18.,14. kerület
23. kerület Sodronyos utca,23. kerület
Sopron Egeredidomb,Sopron
8. kerület Bezerédi utca 9.,8. kerület
Szeged Liliom utca 14.,Szeged
Balatonfüred Széchenyi utca 31.,Balatonfüred
Püspökladány Petőfi utca,Püspökladány
7. kerület Dohány utca 94.,7. kerület
Kecskemét Kossuth tér 3.,Kecskemét
Tiszalök Petőfi utca 33.,Tiszalök
Várpalota Bakony utca,Várpalota
Gyöngyös Verseny utca,Gyöngyös
5. kerület Magyar utca 4.,5. kerület
Eger Gólya utca 2.,Eger
Székesfehérvár Vértanú utca,Székesfehérvár
Szombathely Kőszegi utca 10. II./4.,Szombathely
16. kerület Rozsos utca,16. kerület
Püspökladány Maros utca,Püspökladány
Dorog Schmidt Sándor lakótelep,Dorog
3. kerület Hímző utca 12.,3. kerület
Hódmezővásárhely Andrássy út 1.,Hódmezővásárhely
Miskolc Áfonyás utca,Miskolc
Nyíregyháza Könyök utca,Nyíregyháza
1. kerület Clark Ádám tér,1. kerület
Gyöngyös Bajcsy-Zsilinszky körút,Gyöngyös
15. kerület Kiss Ernő utca,15. kerület
Eger Katona István tér,Eger
3. kerület Laktanya utca 33.,3. kerület
Balatonboglár Erzsébet utca 135.,Balatonboglár
13. kerület Reitter Ferenc utca 32.,13. kerület
Tiszaújváros Árpád út 14.,Tiszaújváros
Miskolc Erdélyi utca,Miskolc
Nyíregyháza Semmelweis utca 13.,Nyíregyháza
13. kerület Váci út 10.,13. kerület
Kisrákos Fő út 56.,Kisrákos
6. kerület Bajnok utca 29.,6. kerület
Baja Attila utca,Baja
Kerepes Széphegyi köz,Kerepes
Balatonalmádi Rákóczi Ferenc utca 37.,Balatonalmádi
Zalaegerszeg Síp utca,Zalaegerszeg
Baja Szent Antal utca 3.,Baja
Hajdúszoboszló Sport utca 16/b,Hajdúszoboszló
Dunaújváros Erkel kert 14.,Dunaújváros
Kiskunfélegyháza Dr. Holló Lajos utca,Kiskunfélegyháza
2. kerület Kapy utca 45.,2. kerület
5. kerület Fővám tér 2-3,5. kerület
Bonyhád Dr. Kolta László utca,Bonyhád
Miskolc Kondor Béla utca,Miskolc
5. kerület Szent István körút 29.,5. kerület
Dombóvár Bajcsy-Zsilinszky utca 24/a.,Dombóvár
Mosonmagyaróvár Magyar utca 29.,Mosonmagyaróvár
Hódmezővásárhely Rudnay Gyula utca,Hódmezővásárhely
Miskolc Templom utca 47.,Miskolc
Ajka József Attila utca 33.,Ajka
Szeged Budapesti körút 10/C,Szeged
Nyíregyháza Palánta utca 48.,Nyíregyháza
Nagykőrös Kecskeméti út 75.,Nagykőrös
Pusztaföldvár Táncsics utca,Pusztaföldvár
Eger Pozsonyi utca,Eger
Dunakeszi Huszka Jenő utca 6.,Dunakeszi
Pécs Regina utca,Pécs
2. kerület Pálvölgy – Látóhegy,2. kerület
Szolnok Mészáros Lőrinc utca,Szolnok
8. kerület Hungária körút 22-24,8. kerület
Kaposvár Dózsa György utca 2.,Kaposvár
Kecskemét Forradalom utca,Kecskemét
4. kerület Csokonai utca 28.,4. kerület
Siófok Erkel Ferenc utca 3/D,Siófok
Ajka Fő út,Ajka
3. kerület Raktár utca 39-41,3. kerület
Keszthely Stromfeld Aurél utca 5/A,Keszthely
20. kerület Hitel Márton utca,20. kerület
Mogyoród Rézsű utca,Mogyoród
Dorog Zsigmondy Vilmos lakótelep,Dorog
Salgótarján Rákóczi út,Salgótarján
Dabas Erkel Ferenc utca 4/a,Dabas
6. kerület Vörösmarty utca 59.,6. kerület
3. kerület Kis Korona utca 8.,3. kerület
21. kerület Csepel-Erdőalja,21. kerület
Nyíregyháza Kulcsár utca,Nyíregyháza
Szombathely Gagarin út,Szombathely
8. kerület Bródy Sándor utca 36.,8. kerület
20. kerület Rákóczi utca,20. kerület
21. kerület Katona József utca 25.,21. kerület
Bátonyterenye József Attila lakótelep,Bátonyterenye
2. kerület Fényes Elek utca,2. kerület
Kompolt Gárdonyi utca,Kompolt
Salgótarján Kistarján út,Salgótarján
Várpalota Szent István út,Várpalota
Sopron Magyar utca,Sopron
Tapolca Ady Endre utca 24.,Tapolca
Pécs Türr István utca,Pécs
Szeged Teréz utca,Szeged
11. kerület Kelenhegyi út 31/ b,11. kerület
Dombóvár Pannónia utca,Dombóvár
Pusztaszabolcs Béke utca,Pusztaszabolcs
Hajdúböszörmény Mester utca,Hajdúböszörmény
19. kerület Bethlen Gábor utca,19. kerület
1. kerület Logodi utca 3.,1. kerület
Zalaegerszeg Landorhegyi út 13.,Zalaegerszeg
Üllő Faiskola utca,Üllő
Balassagyarmat Nógrád megye,Balassagyarmat
Sajószentpéter Tárna utca 5/A,Sajószentpéter
Szigetszentmiklós Komp köz,Szigetszentmiklós
Gyömrő Máriatelep,Gyömrő
Győr Radnóti Miklós utca,Győr
Cserkeszőlő Kuna József utca 22.,Cserkeszőlő
2. kerület Fő utca 92.,2. kerület
Balatonföldvár Motel sétány 1.,Balatonföldvár
Pécs Fürdő utca 1.,Pécs
Siófok Fő utca 202.,Siófok
Dunakeszi Barátság útja 6a,Dunakeszi
Balatonboglár Szitakötő utca,Balatonboglár
Pécs Nyíl köz,Pécs
3. kerület Lajos utca 91.,3. kerület
Miskolc Hunyadi János utca 4.,Miskolc
9. kerület Likőr utca,9. kerület
3. kerület Gyűrű utca 7.,3. kerület
Szolnok Bocskai utca,Szolnok
Pécs József utca,Pécs
Fót Németh Kálmán út 24.,Fót
Pécs Bálicsi út 10/2,Pécs
Százhalombatta Liszt Ferenc sétány,Százhalombatta
1. kerület Döbrentei utca 16.,1. kerület
Szekszárd Remete utca 60/B,Szekszárd
Pécs Hajnóczy út 21/a,Pécs
Szeged Hargitai utca 57.,Szeged
Tatabánya Erdész utca 20.,Tatabánya
Dunaharaszti Vörösmarty Mihály utca,Dunaharaszti
Hajdúnánás Bocskai utca,Hajdúnánás
Budaörs Mező utca,Budaörs
15. kerület Őrjárat utca,15. kerület
10. kerület Kozma utca,10. kerület
Szentes Szabadság tér,Szentes
Miskolc Szentpéteri kapu 2.,Miskolc
Győr Lehel utca,Győr
Petőfibánya Liszt Ferenc utca 2.,Petőfibánya
Ócsa Alsópakony,Ócsa
Eger Vörösmarty Mihály utca,Eger
19. kerület Széchenyi utca,19. kerület
Eger Bajcsy-Zsilinszky utca,Eger
Hévíz Római lakópark 5.,Hévíz
Pécs Kóczián Sándor utca,Pécs
Balatonfüred Vázsonyi út 7.,Balatonfüred
Debrecen Vasvári Pál utca,Debrecen
Komárom Mártírok útja,Komárom
Mezőcsát Gyóni Géza utca,Mezőcsát
21. kerület Kiss János altábornagy utca 63.,21. kerület
Dunakeszi Alsótabán,Dunakeszi
7. kerület Verseny utca 18.,7. kerület
15. kerület Mézeskalács tér 8.,15. kerület
12. kerület Abos utca 13.,12. kerület
11. kerület Spanyolrét,11. kerület
14. kerület Róna park,14. kerület
Kőszeg Velemi út,Kőszeg
6. kerület Podmaniczky utca 10.,6. kerület
Pécs Petőfi Sándor utca 51.,Pécs
10. kerület Gergely utca 65.,10. kerület
17. kerület Hegyalatti utca 8.,17. kerület
Zsámbék Malom dűlő 3059,Zsámbék
14. kerület Kerékgyártó utca 6.,14. kerület
Villány Baranya megye,Villány
Püspökladány Damjanich utca 3.,Püspökladány
6. kerület Aradi utca 42.,6. kerület
Szolnok Czakó Elemér utca,Szolnok
Téglás Annakert 33.,Téglás
Nagykanizsa Király utca 31/i,Nagykanizsa
8. kerület Szilágyi utca 5.,8. kerület
Pécs Nagy Imre út 88.,Pécs
Nyírtelek Dessewffy utca,Nyírtelek
16. kerület Linda tér,16. kerület
Hollóháza Borsod-Abaúj-Zemplén megye,Hollóháza
Balkány Dobó István utca 30.,Balkány
Sülysáp Rákóczi utca,Sülysáp
Nyíregyháza Északi körút 18.,Nyíregyháza
Szentendre Mandula utca,Szentendre
Győr Síp utca 10.,Győr
3. kerület Boglár utca 1.,3. kerület
14. kerület Columbus utca 52.,14. kerület
5. kerület Balassi Bálint utca 21.,5. kerület
Törökbálint Kazinczy Ferenc utca,Törökbálint
Debrecen Híd utca,Debrecen
Békéscsaba Bartók Béla út 39.,Békéscsaba
Paks Tulipán utca,Paks
3. kerület Őszike utca,3. kerület
Pécs Gesztenyés utca,Pécs
13. kerület Csanády utca 19.,13. kerület
Kölcse Kölcsey utca,Kölcse
8. kerület József körút 77.,8. kerület
Székesfehérvár Jancsár utca,Székesfehérvár
Debrecen Monostorpályi út,Debrecen
Bük Arany János utca,Bük
5. kerület Váci utca 7.,5. kerület
14. kerület Gyarmat utca 47/B,14. kerület
Mór Kodály Zoltán utca 39.,Mór
14. kerület Benkő utca,14. kerület
Füzesabony Zrínyi Miklós utca 34.,Füzesabony
Fertőd Munkás utca,Fertőd
Debrecen Hangyás utca,Debrecen
3. kerület Kerék utca 4.,3. kerület
Telki Kórház fasor,Telki
20. kerület Baross utca 44.,20. kerület
Kecskemét Tinódi utca,Kecskemét
Ináncs Ady Endre út,Ináncs
2. kerület Páfrány út,2. kerület
Pécs Nagy Imre út 13.,Pécs
Fót Fótliget lakópark,Fót
Győr Liszt Ferenc utca 25.,Győr
Szekszárd Mátyás király utca 16.,Szekszárd
Lábatlan Piszkei lakótelep,Lábatlan
Forráskút Gyapjas dűlő 51.,Forráskút
Oroszlány Táncsics udvar 11.,Oroszlány
Zalaegerszeg Szegfű utca,Zalaegerszeg
Tatabánya Tatai út,Tatabánya
Csenger Molnár József utca 1.,Csenger
Záhony Szabolcs-Szatmár-Bereg megye,Záhony
11. kerület Himfy utca,11. kerület
20. kerület Mátyás utca,20. kerület
Pápa Táncsics Mihály utca,Pápa
Várpalota Felsőinkám utca 3.,Várpalota
Bábolna Komárom-Esztergom megye,Bábolna
Dunaújváros Korányi Sándor utca,Dunaújváros
14. kerület Gvadányi utca 127.,14. kerület
Nagykanizsa Fő út 18.,Nagykanizsa
Ercsi Bercsényi Miklós utca,Ercsi
Miskolc Klapka György utca,Miskolc
Gödöllő Palotakert,Göd
Szeged Zákány utca 43.,Szeged
Szolnok Botár Imre utca,Szolnok
Baja Józsefváros,Baja
Délegyháza Nyírfa utca,Délegyháza
Kőröshegy Somogy megye,Kőröshegy
13. kerület Úszódaru utca 12.,13. kerület
3. kerület Cserszömörce utca,3. kerület
22. kerület Liszt Ferenc út,22. kerület
19. kerület Rákos utca,19. kerület
Veszprém Szent István utca,Veszprém
Pécs Abaligeti út,Pécs
Bocskaikert Pacsirta út,Bocska
Tapolca Viszló utca,Tapolca
22. kerület Karéj utca,22. kerület
Győr Vámbéry Ármin utca,Győr
Derecske Budai Nagy Antal utca,Derecske
Adorjás Petőfi Sándor utca,Adorjás
Szeged Tisza Lajos körút 39.,Szeged
13. kerület Váci út 60-62,13. kerület
Eger Szőlő utca,Eger
Miskolc Lorántffy Zsuzsanna utca,Miskolc
Hévíz Egregyi utca 46.,Hévíz
Szolnok Szolnok ispán körút 11.,Szolnok
Szeged Szekeres utca,Szeged
3. kerület Szőlő utca 6.,3. kerület
Orosháza Szőlő,Orosháza
Érd Emma utca,Érd
Bátonyterenye Csokonai út 12.,Bátonyterenye
Budaörs Edison utca,Budaörs
Tiszavasvári Aradi vértanúk utca 40/b,Tiszavasvári
9. kerület Üllői út 121.,9. kerület
Kőszeg Velemi út 36.,Kőszeg
5. kerület Városház utca 4.,5. kerület
13. kerület Forgách utca 32.,13. kerület
Szolnok Karczag László utca 11.,Szolnok
Lipót Győr-Moson-Sopron megye,Lipót
14. kerület Zsivora park,14. kerület
Szeged Dózsa utca 4.,Szeged
Balatonkenese Csónakos utca 1.,Balatonkenese
3. kerület Hadrianus utca 1.,3. kerület
15. kerület Kert köz,15. kerület
Debrecen Mester utca 31.,Debrecen
Pécs Esztergár Lajos utca 5/a,Pécs
Romhány Ady Endre út 15.,Romhány
Apátfalva Pacsirta utca,Apátfalva
Kapuvár Veszkényi utca,Kapuvár
Monor Hegyessytanya,Monor
Pécs Kőrösi Csoma Sándor utca,Pécs
Harkány Szent István utca 20.,Harkány
21. kerület Nyuszi sétány 6.,21. kerület
Dorog Pataksor utca 31.,Dorog
Solymár Nagykovácsi utca,Solymár
Debrecen Kossuth utca 36.,Debrecen
Orosháza Kölcsey Ferenc utca 18.,Orosháza
Apátfalva Csongrád megye,Apátfalva
Sopron Szélső utca 7.,Sopron
Nagykanizsa Csengery út 88.,Nagykanizsa
Miskolc Bihari János utca,Miskolc
Oroszlány Petőfi Sándor utca,Oroszlány
Ráckeve Templom kert 2/c,Ráckeve
Győr Ormos utca 46.,Győr
8. kerület Illés utca 32.,8. kerület
Debrecen Hortobágy utca 19.,Debrecen
Kisvárda Szent László utca,Kisvárda
12. kerület Mátyás király út,12. kerület
Tatabánya Ótelep utca,Tatabánya
8. kerület Rákóczi út 17.,8. kerület
Mezőhegyes Zala György lakótelep 7.,Mezőhegyes
Egercsehi Heves megye,Eger
Mátészalka Gábor Áron utca 78.,Mátészalka
Beremend Hegyalja utca 19.,Beremend
Kecskemét Bem utca,Kecskemét
Mosonmagyaróvár Széchenyi István utca 12.,Mosonmagyaróvár
Kisvárda Csillag utca,Kisvárda
Kunszentmárton Széchenyi lakótelep T,Kunszentmárton
18. kerület Csontváry Kosztka Tivadar utca 58.,18. kerület
Debrecen Víztorony utca,Debrecen
Zalaegerszeg Göcseji Pataki Ferenc utca 12.,Zalaegerszeg
8. kerület Bérkocsis utca 16.,8. kerület
3. kerület Vörösvári út 7.,3. kerület
Sopron Kazinczy Ferenc tér,Sopron
Szentes Lázár Vilmos utca,Szentes
Berekfürdő Móricz Zsigmond utca,Berekfürdő
Szeged Szent László utca,Szeged
Szigetszentmiklós Deák Ferenc utca,Szigetszentmiklós
Komárom Honfoglalás utca,Komárom
18. kerület Vasút utca 56/b,18. kerület
Debrecen Tócóvölgyi lakótelep,Debrecen
16. kerület Ida utca,16. kerület
8. kerület Harminckettesek tere 2.,8. kerület
21. kerület Petz Ferenc utca 24.,21. kerület
5. kerület Havas utca 3.,5. kerület
Békés Ady Endre utca 6.,Békés
8. kerület Mosonyi utca,8. kerület
Békés Karacs Teréz utca 8.,Békés
Szeged Nemes takács utca 31.,Szeged
Szolnok Bercsényi utca,Szolnok
Szeged Előd utca,Szeged
Gödöllő Szőlő utca,Göd
Siófok Sóstó,Siófok
Szentes Kossuth Lajos utca,Szentes
Véménd Tavasz utca,Véménd
Lenti Vörösmarty utca,Lenti
Dány Szabadság út,Dány
Barcs Béke utca 2.,Barcs
Pécs Jókai utca 47.,Pécs
Pécs Diós dűlő 5.,Pécs
3. kerület Ágoston utca 3.,3. kerület
Kecskemét Műkertváros,Kecskemét
Sirok Heves megye,Sirok
Mátészalka Erkel Ferenc utca,Mátészalka
Miskolc Katowice utca,Miskolc
19. kerület Vas Gereben utca 93.,19. kerület
Göd Teleki Pál utca,Göd
Szeged Építő utca,Szeged
Veszprém Halle utca 7.,Veszprém
Pécs Magyarürögi út 136.,Pécs
Rétság Nógrád megye,Rétság
Jágónak Kossuth utca,Jágónak
Kartal Pest megye,Kartal
13. kerület Katona József utca 26.,13. kerület
Kazincbarcika Mátyás király út 12.,Kazincbarcika
Ráckeve Templom kert 2.,Ráckeve
2. kerület Tarasz Sevcsenko tér,2. kerület
6. kerület Zichy Jenő utca 42.,6. kerület
Kisvárda Belváros,Kisvárda
12. kerület Városmajor utca 48/B,12. kerület
14. kerület Bánki Donát utca 24.,14. kerület
8. kerület Alföldi utca 16.,8. kerület
Nyíregyháza Szarvas utca 58.,Nyíregyháza
9. kerület Nádasdy utca 2.,9. kerület
11. kerület Fehérvári út 229.,11. kerület
Debrecen Jászai Mari utca 6.,Debrecen
Bácsalmás Kishíd utca 18.,Bácsalmás
Dorog Hősök tere,Dorog
11. kerület Villányi út 111.,11. kerület
Tatabánya Paletta lakópark,Tatabánya
20. kerület Vízisport utca 21/b,20. kerület
Salgótarján Losonci utca,Salgótarján
Kecskemét Bálvány utca,Kecskemét
16. kerület Nyitra utca,16. kerület
6. kerület Izabella utca 72.,6. kerület
Ózd Bolyki főút 21.,Ózd
Tárnok Sóskúti út,Tárnok
Tapolca Keszthelyi út 45.,Tapolca
Eger Koszorú utca,Eger
Várpalota Mátyás király utca 27.,Várpalota
Sárvár Kodály Zoltán utca 6.,Sárvár
Simontornya Vak Bottyán telep,Simontornya
Karcag Táncsics Mihály körút,Karcag
Kazincbarcika Egressy Béni út 47.,Kazincbarcika
Zirc Kossuth Lajos utca,Zirc
Tata Bláthy Ottó utca,Tata
Kecskemét Nyár utca,Kecskemét
Kecskemét Apponyi Albert tér,Kecskemét
19. kerület Klapka utca,19. kerület
Fonyód Edison Villa,Fonyód
Recsk Széchenyi István utca,Recsk
Miskolc Középszer utca 68.,Miskolc
Törökszentmiklós Bocskai út 3-5,Törökszentmiklós
Nyíregyháza Törzs utca 72.,Nyíregyháza
Szeged Pálfy utca,Szeged
10. kerület Maglódi út,10. kerület
Pécs Páfrány utca 29.,Pécs
19. kerület Szendrő köz,19. kerület
Pécs Gyöngyös utca 14.,Pécs
11. kerület Kökörcsin utca 30.,11. kerület
Miskolc Bükkszentlászló,Miskolc
Pécs Várady Antal utca,Pécs
Kiskunfélegyháza Zrínyi utca,Kiskunfélegyháza
6. kerület Aradi utca 31.,6. kerület
Eger Felnémet,Eger
Eger Deméndi út,Eger
Karcag Kisújszállási út,Karcag
Székesfehérvár Sziget utca 3.,Székesfehérvár
Szentlőrinc Kodolányi János utca 15/B,Szentlőrinc
Győr Újváros,Győr
Kazincbarcika Alsóvárosi körút 39.,Kazincbarcika
Miskolc Budai Nagy Antal utca,Miskolc
Ónod Új élet utca 12.,Ónod
10. kerület Harmat utca 17.,10. kerület
Baja Kölcsey Ferenc utca 88.,Baja
22. kerület Játék utca,22. kerület
Harkány Kossuth Lajos utca 60.,Harkány
15. kerület Vácegres utca,15. kerület
20. kerület Kossuth Lajos utca 44.,20. kerület
Miskolc Selyemrét utca 16.,Miskolc
Székesfehérvár Basa utca,Székesfehérvár
6. kerület Ó utca 5.,6. kerület
Pécs Alkotmány utca 40.,Pécs
13. kerület Victor Hugo utca 2-4,13. kerület
Tatabánya Gál István lakótelep 411.,Tatabánya
Tiszaújváros Szent István út,Tiszaújváros
Pécs Haas Mihály tér 12.,Pécs
Rákóczifalva Jász-Nagykun-Szolnok megye,Rákóczifalva
Miskolc Testvérvárosok útja 32.,Miskolc
Maglód Gábor Áron utca 40.,Maglód
Nyíregyháza Sas utca,Nyíregyháza
Kecskemét Stádium utca 41.,Kecskemét
Szombathely Hunyadi János út,Szombathely
Mátészalka Városközpont,Mátészalka
11. kerület Gombocz Zoltán utca,11. kerület
Eger II. Rákóczi Ferenc utca 61.,Eger
17. kerület Siklórepülő köz,17. kerület
9. kerület Mester utca 5.,9. kerület
Dunaújváros Építők útja,Dunaújváros
8. kerület Teleki László tér 5.,8. kerület
Magyargéc Rákóczi út 50.,Magyargéc
Zalaegerszeg Erkel Ferenc utca,Zalaegerszeg
Szigethalom Fiumei utca,Szigethalom
Komló Jó szerencsét utca 2.,Komló
3. kerület Bécsi út 95.,3. kerület
Kecskemét Vacsihegy,Kecskemét
8. kerület Golgota tér,8. kerület
Lőrinci Szabadság tér,Lőrinci
7. kerület Csengery utca 6.,7. kerület
10. kerület Kéknyelű utca,10. kerület
3. kerület Zápor utca 10/b,3. kerület
Balatonalmádi Baross Gábor út 54.,Balatonalmádi
Hodász Rákóczi Ferenc utca 37.,Hodász
Veszprém Diósy Márton utca 2/D,Veszprém
8. kerület Orczy tér 4.,8. kerület
Szeged Gát utca,Szeged
Meződ Ságvári utca,Meződ
Eger Bükk sétány,Eger
Szeged Római körút 26/C,Szeged
Siklós Köztársaság tér,Siklós
10. kerület Kéknyelű utca 9.,10. kerület
Veszprém Gébics köz,Veszprém
Veszprém József Attila utca,Veszprém
Pécs Barbakán tér,Pécs
Kőszeg Bercsényi Miklós utca,Kőszeg
Pápa Ady Endre sétány,Pápa
11. kerület Könyves György utca,11. kerület
Pásztó Nagymező utca 21.,Pásztó
Miskolc Klapka György utca 28.,Miskolc
Kótaj Petőfi utca,Kótaj
Eger Berze Nagy János utca 6.,Eger
Polgár Gorkij fasor,Polgár
Bakonyszombathely Bem utca,Bak
Bátonyterenye Táncsics út 43.,Bátonyterenye
Sátoraljaújhely Kossuth Lajos tér,Sátoraljaújhely
7. kerület Cserhát utca 17.,7. kerület
Kiskunfélegyháza Majsai út,Kiskunfélegyháza
Szeged Szilléri sor 5/A,Szeged
Szekszárd Toldi utca,Szekszárd
Gárdony Gallér utca,Gárdony
Sopron Újteleki utca 6 fsz 1,Sopron
1. kerület Hegyalja út 3.,1. kerület
3. kerület Szentendrei út 22.,3. kerület
3. kerület Bécsi út 102/c,3. kerület
Győr Zrínyi utca 18.,Győr
Mány Vajda János utca 10.,Mány
Mezőtúr Petőfi Sándor utca 34.,Mezőtúr
Hajdúböszörmény Vidizug,Hajdúböszörmény
Gyöngyös Városkert utca,Gyöngyös
Bicske Akácfa utca,Bicske
Bonyhád Perczel Mór utca 6.,Bonyhád
Szentendre Boldogtanya,Szentendre
Jászberény Bajnok utca,Jászberény
Veszprém Haszkovó utca 16.,Veszprém
Demecser Szent László út,Demecser
4. kerület Erkel Gyula utca 41.,4. kerület
Békéscsaba Bethlen utca,Békéscsaba
5. kerület József Attila utca 18.,5. kerület
Eger Barkóczy utca 11/B,Eger
3. kerület Barátpatak utca,3. kerület
Nyíregyháza Sarló utca,Nyíregyháza
Békéscsaba Tiloló utca,Békéscsaba
Szentendre Hamvas Béla utca 40.,Szentendre
Pécs Papkert,Pécs
1. kerület Pálya utca,1. kerület
Veszprém Haszkovó utca 25/C,Veszprém
8. kerület Lippa utca,8. kerület
Szeged Kukovetz Nana utca,Szeged
Diósd Bajuszfű utca,Diósd
Győr Örkény István utca 9.,Győr
Székesfehérvár Vásárhelyi utca 9.,Székesfehérvár
Várpalota Rákóczi Ferenc utca,Várpalota
Nyíregyháza Kossuth Lajos utca 56. 3/11.,Nyíregyháza
Gyömrő Bajcsy-Zsilinszky út 2/B A/4,Gyömrő
11. kerület Törökverő út,11. kerület
Sárvár Alkotmány utca 45.,Sárvár
Ároktő Ady Endre utca 9.,Ároktő
8. kerület Kőfaragó utca 10.,8. kerület
Kecskemét Kőhíd utca,Kecskemét
6. kerület Nyugati tér,6. kerület
Füzesabony Belváros,Füzesabony
Zalaegerszeg Nemzetőr utca,Zalaegerszeg
Szentlőrinc Pécsi utca 1.,Szentlőrinc
11. kerület Balogh Tihamér utca,11. kerület
Balassagyarmat Felsőmalom utca,Balassagyarmat
11. kerület Povl Bang-Jensen utca,11. kerület
Bonyhád Dózsa György utca 64.,Bonyhád
1. kerület Fő utca 11-13,1. kerület
Bazsi Béke utca 4.,Bazsi
Nyírábrány Hunyadi utca 2.,Nyírábrány
Balassagyarmat Szent Imre utca,Balassagyarmat
Zalaegerszeg Kazinczy tér 9.,Zalaegerszeg
Hajdúszoboszló Isonzó utca,Hajdúszoboszló
20. kerület Kossuth Lajos utca 89. I/10.,20. kerület
Nagykanizsa Ady Endre utca,Nagykanizsa
8. kerület Múzeum körút,8. kerület
Nagykőrös Dózsa György utca,Nagykőrös
Tiszaújváros József Attila út 14.,Tiszaújváros
6. kerület Lendvay utca 26.,6. kerület
Debrecen Erzsébet utca 6.,Debrecen
Veresegyház Wesselényi Miklós utca 41.,Veresegyház
Mosonmagyaróvár Alkotmány utca 3/B,Mosonmagyaróvár
13. kerület Göncöl utca,13. kerület
Makó Széchenyi tér 14-16,Makó
Jászberény Belváros,Jászberény
11. kerület Villányi út 53.,11. kerület
Miskolc Kuruc utca 61 sz.,Miskolc
14. kerület Izsó utca,14. kerület
Dunakeszi Meggyes,Dunakeszi
Barcs Bajcsy-Zsilinszky utca,Barcs
Rudabánya Petőfi Sándor utca,Rudabánya
3. kerület Kiscelli köz 12.,3. kerület
Szeged Gyálarét,Szeged
17. kerület Földműves utca 14.,17. kerület
8. kerület Strázsa köz 7.,8. kerület
1. kerület Jácint lépcső,1. kerület
Szeged József Attila sugárút 16.,Szeged
Nyíregyháza Pacsirta utca,Nyíregyháza
Kiskunhalas Vasút utca,Kiskunhalas
Tiszafüred Borsóskert utca,Tiszafüred
13. kerület Váci út 90.,13. kerület
Baja Dózsa György út,Baja
Tiszalök Szabolcs-Szatmár-Bereg megye,Tiszalök
9. kerület Erkel Residences,9. kerület
Eger Íj utca 8.,Eger
15. kerület Bácska utca,15. kerület
Békéscsaba Millennium utca,Békéscsaba
Bordány Csongrád megye,Bordány
7. kerület Rózsa utca 5.,7. kerület
Szombathely Szent Qurinus sétány,Szombathely
Székesfehérvár Malomhegyi utca,Székesfehérvár
Galgahévíz Dobó István utca 58.,Galgahévíz
14. kerület Mogyoródi út 69.,14. kerület
12. kerület Sárospatak út,12. kerület
Szeged Katona József utca 24.,Szeged
18. kerület Kőrisfa utca 4.,18. kerület
Miskolc Győri kapu 256.,Miskolc
17. kerület Újlak utca 100.,17. kerület
Tiszaújváros Erzsébet tér 28.,Tiszaújváros
Budakeszi Barackos,Budakeszi
Baja Szabadság út 71.,Baja
Kiskunfélegyháza Berzsenyi utca,Kiskunfélegyháza
14. kerület Egressy út 113 J-K,14. kerület
Zamárdi Rózsa utca,Zamárdi
Balatonfűzfő Irinyi János utca,Balatonfűzfő
Szombathely Semmelweis Ignác utca 4-6,Szombathely
Szolnok Mindszenty József utca,Szolnok
Miskolc Vologda utca,Miskolc
18. kerület Bököny utca,18. kerület
Hatvan Újhatvan,Hatvan
9. kerület Ferenc körút 12.,9. kerület
Balatonfüred Mikszáth Kálmán utca,Balatonfüred
Szolnok Malom utca 4.,Szolnok
11. kerület Kocsis utca,11. kerület
Pécs Páfrány utca 43.,Pécs
Balatonfüred Aranyhíd sétány 6.,Balatonfüred
Harkakötöny Ady Endre utca,Harkakötöny
Komárom Laktanya köz,Komárom
11. kerület Ozorai utca,11. kerület
