Address,Settlement
Salgótarján Játszó utca 6.,Salgótarján
Ózd Bibó István utca 8.,Ózd
Budaörs Fodros utca,Budaörs
Érd Csaba utca,Érd
5. kerület Szent István körút 13.,5. kerület
Szolnok Bimbó utca,Szolnok
21. kerület II. Rákóczi Ferenc út 1.,21. kerület
Baja Kolozsvár utca,Baja
8. kerület Reguly Antal utca,8. kerület
2. kerület Erőd utca 20.,2. kerület
Veszprém Munkácsy Mihály utca,Veszprém
Csongrád Hársfa utca,Csongrád
Pécs Zöldfa utca,Pécs
Mezőberény Fő út 2.,Mezőberény
Szeged Tó utca,Szeged
Lengyeltóti Somogy megye,Lengyeltóti
Csokonyavisonta Ifjúság út,Csokonyavisonta
Zalaegerszeg Kinizsi Pál utca,Zalaegerszeg
Dunaharaszti Baktay Ervin utca,Dunaharaszti
Miskolc Mátyás király utca 32.,Miskolc
9. kerület Üllői út 197.,9. kerület
Tata Bacsó Béla utca 66.,Tata
Sátoraljaújhely Borsod-Abaúj-Zemplén megye,Sátoraljaújhely
Szolnok Ady Endre út 20.,Szolnok
9. kerület Ferenc tér 12.,9. kerület
12. kerület Hangya utca,12. kerület
Sajószöged OVIT lakótelep,Sajószöged
Szentes Köztársaság utca 11-13.,Szentes
2. kerület Utas utca,2. kerület
Dunavarsány Barátság utca,Dunavarsány
Debrecen Derék utca 36.,Debrecen
Szeged Csörlő utca 2/b,Szeged
Kalocsa Határ út 4.,Kalocsa
Szentendre Szivárvány utca 14.,Szentendre
Dabas Kossuth Lajos út,Dabas
4. kerület Nádor utca 35.,4. kerület
21. kerület Duna utca,21. kerület
Bük Bükfürdő,Bük
Kőszeg Lakótelep,Kőszeg
9. kerület Mester utca 32.,9. kerület
2. kerület Daru utca,2. kerület
16. kerület Wesselényi utca,16. kerület
6. kerület Váci út,6. kerület
Dunakeszi Iskola sétány,Dunakeszi
Makó Úri utca,Makó
Budaörs Odvashegy,Budaörs
Érd Intéző utca,Érd
2. kerület Petneházyrét,2. kerület
10. kerület Bihari utca 16.,10. kerület
Nyíregyháza Kalevala sétány,Nyíregyháza
Szeged Ősz utca 23.,Szeged
Gárdony Fejér megye,Gárdony
Pécs Garay utca 32/C,Pécs
14. kerület Szederkény utca,14. kerület
Szeged Kossuth Lajos sugárút 19.,Szeged
Vasvár Dr. Tretter László utca 1/A,Vasvár
Veszprém Stromfeld Aurél utca 4.,Veszprém
14. kerület Ond vezér útja 43.,14. kerület
Nagykőrös Gát utca,Nagykőrös
21. kerület Kossuth Lajos utca 94.,21. kerület
Keszthely Fodor utca,Keszthely
Kistarcsa Ifjúság tér,Kistarcsa
8. kerület Baross utca 98.,8. kerület
Püspökladány Kossuth utca,Püspökladány
2. kerület Cirok utca,2. kerület
2. kerület Frankel Leó út 112.,2. kerület
Pomáz Orgona utca,Pomáz
Gyömrő Dózsa György út,Gyömrő
Miskolc Soltész Nagy Kálmán utca 16.,Miskolc
Barcs Fürdő utca 1.,Barcs
11. kerület Karinthy Frigyes út 8.,11. kerület
Balatonfüred Arad utca 9.,Balatonfüred
Nagykörű Dr. Antal Károly út 3.,Nagykörű
Polgárdi Petőfi Sándor utca,Polgárdi
12. kerület Várfok utca,12. kerület
8. kerület Lujza utca 7.,8. kerület
7. kerület Wesselényi utca 52.,7. kerület
Novaj Jókai Mór utca,Novaj
Csanádapáca Szent Imre utca 17.,Csanádapáca
Vác Kötő utca,Vác
Orosháza Vörösmarty utca,Orosháza
Bicske Csákvári út,Bicske
Levelek Szabolcs-Szatmár-Bereg megye,Levelek
Békéscsaba Kazinczy lakótelep 8.,Békéscsaba
20. kerület Gólya utca,20. kerület
Pécs Jókai utca 45.,Pécs
Pécs Aranycsapat utca,Pécs
Dad Tsz-major,Dad
Magyargéc Rákóczi út,Magyargéc
Pécs Hajnóczy út 25/a,Pécs
14. kerület Gizella út 38.,14. kerület
3. kerület Juhász Gyula utca 13.,3. kerület
Kisvárda Mártírok útja,Kisvárda
Fonyód Rózsadomb utca,Fonyód
Győr Csanakfalu,Győr
Pécs Miklós utca,Pécs
Nyíregyháza Selyem utca 35.,Nyíregyháza
20. kerület Kulcsár utca,20. kerület
Kazincbarcika Iskola utca,Kazincbarcika
Békés Szarvasi utca,Békés
10. kerület Nyitra utca,10. kerület
Pápa Deák Ferenc utca,Pápa
11. kerület Rőf utca 6.,11. kerület
Győr Dunakapu tér,Győr
1. kerület Hegyalja út 5.,1. kerület
Pécs Aranycsapat utca 2.,Pécs
Szombathely Barátság utca 9.,Szombathely
Gyöngyös Kossuth Lajos utca,Gyöngyös
Szolnok Jubileumi tér 5.,Szolnok
Győr Bán Aladár utca,Győr
Hajós Hunyadi utca,Hajós
6. kerület Bajcsy-Zsilinszky út 17.,6. kerület
Battonya Kossuth utca 59.,Battonya
20. kerület Bádogos utca,20. kerület
13. kerület Fivér utca 4.,13. kerület
Budaörs Szabadság út 158.,Budaörs
14. kerület Róna utca 147.,14. kerület
Pápa Vak Bottyán utca,Pápa
Székesfehérvár Sziget utca 47.,Székesfehérvár
Veszprém Alkotmány utca,Veszprém
Keszthely Múzeum utca,Keszthely
Homorúd Ifjúság utca 6.,Homorúd
Pécs Munkácsy Mihály utca 29.,Pécs
13. kerület Petneházy utca 75/b,13. kerület
Vecsés Fő út,Vecsés
Sopron Kodály Zoltán tér,Sopron
Bélavár Virág utca 6.,Bélavár
Délegyháza Vörösmarty utca,Délegyháza
Téglás Kossuth Lajos utca 97.,Téglás
Martfű Szolnoki út,Martfű
11. kerület Gazdagréti tér,11. kerület
Kalocsa Széchenyi út 33.,Kalocsa
Pilisjászfalu Rigó utca,Pilisjászfalu
Szombathely Juhász Gyula utca,Szombathely
9. kerület Ráday utca 9.,9. kerület
14. kerület Edison köz,14. kerület
Dunaújváros Vasmű út 27.,Dunaújváros
1. kerület Attila út 6.,1. kerület
Szombathely Vízöntő utca,Szombathely
Lenti Zrínyi Miklós utca 10/a,Lenti
7. kerület Damjanich utca 52.,7. kerület
4. kerület Erkel Gyula utca 33.,4. kerület
Budakalász Ciklámen utca,Budakalász
Veszprém Egry József utcai lakótelep,Veszprém
Zalaegerszeg Zalai Tóth János utca,Zalaegerszeg
Szeged Kossuth Lajos sugárút 43.,Szeged
14. kerület Egressy út 52-54,14. kerület
Siklós Dózsa utca 2/A,Siklós
Miskolc Köztársaság utca,Miskolc
4. kerület Széchenyi tér 7.,4. kerület
8. kerület Villám utca,8. kerület
2. kerület Borbolya utca,2. kerület
Tótszerdahely Kossuth Lajos utca 111.,Tótszerdahely
Tatabánya Óváros,Tatabánya
Halásztelek Gárdonyi Géza utca,Halásztelek
12. kerület Csipke út,12. kerület
Tótkomlós Kossuth Lajos utca,Tótkomlós
Kecskemét Stádium utca 5.,Kecskemét
Miskolc Szentpéteri kapu 70.,Miskolc
4. kerület Kassai utca 48.,4. kerület
Ömböly Rákóczi Ferenc utca 33.,Ömböly
Andornaktálya Heves megye,Andornaktálya
Kecskemét Sosztakovics utca,Kecskemét
Sárisáp Fő utca 234.,Sárisáp
12. kerület Kikelet utca,12. kerület
Békéscsaba Tölgyfa utca,Békéscsaba
Szőlősgyörök Somogy megye,Szőlősgyörök
12. kerület Alsó Svábhegyi út,12. kerület
4. kerület Lőwy Izsák utca,4. kerület
15. kerület Dessewffy Arisztid utca,15. kerület
7. kerület István utca 47.,7. kerület
Szolnok Meder utca,Szolnok
Szombathely Írottkő utca,Szombathely
Szob Köztársaság utca 34.,Szob
16. kerület Gyula utca,16. kerület
22. kerület Gerinc utca,22. kerület
Sopron Mikoviny utca,Sopron
4. kerület Székesdűlő,4. kerület
Baja Duna utca,Baja
Fót Dózsa György utca,Fót
3. kerület Hegyoldal utca,3. kerület
Szentendre Dunakanyar körút,Szentendre
13. kerület Katona József utca 2.,13. kerület
Kazincbarcika Egressy Béni út 20.,Kazincbarcika
15. kerület Széchenyi tér,15. kerület
Balatonlelle Mátyás király utca,Balatonlelle
Dunaújváros Esze Tamás utca,Dunaújváros
4. kerület Dunakeszi utca,4. kerület
Nyíregyháza Síp utca,Nyíregyháza
9. kerület Vámház körút 5.,9. kerület
3. kerület Evező utca,3. kerület
16. kerület Anilin utca,16. kerület
Vajszló Baranya megye,Vajszló
18. kerület Gölle utca,18. kerület
Debrecen Fényes udvar 5.,Debrecen
5. kerület Szemere utca 19.,5. kerület
3. kerület Kenyeres utca 8.,3. kerület
Dombóvár Kernen tér,Dombóvár
Ajka Élmunkástelep,Ajka
14. kerület Írottkő park,14. kerület
Székesfehérvár Rákóczi utca 20.,Székesfehérvár
20. kerület Madách utca,20. kerület
Bonyhád Perczel Mór utca,Bonyhád
Sátoraljaújhely Májuskút utca,Sátoraljaújhely
3. kerület Pünkösdfürdő utca 50/c,3. kerület
Mohács Radnóti lakótelep,Mohács
Dombóvár Bezerédj utca,Dombóvár
Szigethalom Szabadkai utca,Szigethalom
Pécs Cserfa utca,Pécs
9. kerület Napfény utca 24.,9. kerület
Dunaújváros Barátság városrész,Dunaújváros
Kaposvár Kontrássy utca,Kaposvár
20. kerület Köteles utca,20. kerület
3. kerület Bogdáni út 16.,3. kerület
3. kerület Jendrassik György utca 1.,3. kerület
Siófok Karinthy Frigyes utca,Siófok
Diósjenő Kámor utca,Diósjenő
Pécs Petőfi Sándor utca 40.,Pécs
Dunakeszi János utca,Dunakeszi
5. kerület Tüköry utca,5. kerület
Nyíregyháza Petőfi utca,Nyíregyháza
Cegléd Múzeum utca 8.,Cegléd
16. kerület Kossuth Lajos utca,16. kerület
Fertőd Eszterháza,Fertőd
Hévíz Szent András utca 4.,Hévíz
Győr Tihanyi Árpád út 61.,Győr
11. kerület Fatörzs utca,11. kerület
Nyíregyháza Kosbor utca 11.,Nyíregyháza
3. kerület Laborc köz,3. kerület
14. kerület Wass Albert tér,14. kerület
Szeged Nádas utca,Szeged
Dombóvár Zöldfa utca,Dombóvár
Szeged Körtöltés utca,Szeged
15. kerület Fő út 2.,15. kerület
Tahitótfalu Alsókáposztás utca,Tahitótfalu
8. kerület Corvin sétány 8.,8. kerület
5. kerület Pilvax köz,5. kerület
Karancslapujtő Kossuth út 32.,Karancslapujtő
Szekszárd Bezerédj utca,Szekszárd
Pécel Szemere Pál utca,Pécel
11. kerület Zsombolyai utca 11.,11. kerület
Miskolc Stadion utca 17.,Miskolc
11. kerület Homonna utca 8/b,11. kerület
Pécs Munkácsy Mihály utca 5.,Pécs
Pécs Regina utca 4.,Pécs
Pécs Alsómalom utca,Pécs
7. kerület Nefelejcs utca 32.,7. kerület
18. kerület Tas utca,18. kerület
Eger Vincellériskola utca,Eger
Keszthely Schwarz Dávid utca 70.,Keszthely
Győr Sport utca,Győr
Baja Kölcsey Ferenc utca 98.,Baja
Szeged Közép fasor,Szeged
Dombóvár Teleki utca,Dombóvár
Miskolc Tátra utca 15.,Miskolc
20. kerület Török Flóris utca 69.,20. kerület
Gyömrő Apafi utca,Gyömrő
16. kerület Menyhért utca,16. kerület
18. kerület Gulner Gyula utca,18. kerület
Debrecen Szegfű utca,Debrecen
13. kerület Nerium Park,13. kerület
11. kerület Etele tér,11. kerület
21. kerület Béke tér,21. kerület
22. kerület Rózsakert utca,22. kerület
Komárom Klapka György út,Komárom
Hajdúszoboszló Rákóczi utca,Hajdúszoboszló
Szeged Borbás utca 25.,Szeged
Dunaújváros Dobó István út 21.,Dunaújváros
6. kerület Király utca 70.,6. kerület
Kunhegyes Árpád körút 156.,Kunhegyes
Gyöngyös Jószerencsét utca,Gyöngyös
8. kerület Tömő utca 58.,8. kerület
Debrecen Kórház utca,Debrecen
13. kerület Kucsma utca 41-43.,13. kerület
Gyomaendrőd Vásártéri lakótelep B.,Gyomaendrőd
10. kerület Balkán utca,10. kerület
Szeged Vág utca,Szeged
Komárom Arany János utca 1/b,Komárom
13. kerület Kucsma utca 41-43,13. kerület
Százhalombatta Eötvös Loránd utca,Százhalombatta
Szigetszentmiklós Komp utca,Szigetszentmiklós
Szigetszentmiklós Kerektó utca 11. 1.a.,Szigetszentmiklós
1. kerület Hegyalja út 15.,1. kerület
Kisbér Kossuth Lajos utca 22.,Kisbér
Kiskunfélegyháza Kazinczy utca 8.,Kiskunfélegyháza
Hatvan Mártírok útja,Hatvan
Szolnok Sóház utca,Szolnok
Gyöngyös Bethlen Gábor utca,Gyöngyös
9. kerület Ecseri út 21.,9. kerület
Gyula Honvéd utcai lakótelep,Gyula
8. kerület Kálvária utca 21/b,8. kerület
Szigetszentmiklós Tököli út 40.,Szigetszentmiklós
Gyöngyös Verseny utca 5.,Gyöngyös
Szolnok Bacsó Nándor utca,Szolnok
Zalaegerszeg Zala utca 2/D,Zalaegerszeg
Kazincbarcika Derkovits Gyula tér,Kazincbarcika
Bazsi Petőfi utca 11.,Bazsi
Eger Szent János utca 9.,Eger
7. kerület Peterdy utca 39.,7. kerület
Baja Széchenyi István utca,Baja
Balatonfűzfő Bugyogóforrás utca,Balatonfűzfő
Hajdúszoboszló Orgona utca,Hajdúszoboszló
13. kerület Szent László út 128.,13. kerület
Biatorbágy Szabadság út,Biatorbágy
Dunakeszi Szabó Ervin utca,Dunakeszi
18. kerület Péteri út,18. kerület
Szeged Váradi utca,Szeged
Tarcal Ifjúsági lakótelep 4/3.,Tar
Marcali Rákóczi utca 5.,Marcali
Balassagyarmat Városközpont,Balassagyarmat
12. kerület Tamási Áron utca,12. kerület
1. kerület Jégverem utca 6.,1. kerület
Szigetszentmiklós Bajcsy-Zsilinszky utca,Szigetszentmiklós
Zsámbék Józsefvárosi lakótelep 2.,Zsámbék
Barcs Köztársaság utca 25.,Barcs
Püspökladány Erdő utca 5.,Püspökladány
Orosháza Tas utca,Orosháza
Zalaegerszeg Síp utca 8.,Zalaegerszeg
Sopron Vasvári Pál utca,Sopron
Veszprém Simon István utca X,Veszprém
Pécs Bányászlámpa utca 5.,Pécs
Dunaújváros Kallós Dezső utca 16.,Dunaújváros
Hódmezővásárhely Munkácsy Mihály utca,Hódmezővásárhely
Tiszaújváros Árpád út 45.,Tiszaújváros
4. kerület Munkásotthon utca 4.,4. kerület
Várpalota Szabolcska Mihály utca,Várpalota
8. kerület Strázsa utca,8. kerület
Budakalász Mező utca,Budakalász
9. kerület Gyáli út 15.,9. kerület
Cegléd Szabadság tér,Cegléd
16. kerület Üzbég utca,16. kerület
Zalakaros Liget utca,Zalakaros
Abony Városközpont,Abony
Győr Kassák Lajos utca,Győr
Gyula Henyei Miklós utca 38.,Gyula
5. kerület Október 6. utca 24.,5. kerület
8. kerület Rákóczi út 53.,8. kerület
Győr Mónus Illés utca,Győr
Veszprém Rákóczi Ferenc utca,Veszprém
Hernád Kossuth Lajos utca,Hernád
Gyöngyös Ifjúság utca 9.,Gyöngyös
Szeged Jerney utca,Szeged
12. kerület Galgóczy utca,12. kerület
2. kerület Árvácska utca,2. kerület
6. kerület Bajnok utca 12.,6. kerület
Tatabánya Kertvárosi lakótelep,Tatabánya
Szigetszentmiklós Akácfa körút,Szigetszentmiklós
20. kerület Csoma utca,20. kerület
Kiskunhalas Kárpát utca,Kiskunhalas
Mezőkovácsháza Árpád utca,Mezőkovácsháza
Pécs Haas Mihály tér,Pécs
22. kerület Erzsébet királyné út,22. kerület
4. kerület Kassai utca 31.,4. kerület
11. kerület Hadak útja,11. kerület
Újlőrincfalva Fő út,Újlőrincfalva
Vajszló Orgona utca,Vajszló
Szolnok Boldog Sándor István körút 31.,Szolnok
Szentgotthárd Széll Kálmán tér,Szentgotthárd
Nagykovácsi Tompa Mihály utca 13.,Nagykovácsi
19. kerület Rákóczi utca 27.,19. kerület
13. kerület Csángó utca 24.,13. kerület
10. kerület Maláta utca 17.,10. kerület
Kecskemét Árpád körút 15.,Kecskemét
4. kerület Lorántffy Zsuzsanna utca 7.,4. kerület
11. kerület Fehérvári út 133.,11. kerület
Miskolc Corvin utca 15.,Miskolc
4. kerület Károlyi István utca 5.,4. kerület
Szombathely Bolyai János utca,Szombathely
Geszteréd Kossuth utca 219.,Geszteréd
Nagyatád Városközpont,Nagyatád
Tápiógyörgye Dózsa György út,Tápiógyörgye
Szekszárd Dienes Valéria utca,Szekszárd
Tápióság Bartók Béla utca,Tápióság
2. kerület Törökvész út 14.,2. kerület
13. kerület Balzac utca 48/b.,13. kerület
Inárcs Hársfa utca,Inárcs
10. kerület Kőbányai út 45.,10. kerület
14. kerület Gizella út 35.,14. kerület
Ajka Kohász utca,Ajka
Tiszaújváros Deák Ferenc tér,Tiszaújváros
Szikszó Verseny utca 10-12,Szikszó
Barcs Belváros,Barcs
18. kerület Benczúr utca,18. kerület
Érd Bagoly utca,Érd
Komárom Győri út,Komárom
Zsámbék Somogyi Béla utca 6/b,Zsámbék
17. kerület Ady Endre utca,17. kerület
Nagykanizsa Kisfaludy Sándor utca,Nagykanizsa
Veszprém Csillag utca,Veszprém
18. kerület Iker tér,18. kerület
19. kerület Laczfy köz,19. kerület
Aszód Osváth Gedeon utca,Aszód
Mosonmagyaróvár Enge János utca,Mosonmagyaróvár
18. kerület Örs utca,18. kerület
Taszár Lakótelep 33.,Taszár
Dunaújváros Stromfeld Aurél utca,Dunaújváros
Szeged Öthalom utca 53-54,Szeged
14. kerület Gizella út 6/a,14. kerület
Szigethalom Kölcsey Ferenc utca,Szigethalom
Miskolc Szentgyörgy út 52.,Miskolc
16. kerület Sashalom utca,16. kerület
Székesfehérvár Tolnai utca,Székesfehérvár
Kaposvár Füredi utca 6.,Kaposvár
Baja Kodály Zoltán utca,Baja
13. kerület Tátra utca 6.,13. kerület
Vassurány Vas megye,Vassurány
Győrújbarát Győr-Moson-Sopron megye,Győr
Kaposvár Tóth Árpád utca,Kaposvár
Sajószentpéter Móra Ferenc utca 34.,Sajószentpéter
Ecser Arany János utca,Ecser
Törökbálint Tükörhegy,Törökbálint
8. kerület Auróra utca 29-31,8. kerület
Dombóvár Liliom utca,Dombóvár
Szentes Budai Nagy Antal utca 15/B,Szentes
Győr Ikva utca 40.,Győr
4. kerület Vécsey Károly utca,4. kerület
Bácsalmás Kishíd utca,Bácsalmás
Kiskunfélegyháza Holló Béla utca,Kiskunfélegyháza
Siófok Beszédes József sétány 83.,Siófok
Kapuvár Torony tér,Kapuvár
Székesfehérvár Széchenyi utca 1.,Székesfehérvár
Gyula Lahner György utca,Gyula
Nagykanizsa Irtás utca,Nagykanizsa
Kalocsa Belváros,Kalocsa
10. kerület Szárnyas utca,10. kerület
22. kerület Dévény utca,22. kerület
Halásztelek András utca 1.,Halásztelek
Esztergom Kertváros,Esztergom
Balatonalmádi Rákóczi Ferenc utca,Balatonalmádi
Debrecen Őszirózsa köz,Debrecen
Nagykanizsa Városkapu körút 1.,Nagykanizsa
6. kerület Zichy Jenő utca 3.,6. kerület
14. kerület Egressy út 159.,14. kerület
Kiskunhalas Alsóváros,Kiskunhalas
Sajóbábony Széchenyi út 22 1/2,Sajóbábony
Pécs Pollack Mihály utca 15.,Pécs
Halásztelek Kisgyár,Halásztelek
Sáránd Nyugati utca 1.,Sáránd
Törökbálint Annahegy,Törökbálint
Ajka Liliom utca 1.,Ajka
Röszke Petőfi Sándor utca,Röszke
Kazincbarcika Radnóti Miklós tér,Kazincbarcika
Érd Bádogos utca,Érd
Szigetvár Munkás utca 18.,Szigetvár
Kecskemét Szent István körút,Kecskemét
11. kerület Etele út 32.,11. kerület
23. kerület Szent László utca,23. kerület
4. kerület Koszterna Gyula utca,4. kerület
14. kerület Dózsa György út 9.,14. kerület
11. kerület Etele út 32/C,11. kerület
Kecskemét Horváth Döme körút,Kecskemét
6. kerület Teréz körút 7.,6. kerület
Dunakeszi Barátság útja 6/B,Dunakeszi
Miskolc Király utca 25.,Miskolc
Székesfehérvár Sóstó-Újtelep,Székesfehérvár
Százhalombatta Almafa utca,Százhalombatta
Békéscsaba Vécsey utca,Békéscsaba
Ózd Alkotmány út 9.,Ózd
Százhalombatta Bláthy Ottó utca,Százhalombatta
Érd Jolán utca,Érd
4. kerület Nádasdy Kálmán utca 14.,4. kerület
Dunaújváros Szabadság út,Dunaújváros
6. kerület Szobi utca 5.,6. kerület
Nyíregyháza Szalag utca,Nyíregyháza
Tokod Vájár utca,Tokod
Szolnok Dobó István utca 32.,Szolnok
Hajdúszoboszló József Attila utca 2.,Hajdúszoboszló
Pécs Athinay utca 6/B,Pécs
Pécs Rókus utca 3/B,Pécs
Abádszalók Tópart út 15.,Abádszalók
Balatonalmádi Petőfi Sándor utca,Balatonalmádi
Mezőkövesd Egri út 72.,Mezőkövesd
12. kerület Sirály utca,12. kerület
2. kerület Őzgida utca,2. kerület
Tiszaújváros Mátyás király út 20.,Tiszaújváros
Miskolc Kárpáti utca 27.,Miskolc
Csongrád Orgona utca,Csongrád
Pécel Pécel,Pécel
Kecskemét Felsőszéktóitanyák,Kecskemét
18. kerület Iker utca,18. kerület
11. kerület Irinyi József utca 31.,11. kerület
Esztergom Erzsébet királyné utca,Esztergom
Miskolc Fazekas utca,Miskolc
Sárvár Gárdonyi Géza utca 33.,Sárvár
19. kerület Gosztonyi Lajos utca,19. kerület
Veszprém Ányos Pál utca,Veszprém
6. kerület Podmaniczky utca 89.,6. kerület
Fonyód Fonyódliget,Fonyód
Debrecen Tormay Béla utca 10.,Debrecen
14. kerület Czobor utca 54.,14. kerület
Zalaegerszeg Alsóerdei út 5.,Zalaegerszeg
2. kerület Géza fejedelem útja 16.,2. kerület
Ráckeve Szent István tér,Ráckeve
11. kerület Somlói út,11. kerület
11. kerület Újházy utca,11. kerület
11. kerület Tornavár utca,11. kerület
Hévíz Egregy,Hévíz
20. kerület Ady Endre utca 80.,20. kerület
Földes Petőfi Sándor utca 41.,Földes
8. kerület Stróbl Alajos utca,8. kerület
11. kerület Igmándi utca 28.,11. kerület
Nagyszentjános Fő utca 85.,Nagyszentjános
3. kerület Törzs utca,3. kerület
14. kerület Telepes utca 23.,14. kerület
Miskolc Malomszög utca 1.,Miskolc
Enying Kossuth Lajos utca,Enying
Balatonfüred Pincemester utca,Balatonfüred
Szeged Bécsi körút,Szeged
Kecskemét Vágó utca 4.,Kecskemét
Tapolca Pacsirta utca 50.,Tapolca
Székesfehérvár Zombori út 14.,Székesfehérvár
6. kerület Hajós utca 16.,6. kerület
Komló Szilvás,Komló
3. kerület Éden villapark,3. kerület
Dunaújváros Petőfi Sándor utca,Dunaújváros
Szolnok Várkonyi István tér 12.,Szolnok
Fényeslitke Kossuth utca 17.,Fényeslitke
Vác Kertvárosi út 55.,Vác
Bonyhád Fő út,Bonyhád
Dunavarsány Eötvös utca,Dunavarsány
10. kerület Keresztúri út,10. kerület
Bük Zrínyi utca 17.,Bük
