,accuracy,formatted_address,google_place_id,input_string,latitude,longitude,number_of_results,postcode,status,type
1837,ROOFTOP,"Veszprém, Lázár u. 14, 8200 Hungary",ChIJv_ZnqlCaaUcRPMFYlK8JDf0,"Veszprém Lázár utca 14.,Hungary",47.1001503,17.8935281,1,8200,OK,street_address
1838,ROOFTOP,"Miskolc, Huszár u. 25, 3526 Hungary",ChIJE9o7RQJgP0cRoKucuV8X0MQ,"Miskolc Huszár utca 25.,Hungary",48.1110351,20.7925848,1,3526,OK,street_address
1839,ROOFTOP,"Miskolc, Finkey József u. 18, 3518 Hungary",ChIJkdZlf_edQEcRyuh0Ngln-x8,"Miskolc Finkey József utca 18.,Hungary",48.128455,20.676265,1,3518,OK,street_address
1840,ROOFTOP,"Szeged, Zsitva sor 7, 6724 Hungary",ChIJLcw-pvmHREcRSTmYDD4YfUs,"Szeged Zsitva sor 7/A,Hungary",46.2750286,20.1408783,1,6724,OK,street_address
1841,GEOMETRIC_CENTER,"Miskolc, Középszer u., 3529 Hungary",ChIJVYQcwCegQEcRp957C-S4qo4,"Miskolc Középszer utca,Hungary",48.0813148,20.7827716,1,3529,OK,route
1842,GEOMETRIC_CENTER,"Tatabánya, Béla király körtér, 2800 Hungary",ChIJiUcCruBAakcRClsOkscPgSc,"Tatabánya Béla király körtér,Hungary",47.58378889999999,18.401463,1,2800,OK,route
1843,RANGE_INTERPOLATED,"Révfülöp, Aranyhíd u. 35, 8253 Hungary",EjBSw6l2ZsO8bMO2cCwgQXJhbnlow61kIHUuIDM1LCA4MjUzIE1hZ3lhcm9yc3rDoWc,"Révfülöp Aranyhíd utca 35.,Hungary",46.8376803,17.640322,1,8253,OK,street_address
1844,ROOFTOP,"Kőszeg, Kossuth Lajos u. 16, 9730 Hungary",ChIJab0VVIyibkcROANxVNsns7E,"Kőszeg Kossuth Lajos utca 16.,Hungary",47.387075,16.543391,1,9730,OK,street_address
1845,GEOMETRIC_CENTER,"Balatonfüred, Rozmaring köz, 8230 Hungary",ChIJtXWhRnK9aUcRIXSQcG2O-pE,"Balatonfüred Rozmaring köz,Hungary",46.967865,17.8963141,1,8230,OK,route
1846,ROOFTOP,"Szolnok, Gyökér u. 4, 5000 Hungary",ChIJPW6pr9tDQUcRo1JSIHZFi20,"Szolnok Gyökér utca 4/7,Hungary",47.1520974,20.1645769,1,5000,OK,street_address
