,accuracy,formatted_address,google_place_id,input_string,latitude,longitude,number_of_results,postcode,status,type
0,ROOFTOP,"Budapest, Rozsnyay utca 20, 1139 Hungary",ChIJ94CLz8DbQUcRoHAXSVXHyDs,"13. kerület Rozsnyai utca 20.,Hungary",47.5393707,19.0797011,1,1139,OK,street_address
1,GEOMETRIC_CENTER,"Budapest, Pázsit u., 1026 Hungary",,"2. kerület Pázsit utca,Hungary",47.5168639,19.0015452,1,1026,OK,route
2,ROOFTOP,"Budaörs, Mező u. 10, 2040 Hungary",ChIJuUzhzxjeQUcRESS1l1ZWlBw,"Budaörs Mező utca 10.,Hungary",47.4582442,18.9659168,1,2040,OK,street_address
3,GEOMETRIC_CENTER,"Budapest, Zamárdi u., 1203 Hungary",ChIJkbjX71TdQUcRfij9p4vnCDg,"20. kerület Zamárdi utca,Hungary",47.43436080000001,19.0930517,1,1203,OK,route
4,GEOMETRIC_CENTER,"Budapest, Kánai út, 1112 Hungary",ChIJHyAz11fnQUcRfAXT9Q8UHi0,"11. kerület Kánai út,Hungary",47.4463594,18.997484,1,1112,OK,route
5,GEOMETRIC_CENTER,"Budapest, Alagút u., 1013 Hungary",ChIJOX-FoCTcQUcRfVov1pfACpw,"1. kerület Alagút utca,Hungary",47.4970066,19.0336644,1,1013,OK,route
6,GEOMETRIC_CENTER,"Budapest, Jeszenák János u., 1141 Hungary",ChIJPz3m_ETbQUcR3YY1zUUlAVQ,"14. kerület Jeszenák János utca,Hungary",47.51773670000001,19.1347634,1,1141,OK,route
7,GEOMETRIC_CENTER,"Budapest, Kléh István u., 1126 Hungary",ChIJk6SlkyjcQUcRG40LKAg1ISQ,"12. kerület Kléh István utca,Hungary",47.4926816,19.0223755,1,1126,OK,route
8,ROOFTOP,"Budapest, Hold u. 8, 1054 Hungary",ChIJjeBHdRPcQUcRq0YXlTibO9s,"5. kerület Hold utca 8.,Hungary",47.505269,19.0520884,1,1054,OK,street_address
9,ROOFTOP,"Budapest, Váci út 10, 1132 Hungary",ChIJM7GTYgzcQUcRAKGam6WhbDI,"13. kerület Váci út 10.,Hungary",47.5126307,19.0569774,1,1132,OK,street_address
10,GEOMETRIC_CENTER,"Dunakeszi, Fóti út, 2120 Hungary",ChIJD4qnQ_3QQUcR5SwBWIhhhBE,"Dunakeszi Fóti út,Hungary",47.6240339,19.1570582,1,2120,OK,route
11,ROOFTOP,"Budapest, Orló u. 11D-15D, 1026 Hungary",ChIJrRuyKsjeQUcRS2z0DOZEImI,"2. kerület Orló utca 11.,Hungary",47.519536,19.006184,1,1026,OK,street_address
12,GEOMETRIC_CENTER,"Budapest, Kapy u., 1025 Hungary",ChIJJUGdP83eQUcRmuseMoibyV4,"2. kerület Kapy utca,Hungary",47.5284725,18.998787,1,1025,OK,route
13,RANGE_INTERPOLATED,"Budapest, Tartsay u. 34, 1237 Hungary",EitCdWRhcGVzdCwgVGFydHNheSB1LiAzNCwgMTIzNyBNYWd5YXJvcnN6w6Fn,"23. kerület Tartsay utca 34.,Hungary",47.4215671,19.1275537,1,1237,OK,street_address
14,GEOMETRIC_CENTER,"Budapest, Galga u., 1224 Hungary",ChIJh2ACueTmQUcR4C5tyrwtnCs,"22. kerület Galga utca,Hungary",47.400636,18.9970481,1,1224,OK,route
15,ROOFTOP,"Budapest, Lőcsei út 62, 1147 Hungary",ChIJ0Zp8SnDbQUcRy3FBKEeMxS0,"14. kerület Lőcsei út 62.,Hungary",47.5219797,19.1097422,1,1147,OK,street_address
16,ROOFTOP,"Budapest, Victor Hugo u. 35, 1132 Hungary",ChIJlRtY1wncQUcRdCsBi4dEMRE,"13. kerület Victor Hugo utca 35.,Hungary",47.5185817,19.0547374,1,1132,OK,street_address
17,GEOMETRIC_CENTER,"Budapest, Herman Ottó út, Hungary",ChIJ9RcSiLneQUcR3njkRQGEcoY,"2. kerület Herman Ottó út,Hungary",47.5144446,19.0096301,1,,OK,route
18,RANGE_INTERPOLATED,"Budapest, Öv u. 135, 1147 Hungary",EihCdWRhcGVzdCwgw5Z2IHUuIDEzNSwgMTE0NyBNYWd5YXJvcnN6w6Fn,"14. kerület Öv utca 135.,Hungary",47.5296082,19.1268616,1,1147,OK,street_address
19,ROOFTOP,"Budapest, Király u. 99, 1077 Hungary",ChIJn4HGB3DcQUcR8eUYdoHasPI,"7. kerület Király utca 99.,Hungary",47.5064335,19.0712088,1,1077,OK,street_address
20,ROOFTOP,"Budapest, Kútvölgyi út 65, 1125 Hungary",ChIJN6-bTt3eQUcRvp-8iOL4Mi8,"12. kerület Kútvölgyi út 65.,Hungary",47.511278,18.9852139,1,1125,OK,street_address
21,GEOMETRIC_CENTER,"Vác, Deákvári főtér, 2600 Hungary",ChIJt7cFV_UqQEcRX7d12vEFUKM,"Vác Deákvári főtér,Hungary",47.79074689999999,19.1356447,1,2600,OK,route
22,ROOFTOP,"Budapest, Havanna u. 76, 1181 Hungary",ChIJPRhZLGHCQUcRUU96pndodew,"18. kerület Havanna utca 76.,Hungary",47.436149,19.1631221,1,1181,OK,street_address
23,ROOFTOP,"Budapest, Vaskapu u. 1, 1097 Hungary",ChIJYf7HPv_cQUcR1n3ZE26zcKQ,"9. kerület Vaskapu utca 1.,Hungary",47.4795251,19.0698875,1,1097,OK,street_address
24,ROOFTOP,"Budapest, Haller u. 24, 1096 Hungary",ChIJL-YM6_3cQUcRT0_TssQF7ec,"9. kerület Haller utca 24.,Hungary",47.47587499999999,19.0740214,1,1096,OK,street_address
25,ROOFTOP,"Budapest, Bécsi út 95, 1034 Hungary",ChIJszWtE1rZQUcRTHnZJkQiEj0,"3. kerület Bécsi út 95.,Hungary",47.5329989,19.036242,1,1034,OK,street_address
26,ROOFTOP,"Budapest, Horánszky u. 4, 1085 Hungary",ChIJ64GJPlzcQUcRTyoTjGh1Fxo,"8. kerület Horánszky utca 4.,Hungary",47.492631,19.0677212,1,1085,OK,street_address
27,GEOMETRIC_CENTER,"Budapest, Kós Károly tér, 1192 Hungary",ChIJtzp7TcXCQUcR9L2PkMOuWQI,"19. kerület Kós Károly tér,Hungary",47.4556038,19.1260686,1,1192,OK,route
28,GEOMETRIC_CENTER,"Budapest, Tövishát u., 1186 Hungary",ChIJoRn-uW3CQUcR9enhwbwSsi4,"18. kerület Tövishát utca,Hungary",47.4288085,19.1750994,1,1186,OK,route
29,ROOFTOP,"Budapest, Batthyány u. 28, 1015 Hungary",ChIJK8UxhB7cQUcRBXAijSJq1gU,"1. kerület Batthyány utca 28.,Hungary",47.5071198,19.0315397,1,1015,OK,street_address
30,GEOMETRIC_CENTER,"Budapest, Major u., 1119 Hungary",ChIJPx1jjJbdQUcRx_bGU28qmfM,"11. kerület Major utca,Hungary",47.45883269999999,19.0322748,1,1119,OK,route
31,ROOFTOP,"Budapest, Almássy u. 8, 1077 Hungary",ChIJIUMhnWbcQUcR11Fg6wFExJg,"7. kerület Almássy utca 8.,Hungary",47.5004856,19.0719971,1,1077,OK,street_address
32,ROOFTOP,"Budapest, Győri út 14, 1123 Hungary",ChIJDzqcCC_cQUcRv9md-Tz9bCc,"12. kerület Győri út 14.,Hungary",47.4911859,19.0270625,1,1123,OK,street_address
33,ROOFTOP,"Budapest, Kassai tér 12, 1142 Hungary",ChIJzT5FKnbbQUcRLkuikJHvNT8,"14. kerület Kassai tér 12.,Hungary",47.524201,19.098683,1,1142,OK,street_address
34,GEOMETRIC_CENTER,"Budapest, Hóvirág út, Hungary",ChIJWeqFoGPeQUcRgF3W8jy0XMg,"12. kerület Hóvirág út,Hungary",47.4854938,18.9936742,1,,OK,route
35,ROOFTOP,"Budapest, Pusztakúti út 10, 1038 Hungary",ChIJa8ePcMfZQUcR88nQPnss10Q,"3. kerület Pusztakúti út 10.,Hungary",47.5830354,19.0397437,1,1038,OK,street_address
36,ROOFTOP,"Budapest, Határőr út 21b, 1122 Hungary",ChIJW59Zc5jeQUcRMZ3RHyNkOQk,"12. kerület Határőr út 21/b.,Hungary",47.5053111,19.0131452,1,1122,OK,street_address
37,RANGE_INTERPOLATED,"Budapest, Nagyvárad tér 1, 1097 Hungary",Ei9CdWRhcGVzdCwgTmFneXbDoXJhZCB0w6lyIDEsIDEwOTcgTWFneWFyb3JzesOhZw,"9. kerület Nagyvárad tér 1.,Hungary",47.4778531,19.0913701,1,1097,OK,street_address
38,GEOMETRIC_CENTER,"Biatorbágy, Hámory Imre u., 2051 Hungary",ChIJMarjlDILakcR0-lr6sbqcJE,"Biatorbágy Hámory Imre utca,Hungary",47.47764060000001,18.8132762,1,2051,OK,route
39,GEOMETRIC_CENTER,"Dunakeszi, Iskola u., 2120 Hungary",ChIJy_XyyTXRQUcRK0RIqeGY7KY,"Dunakeszi Iskola utca,Hungary",47.6466059,19.1296839,1,2120,OK,route
40,GEOMETRIC_CENTER,"Budapest, Hajós u., 1065 Hungary",ChIJkXgykGzcQUcR2ydeaVnhv_g,"6. kerület Hajós utca,Hungary",47.5038238,19.0575969,1,1065,OK,route
41,ROOFTOP,"Budapest, Fehérvári út 194, 1116 Hungary",ChIJYbfo5IDdQUcRuuiFgEJqYY4,"11. kerület Fehérvári út 194.,Hungary",47.442628,19.037138,1,1116,OK,street_address
42,ROOFTOP,"Budapest, Szitakötő u. 3, 1146 Hungary",ChIJO7b_VGPbQUcRTHlfxCi_p-o,"14. kerület Szitakötő utca 3.,Hungary",47.51487669999999,19.1068684,1,1146,OK,street_address
43,GEOMETRIC_CENTER,"Budapest, Vöröstorony u., 1025 Hungary",ChIJYyiMNy3ZQUcRURy_CBwRN5s,"2. kerület Vöröstorony utca,Hungary",47.5299229,18.996592,1,1025,OK,route
44,ROOFTOP,"Budapest, Thököly út 14, 1076 Hungary",ChIJhX0HO4jcQUcRFrBVw0chcIQ,"7. kerület Thököly út 14.,Hungary",47.5018839,19.0842239,1,1076,OK,street_address
45,GEOMETRIC_CENTER,"Budapest, József Attila u., Hungary",ChIJQWIc0zbaQUcRdA5W7XCOc18,"4. kerület József Attila utca,Hungary",47.5613135,19.0867199,1,,OK,route
46,ROOFTOP,"Budapest, Dohány u. 54, 1074 Hungary",ChIJ_2u-o2fcQUcRx0d43jc3YSY,"7. kerület Dohány utca 54.,Hungary",47.49766109999999,19.0684165,1,1074,OK,street_address
47,ROOFTOP,"Budapest, Ferenciek tere 4, 1053 Hungary",ChIJkzCybUTcQUcRnjtAIU4gXjU,"5. kerület Ferenciek tere 4.,Hungary",47.492361,19.0563049,1,1053,OK,street_address
48,ROOFTOP,"Budapest, Bölcsőde u. 2, 1149 Hungary",ChIJC80fZWPbQUcRv1cEEX47arU,"14. kerület Bölcsőde utca 2.,Hungary",47.514104,19.109003,1,1149,OK,street_address
49,GEOMETRIC_CENTER,"Budapest, Toboz u., 1037 Hungary",ChIJP6Ar_UXZQUcRCTF58qDXRYM,"3. kerület Toboz utca,Hungary",47.5349388,19.0248552,1,1037,OK,route
50,ROOFTOP,"Budapest, Remetehegyi út 29, 1037 Hungary",ChIJo7r_jEbZQUcRIIOEphqwV-Q,"3. kerület Remetehegyi út 29.,Hungary",47.53726899999999,19.0243,1,1037,OK,street_address
51,ROOFTOP,"Budapest, Wesselényi u. 35, 1077 Hungary",ChIJRbJbLmbcQUcRLWwwjvp4mwo,"7. kerület Wesselényi utca 35.,Hungary",47.49940369999999,19.0670916,1,1077,OK,street_address
52,ROOFTOP,"Budapest, Kmety György u. 22, 1063 Hungary",ChIJ3cYOwHbcQUcRp8cK2kqAeng,"6. kerület Kmety György utca 22.,Hungary",47.5123575,19.069906,1,1063,OK,street_address
53,ROOFTOP,"Budapest, Szent László út 35, 1135 Hungary",ChIJ9ytDCJrbQUcRn2RDIN9pBSA,"13. kerület Szent László út 35.,Hungary",47.5279408,19.0865107,1,1135,OK,street_address
54,ROOFTOP,"Budapest, Csörsz u. 1, 1123 Hungary",ChIJmV1HLi7cQUcRS9lWP3CxPu4,"12. kerület Csörsz utca 1.,Hungary",47.4897356,19.0292868,1,1123,OK,street_address
55,GEOMETRIC_CENTER,"Budapest, Gyöngyszem u., 1223 Hungary",ChIJzyJmXAjnQUcRnc8g8wNVU9c,"22. kerület Gyöngyszem utca,Hungary",47.4146322,19.019399,1,1223,OK,route
56,ROOFTOP,"Budapest, Nánási út 83, 1031 Hungary",ChIJISSRzI3ZQUcRa0Y7_jWJQBE,"3. kerület Nánási út 83.,Hungary",47.5745259,19.0626459,1,1031,OK,street_address
57,GEOMETRIC_CENTER,"Budapest, Palicsi u., 1031 Hungary",ChIJPdAaVJDZQUcRSsylekfIlwE,"3. kerület Palicsi utca,Hungary",47.5721285,19.0537773,1,1031,OK,route
58,ROOFTOP,"Budapest, Chinoin u. 32, 1045 Hungary",ChIJLbZSn0zaQUcRWr4LUUvF8hs,"4. kerület Chinoin utca 32.,Hungary",47.5535791,19.0971131,1,1045,OK,street_address
59,ROOFTOP,"Budapest, Erzsébet u. 7, 1045 Hungary",ChIJx-BgI0vaQUcRodNLyl4T4BU,"4. kerület Erzsébet utca 7.,Hungary",47.5537961,19.0938885,1,1045,OK,street_address
60,APPROXIMATE,"Budapest, District IX., Hungary",ChIJ0YBfsSPdQUcRwNUeDCnEAAU,"9. kerület Epreserdő utca,Hungary",47.46492790000001,19.0916229,1,,OK,"political,sublocality,sublocality_level_1"
61,GEOMETRIC_CENTER,"Göd, Termál fürdő krt., 2131 Hungary",,"Göd Termálfürdő körút,Hungary",47.6930589,19.1565908,1,2131,OK,route
62,GEOMETRIC_CENTER,"Göd, Nyár u., 2132 Hungary",,"Göd Nyár utca,Hungary",47.69634809999999,19.1515367,1,2132,OK,route
63,GEOMETRIC_CENTER,"Budapest, Dísz tér, 1014 Hungary",ChIJUeT_1yLcQUcRNXugyQ7E54M,"1. kerület Dísz tér,Hungary",47.4993487,19.0355792,1,1014,OK,route
64,ROOFTOP,"Budapest, Radnóti Miklós u. 25, 1137 Hungary",ChIJWZiPGAncQUcRTHvb8ktiU-s,"13. kerület Radnóti Miklós utca 25.,Hungary",47.5154447,19.0523666,1,1137,OK,street_address
65,ROOFTOP,"Vác, Nagymező u. 6, 2600 Hungary",ChIJXS19--YqQEcR-ky94-XudyQ,"Vác Nagymező utca 6.,Hungary",47.7720885,19.1415364,1,2600,OK,street_address
66,ROOFTOP,"Budapest, Ercsi út 1, 1115 Hungary",ChIJbZh76cfdQUcRdjCR2fRtN-U,"11. kerület Ercsi út 1.,Hungary",47.471222,19.030512,1,1115,OK,street_address
67,ROOFTOP,"Budapest, Tisza u. 18, 1133 Hungary",ChIJw-ofPvHbQUcR2WnA255F_sg,"13. kerület Tisza utca 18.,Hungary",47.5244437,19.0593629,1,1133,OK,street_address
68,GEOMETRIC_CENTER,"Budapest, Brassai Sámuel utca (1-5, 2-10), 1126 Hungary",ChIJ3afe5ijcQUcRQ8Bmr58kgXs,"12. kerület Brassai Sámuel utca,Hungary",47.4918151,19.021981,1,1126,OK,route
69,ROOFTOP,"Budapest, Varsányi Irén u. 38, 1027 Hungary",ChIJtfr07h3cQUcRbu0O-m0r7eE,"2. kerület Varsányi Irén utca 38.,Hungary",47.5088876,19.0297306,1,1027,OK,street_address
70,GEOMETRIC_CENTER,"Dunakeszi, Széchenyi u., 2120 Hungary",ChIJNemuIRTRQUcRomaOUqM2SFA,"Dunakeszi Széchenyi utca,Hungary",47.639396,19.1543309,1,2120,OK,route
71,RANGE_INTERPOLATED,"Budapest, Háros u. 47, 1222 Hungary",EipCdWRhcGVzdCwgSMOhcm9zIHUuIDQ3LCAxMjIyIE1hZ3lhcm9yc3rDoWc,"22. kerület Háros utca 47-49,Hungary",47.4153224,19.0209045,1,1222,OK,street_address
72,ROOFTOP,"Budapest, Széna tér 1, 1015 Hungary",ChIJ7wclpKDeQUcRhRKAxcTMBPk,"1. kerület Széna tér 1.,Hungary",47.5075024,19.0270817,1,1015,OK,street_address
73,ROOFTOP,"Budapest, Teréz krt. 45, 1067 Hungary",ChIJEfnbpHLcQUcR9QERjLHmU-o,"6. kerület Teréz körút 45.,Hungary",47.5085011,19.0591284,1,1067,OK,street_address
74,ROOFTOP,"Budapest, Mátyás király út 106, 1039 Hungary",ChIJoQ4EjO7ZQUcRmqFXACqoe8w,"3. kerület Mátyás király út 106.,Hungary",47.58476030000001,19.0620422,1,1039,OK,street_address
75,ROOFTOP,"Szentendre, Dózsa György út 17, 2000 Hungary",ChIJw4OChF_WQUcRDLHMZ-RLpag,"Szentendre Dózsa György út 17.,Hungary",47.656537,19.07072,1,2000,OK,street_address
76,ROOFTOP,"Budapest, Ballada u. 40, 1163 Hungary",ChIJacMDgoTEQUcRcdXBzP9MCHs,"16. kerület Ballada utca 40.,Hungary",47.50070299999999,19.189391,1,1163,OK,street_address
77,GEOMETRIC_CENTER,"Szigetszentmiklós, Erdősor u., 2310 Hungary",ChIJkds-iX_vQUcRAqOzCGld2xU,"Szigetszentmiklós Erdősor utca,Hungary",47.3221046,19.0201091,1,2310,OK,route
78,ROOFTOP,"Budapest, Karcag u. 55, 1116 Hungary",ChIJnQ-r3IHdQUcRjAthJUFw9C4,"11. kerület Karcag utca 55.,Hungary",47.443285,19.041447,1,1116,OK,street_address
79,GEOMETRIC_CENTER,"Szentendre, Dózsa György út, 2000 Hungary",ChIJz-y1HPfWQUcRyx7RLzXNxUg,"Szentendre Dózsa György út,Hungary",47.65100510000001,19.0706949,1,2000,OK,route
80,ROOFTOP,"Budapest, Tatárka u. 27, 1221 Hungary",ChIJ3RvEU2XnQUcR4LOe-vnYRlk,"22. kerület Tatárka utca 27.,Hungary",47.433639,19.020503,1,1221,OK,street_address
81,GEOMETRIC_CENTER,"Budapest, Pacsirtamező u., Hungary",ChIJxaPJUVnZQUcRO2o4I1gAeg0,"3. kerület Pacsirtamező utca,Hungary",47.5368077,19.0402933,1,,OK,route
82,ROOFTOP,"Budapest, Hungária krt. 12b-14b, 1087 Hungary",ChIJqe42Qb7cQUcRc-2ulMYe05U,"8. kerület Hungária körút 12.,Hungary",47.49275,19.108527,1,1087,OK,street_address
83,ROOFTOP,"Budapest, Újvilág u. 43-45, 1145 Hungary",ChIJ6zxTwmPbQUcRdkbV3QlvNCw,"14. kerület Újvilág utca 43-45.,Hungary",47.512708,19.111603,1,1145,OK,street_address
84,GEOMETRIC_CENTER,"Budapest, Toldi Miklós u., 1029 Hungary",ChIJx9_AfbfYQUcRYEqRHjg5CzA,"2. kerület Toldi Miklós utca,Hungary",47.5451474,18.9603545,1,1029,OK,route
85,ROOFTOP,"Budapest, Gyarmat u. 38b, 1145 Hungary",ChIJgSylynvbQUcR1lcQ60JlF84,"14. kerület Gyarmat utca 38b,Hungary",47.518037,19.1034569,1,1145,OK,street_address
86,GEOMETRIC_CENTER,"Dunakeszi, Budai Nagy Antal köz, 2120 Hungary",ChIJ3x22xibRQUcR0s5ks933nv8,"Dunakeszi Budai Nagy Antal köz,Hungary",47.6310405,19.1342446,1,2120,OK,route
87,GEOMETRIC_CENTER,"Budapest, Tóth Aladár u., 1048 Hungary",ChIJZQmMzgzaQUcR15u8wV4rUQs,"4. kerület Tóth Aladár utca,Hungary",47.5838679,19.1087303,1,1048,OK,route
88,ROOFTOP,"Budapest, Gyarmat u. 1, 1145 Hungary",ChIJ3QiXhX7bQUcRrozsd15Fjf0,"14. kerület Gyarmat utca 1.,Hungary",47.5144265,19.0983016,1,1145,OK,street_address
89,ROOFTOP,"Budapest, Lengyel u. 32, 1148 Hungary",ChIJK1y3LF3bQUcRxL59DPaA5X8,"14. kerület Lengyel utca 32.,Hungary",47.516675,19.126147,1,1148,OK,street_address
90,GEOMETRIC_CENTER,"Budapest, Törökvész út, Hungary",ChIJmdnS0TTZQUcRt11JehW4XTI,"2. kerület Törökvész út,Hungary",47.5275821,19.0074788,1,,OK,route
91,GEOMETRIC_CENTER,"Budapest, Batthyány u., 1225 Hungary",ChIJM5sPFu_mQUcR5OCwM3gRIVU,"22. kerület Batthyány utca,Hungary",47.3961925,18.989664,1,1225,OK,route
92,GEOMETRIC_CENTER,"Budapest, Pilóta u., 1165 Hungary",ChIJzX4NjY7EQUcR_75F_OZf5W4,"16. kerület Pilóta utca,Hungary",47.508764,19.1960209,1,1165,OK,route
93,ROOFTOP,"Budapest, Határőr út 22, 1122 Hungary",ChIJlbWFpqLeQUcRFBy2bXF98RY,"12. kerület Határőr út 22.,Hungary",47.50610400000001,19.0127947,1,1122,OK,street_address
94,RANGE_INTERPOLATED,"Budapest, Promontor u. 4, 1222 Hungary",EixCdWRhcGVzdCwgUHJvbW9udG9yIHUuIDQsIDEyMjIgTWFneWFyb3JzesOhZw,"22. kerület Promontor utca 4.,Hungary",47.4126067,19.0309728,1,1222,OK,street_address
95,GEOMETRIC_CENTER,"Érd, Kutyavári u., 2036 Hungary",ChIJAw8VAUfhQUcRthHUcvYIvoo,"Érd Kutyavári utca,Hungary",47.3959682,18.9324566,1,2036,OK,route
96,GEOMETRIC_CENTER,"Budapest, Orom u., 1016 Hungary",ChIJeZ7LvzfcQUcR-YC-i7bNPXs,"1. kerület Orom utca,Hungary",47.4891124,19.0410545,1,1016,OK,route
97,GEOMETRIC_CENTER,"Budapest, Zivatar u., 1024 Hungary",ChIJWQHhN6jeQUcRTXCQSAj1umA,"2. kerület Zivatar utca,Hungary",47.51477300000001,19.030703,1,1024,OK,route
98,GEOMETRIC_CENTER,"Budapest, Szilágysomlyó u., 1141 Hungary",ChIJRbLmRUfbQUcRgGYuM65jEVk,"14. kerület Szilágysomlyó utca,Hungary",47.5237229,19.1360121,1,1141,OK,route
99,GEOMETRIC_CENTER,"Budapest, Vécsey u., 1054 Hungary",ChIJ8wNY5RPcQUcRsg7n8y321Jw,"5. kerület Vécsey utca,Hungary",47.5051864,19.0491896,1,1054,OK,route
100,ROOFTOP,"Budapest, Reáltanoda utca 9, 1053 Hungary",ChIJ9WoDgkTcQUcRCQ18fT5QeZE,"5. kerület Reáltanoda utca 9.,Hungary",47.49267740000001,19.0587676,1,1053,OK,street_address
101,ROOFTOP,"Budapest, Bajcsy-Zsilinszky út 40, 1054 Hungary",ChIJ54FZUhPcQUcRnlm0q3uGjWM,"5. kerület Bajcsy-Zsilinszky út 40.,Hungary",47.504126,19.054634,1,1054,OK,street_address
102,ROOFTOP,"Budapest, Fehérló u. 15, 1112 Hungary",ChIJn0Jd983dQUcRkJfrWV2w_OU,"11. kerület Fehérló utca 15.,Hungary",47.479172,19.023133,1,1112,OK,street_address
103,ROOFTOP,"Budapest, Nefelejcs u. 42, 1078 Hungary",ChIJm9scyXzcQUcRkhjr3nvqn2c,"7. kerület Nefelejcs utca 42.,Hungary",47.5048337,19.0798223,1,1078,OK,street_address
104,ROOFTOP,"Budapest, Bajvívó u. 8, 1027 Hungary",ChIJgd_hmB3cQUcRAma7LNy6acM,"2. kerület Bajvívó utca 8.,Hungary",47.509828,19.030805,1,1027,OK,street_address
105,ROOFTOP,"Budapest, Ó u. 6, 1066 Hungary",ChIJj5YsYWvcQUcR8KD6xdEpP00,"6. kerület Ó utca 6.,Hungary",47.5030212,19.0563035,1,1066,OK,street_address
106,GEOMETRIC_CENTER,"Dunakeszi, Cseresznyés u., 2120 Hungary",ChIJj0DIMg7RQUcRqFvhErtSnOM,"Dunakeszi Cseresznyés utca,Hungary",47.6354058,19.1621093,1,2120,OK,route
107,ROOFTOP,"Budapest, Podmaniczky u. 2, 1065 Hungary",ChIJaaefvxLcQUcRdaTKeHvEpJ0,"6. kerület Podmaniczky utca 2.,Hungary",47.5073634,19.0554884,1,1065,OK,street_address
108,ROOFTOP,"Budapest, Kanizsai u. 13, 1114 Hungary",ChIJwwZrAbHdQUcRphzuGIGoO2o,"11. kerület Kanizsai utca 13.,Hungary",47.47267919999999,19.0438286,1,1114,OK,street_address
109,GEOMETRIC_CENTER,"Budaörs, Patkó u., 2040 Hungary",ChIJf0PvNSreQUcRn-HpvpHiFVg,"Budaörs Patkó utca,Hungary",47.459457,18.9408248,1,2040,OK,route
110,ROOFTOP,"Budapest, Károly krt. 9, 1075 Hungary",ChIJG6qLIkLcQUcRBoxidTX5YCs,"7. kerület Károly körút 9.,Hungary",47.4966016,19.0578469,1,1075,OK,street_address
111,ROOFTOP,"Nagykovácsi, Nagykovácsi utca 10, 2094 Hungary",ChIJx3nNAhV2akcR3sI8F3Lb1Hs,"Nagykovácsi Nagykovácsi út 10.,Hungary",47.5601259,18.918462,1,2094,OK,street_address
112,GEOMETRIC_CENTER,"Budapest, Silvanus stny., 1031 Hungary",ChIJDUNWnoXZQUcR-RfIcqqnkr4,"3. kerület Silvanus sétány,Hungary",47.567932,19.0592539,1,1031,OK,route
113,ROOFTOP,"Budapest, Kelemen László u. 15, 1026 Hungary",ChIJm1Xw5dHeQUcRZ_aybmCw2_Y,"2. kerület Kelemen László utca 15.,Hungary",47.5235765,18.9932812,1,1026,OK,street_address
114,GEOMETRIC_CENTER,"Gödöllő, Munkácsy Mihály út, 2100 Hungary",ChIJF3zMjzvJQUcR2e1NdzzH_aA,"Gödöllő Munkácsy Mihály út,Hungary",47.60289299999999,19.353773,1,2100,OK,route
115,ROOFTOP,"Budapest, Dob u. 53, 1074 Hungary",ChIJx5WCxmjcQUcR2fMLMyGfebI,"7. kerület Dob utca 53.,Hungary",47.5010371,19.0651914,1,1074,OK,street_address
116,ROOFTOP,"Budapest, Szent László út 14, 1135 Hungary",ChIJ_RIVoJrbQUcRPNrgh6kEp2k,"13. kerület Szent László út 14.,Hungary",47.52511399999999,19.084409,1,1135,OK,street_address
117,GEOMETRIC_CENTER,"Budapest, Ják u., 1221 Hungary",ChIJ71o1rHbnQUcREqbQLLy4hjk,"22. kerület Ják utca,Hungary",47.427682,19.0244847,1,1221,OK,route
118,GEOMETRIC_CENTER,"Budapest, Magyar u., 1053 Hungary",ChIJ3W9ypETcQUcRvi8mwGNpm0M,"5. kerület Magyar utca,Hungary",47.4919704,19.0604959,1,1053,OK,route
119,ROOFTOP,"Budapest, Kossuth Lajos u. 17, 1053 Hungary",ChIJV1MldUPcQUcRGo9nqjoRab0,"5. kerület Kossuth Lajos utca 17.,Hungary",47.4938964,19.0591144,1,1053,OK,street_address
120,GEOMETRIC_CENTER,"Budapest, Bolgárkertész u., 1148 Hungary",ChIJ8ccqZajcQUcR3MG8KJRde-U,"14. kerület Bolgárkertész utca,Hungary",47.5038825,19.1293372,1,1148,OK,route
121,ROOFTOP,"Budapest, Bánki Donát u. 24, 1148 Hungary",ChIJ--sU76fcQUcRg53Qhp2XJvc,"14. kerület Bánki Donát utca 24.,Hungary",47.505214,19.128812,1,1148,OK,street_address
122,ROOFTOP,"Budapest, Vécsey Károly u. 118b, 1046 Hungary",ChIJ92u6ekPaQUcRA6mebuB0ADs,"4. kerület Vécsey Károly utca 118/B,Hungary",47.5659587,19.1098561,1,1046,OK,street_address
123,ROOFTOP,"Budapest, Tamási Áron u. 54, 1124 Hungary",ChIJGbnIAY_eQUcRv00o_Q4XCLI,"12. kerület Tamási Áron utca 54.,Hungary",47.494915,19.00043,1,1124,OK,street_address
124,ROOFTOP,"Budapest, Röppentyű u. 73b, 1139 Hungary",ChIJlewTy8DbQUcRKtJg2XIkxOI,"13. kerület Röppentyű utca 73 B,Hungary",47.54023549999999,19.0778001,1,1139,OK,street_address
125,ROOFTOP,"Budapest, Kecskeméti u. 13, 1053 Hungary",ChIJcdmxK1vcQUcRrjRHU84F-BU,"5. kerület Kecskeméti utca 13.,Hungary",47.4901347,19.0603596,1,1053,OK,street_address
126,GEOMETRIC_CENTER,"Budapest, Rákó u., 1112 Hungary",ChIJNzszU9bdQUcRB02OeH4sHpw,"11. kerület Rákó utca,Hungary",47.4786744,19.0112668,1,1112,OK,route
