,accuracy,formatted_address,google_place_id,input_string,latitude,longitude,number_of_results,postcode,status,type
14,GEOMETRIC_CENTER,"Budapest, Várkert rkp., 1013 Hungary",ChIJsZS69jjcQUcR_UgCBe4VxEk,"1. kerület Várkert rakpart,Hungary",47.49274339999999,19.0447228,1,1013,OK,route
15,GEOMETRIC_CENTER,"Budapest, Laktanya u., 1033 Hungary",ChIJwasB3WDZQUcRkMgcIZl-k3I,"3. kerület Laktanya utca,Hungary",47.54273630000001,19.0456511,1,1033,OK,route
16,APPROXIMATE,"Zamárdi, 8621 Hungary",ChIJy7I0xC-5aUcROk5_z6vNfWQ,"Zamárdi Somogy megye,Hungary",46.8840799,17.9580947,1,8621,OK,"locality,political"
17,GEOMETRIC_CENTER,"Budapest, Honvéd tér, 1055 Hungary",ChIJSQTeEQ7cQUcRyIkADWmZ0xI,"5. kerület Honvéd tér,Hungary",47.5102425,19.0507612,1,1055,OK,route
18,GEOMETRIC_CENTER,"Budapest, Adria u., 1158 Hungary",ChIJ69VnpxDbQUcRCAqWFGaKBhk,"15. kerület Adria utca,Hungary",47.536715,19.1293617,1,1158,OK,route
19,GEOMETRIC_CENTER,"Miskolc, Lányi Ernő u., 3534 Hungary",ChIJzXSJwECeQEcRPxLKLStyK8c,"Miskolc Lányi Ernő utca,Hungary",48.1028622,20.7091446,1,3534,OK,route
20,APPROXIMATE,"Fonyód, 8640 Hungary",ChIJqWZ9mxKraUcRABseDCnEAAQ,"Fonyód Somogy megye,Hungary",46.74245190000001,17.5591474,1,8640,OK,"locality,political"
21,GEOMETRIC_CENTER,"Budapest, Sarkad u., 1162 Hungary",ChIJi1yOXdvEQUcRtB4NZi8B-YI,"16. kerület Sarkad utca,Hungary",47.5282981,19.1830318,1,1162,OK,route
22,APPROXIMATE,"Hévíz, 8380 Hungary",ChIJX9x13todaUcRP-o_S06wPfs,"Hévíz Zala megye,Hungary",46.7902864,17.1866936,1,8380,OK,"locality,political"
23,GEOMETRIC_CENTER,"Balatonszemes, Ady Endre u., 8636 Hungary",ChIJwwplLziwaUcRjH8XtRvqHgg,"Balatonszemes Ady Endre utca,Hungary",46.8137441,17.7780012,1,8636,OK,route
24,APPROXIMATE,"Nyíregyháza, Örökösföld, 4400 Hungary",ChIJpw-6b66fOEcRQdmg-Wz51Q4,"Nyíregyháza Örökösföld,Hungary",47.9588849,21.7395178,1,4400,OK,"political,sublocality,sublocality_level_1"
25,GEOMETRIC_CENTER,"Budapest, Szent Imre tér, 1211 Hungary",ChIJDwOaavTnQUcRgRRHY3QzmwU,"21. kerület Szent Imre tér,Hungary",47.4312644,19.0677816,1,1211,OK,route
26,APPROXIMATE,"Budapest, Csepel-Erdősor, Hungary",ChIJmWceyNjnQUcRfZFXmLERJfQ,"21. kerület Csepel-Erdősor,Hungary",47.4073705,19.0748171,1,,OK,"neighborhood,political"
27,GEOMETRIC_CENTER,"Budapest, Bérc u., 1016 Hungary",ChIJva_5MzbcQUcRiPXKWlR6Jv0,"1. kerület Bérc utca,Hungary",47.4881658,19.0415182,1,1016,OK,route
28,ROOFTOP,"Budapest, Ó u. 38, 1066 Hungary",ChIJd8HvVWzcQUcRQ17IN8wsagM,"6. kerület Ó utca 38.,Hungary",47.5050687,19.059313,1,1066,OK,street_address
29,GEOMETRIC_CENTER,"Kozármisleny, Pécsi u., 7761 Hungary",ChIJk63L5Bu0QkcRkNChMAGuSg4,"Kozármisleny Pécsi utca,Hungary",46.0403596,18.2865267,1,7761,OK,route
30,GEOMETRIC_CENTER,"Budapest, Fáklyaliliom u., 1029 Hungary",ChIJlZVVSCF2akcR8RN2qtVShDY,"2. kerület Fáklyaliliom utca,Hungary",47.563103,18.9414339,1,1029,OK,route
31,GEOMETRIC_CENTER,"Szeged, Klapka tér, Hungary",ChIJD2QhxAuIREcR9PI-h5Ox3oU,"Szeged Klapka tér,Hungary",46.2613263,20.146946,1,,OK,route
32,GEOMETRIC_CENTER,"Tatabánya, Bánhidai ltp., 2800 Hungary",ChIJ-wc2CsNAakcRQi2RF0Df9r4,"Tatabánya Bánhidai lakótelep,Hungary",47.577742,18.3910036,2,2800,OK,route
33,GEOMETRIC_CENTER,"Budapest, Ezredes u., 1024 Hungary",ChIJWzknG6TeQUcR7tSNKxdwMFc,"2. kerület Ezredes utca,Hungary",47.510304,19.0214868,1,1024,OK,route
34,GEOMETRIC_CENTER,"Budapest, Kertes u., 1237 Hungary",ChIJXZ0vzSXoQUcR91Tkxfj7oRw,"23. kerület Kertes utca,Hungary",47.4193948,19.1257939,1,1237,OK,route
35,GEOMETRIC_CENTER,"Budapest, Deák Ferenc tér, Hungary",EipCdWRhcGVzdCwgRGXDoWsgRmVyZW5jIHTDqXIsIE1hZ3lhcm9yc3rDoWc,"6. kerület Deák Ferenc tér,Hungary",47.49751209999999,19.0548147,1,,OK,route
36,GEOMETRIC_CENTER,"Pécs, Jókai tér, 7621 Hungary",ChIJqc7_4aGxQkcRmJVfVyl5JF8,"Pécs Jókai tér,Hungary",46.0753677,18.227734,1,7621,OK,route
37,GEOMETRIC_CENTER,"Budapest, Kriván u., 1142 Hungary",ChIJ8bJEPArbQUcRqn_YknZ5N3w,"14. kerület Kriván utca,Hungary",47.5344741,19.1077689,1,1142,OK,route
38,APPROXIMATE,"Budapest, Akadémiaújtelep, 1173 Hungary",ChIJB9vdevLDQUcRSg77Qa3b6J4,"17. kerület Akadémiaújtelep,Hungary",47.4823605,19.2216529,1,1173,OK,"neighborhood,political"
39,APPROXIMATE,"Szombathely, Oladi lakótelep, 9700 Hungary",ChIJb7a8ewy5bkcRxmnneUZIoMI,"Szombathely Oladi lakótelep,Hungary",47.2431639,16.594784,1,9700,OK,"political,sublocality,sublocality_level_1"
40,APPROXIMATE,"Komló, Körtvélyes, 7300 Hungary",ChIJLbjCS8GkQkcRQYqRPNSXGdE,"Komló Körtvélyes,Hungary",46.1894329,18.230754,2,7300,OK,"political,sublocality,sublocality_level_1"
41,GEOMETRIC_CENTER,"Pécs, Felsőmalom u., 7621 Hungary",ChIJT7lQ6wqxQkcRnrHNAuDCOUM,"Pécs Alsómalom utca,Hungary",46.0757045,18.2354086,1,7621,OK,route
42,APPROXIMATE,"Pécs, Uránváros, 7633 Hungary",ChIJMWl3LfWxQkcRwTBLb1JRohY,"Pécs Uránváros,Hungary",46.0627189,18.1967619,1,7633,OK,"political,sublocality,sublocality_level_1"
43,GEOMETRIC_CENTER,"Szeged, Kukorica u., 6724 Hungary",ChIJEULbh_yHREcR9v90cxPRgSo,"Szeged Kukorica utca,Hungary",46.270355,20.1419894,1,6724,OK,route
44,GEOMETRIC_CENTER,"Budapest, Nagysándor József u., 1152 Hungary",ChIJeQerT_baQUcRloI6G0LeKmM,"15. kerület Nagysándor József utca,Hungary",47.5603807,19.1261975,1,1152,OK,route
45,APPROXIMATE,"Biatorbágy, 2051 Hungary",ChIJHyHKCNwKakcRICYeDCnEAAQ,"Biatorbágy Tópark 'Be My City',Hungary",47.4706818,18.8205591,1,2051,OK,"locality,political"
46,GEOMETRIC_CENTER,"Budapest, Selmeci u., 1034 Hungary",ChIJzXYTc1vZQUcRkYGiBA0Aeiw,"3. kerület Selmeci utca,Hungary",47.53622259999999,19.0356769,1,1034,OK,route
47,GEOMETRIC_CENTER,"Debrecen, Simonyi út, 4028 Hungary",ChIJ_2AQc-8NR0cRduIjrUEqVp0,"Debrecen Simonyi út,Hungary",47.5466852,21.6271104,1,4028,OK,route
48,GEOMETRIC_CENTER,"Budapest, Petneházy köz, 1139 Hungary",ChIJbY5K7OrbQUcRh3eIOJXO1GY,"13. kerület Petneházy köz,Hungary",47.5345702,19.0734773,1,1139,OK,route
49,APPROXIMATE,"Biatorbágy, 2051 Hungary",ChIJHyHKCNwKakcRICYeDCnEAAQ,"Biatorbágy Sasbérc út,Hungary",47.4706818,18.8205591,1,2051,OK,"locality,political"
50,APPROXIMATE,"Kispest, 1196 Hungary",ChIJf_bNOsLCQUcReHa9VYHIhPQ,"19. kerület Kispest,Hungary",47.45,19.133333,1,1196,OK,"locality,political"
51,APPROXIMATE,"Gödöllő, Hungary",ChIJa2VoHxfJQUcRABoeDCnEAAQ,"Gödöllő Pest megye,Hungary",47.6007732,19.3605431,1,,OK,"locality,political"
52,ROOFTOP,"Miskolc, Fazola Henrik u. 23, 3534 Hungary",ChIJy92NijieQEcRDaalcdxWERY,"Miskolc Fazola Henrik utca 23.,Hungary",48.104029,20.7161602,1,3534,OK,street_address
53,ROOFTOP,"Hévíz, Martinovics u. 9, 8380 Hungary",ChIJUxC_ceYdaUcRhaXOOcNLkn0,"Hévíz Martinovics utca 9.,Hungary",46.7923523,17.1844105,1,8380,OK,street_address
54,GEOMETRIC_CENTER,"Miskolc, Arany János u., 3530 Hungary",ChIJUQElhvmfQEcRr7iCH-ZsuEA,"Miskolc Arany János utca,Hungary",48.1016262,20.7886355,1,3530,OK,route
55,ROOFTOP,"Budapest, Dózsa György út 100, 1068 Hungary",ChIJa9IEIIjbQUcRExd6ntFM1R8,"6. kerület Dózsa György út 100.,Hungary",47.515295,19.075586,1,1068,OK,street_address
56,GEOMETRIC_CENTER,"Keszthely, Belváros, 8360 Hungary",ChIJ8XmPR6DiaEcRYfJEQ8r_jag,"Keszthely Belváros,Hungary",46.7661953,17.2429137,1,8360,OK,route
57,APPROXIMATE,"Dunaújváros, Római városrész, 2400 Hungary",ChIJxRFavmIXQkcRm0NYoKrGPdY,"Dunaújváros Római városrész,Hungary",46.9714929,18.935527,1,2400,OK,"political,sublocality,sublocality_level_1"
58,APPROXIMATE,"Budapest, Budafok-Tétény, 1222 Hungary",ChIJlc6Xap7nQUcRwYyxWMix-_w,"22. kerület Nagytétény,Hungary",47.425,19.031667,1,1222,OK,"political,sublocality,sublocality_level_1"
59,APPROXIMATE,"Nyíregyháza, Hungary",ChIJ31dXt-efOEcRoBEeDCnEAAQ,"Nyíregyháza Dohány utca 7.,Hungary",47.9495324,21.7244053,1,,OK,"locality,political"
60,APPROXIMATE,"Dunaújváros, Béke városrész, 2400 Hungary",ChIJuQm7BWgXQkcROs6gmhAp8es,"Dunaújváros Béke városrész,Hungary",46.9649249,18.918812,1,2400,OK,"political,sublocality,sublocality_level_1"
61,ROOFTOP,"Budapest, Széchenyi u. 8, 1191 Hungary",ChIJfdj1sd7CQUcR_KiVscnqLCY,"19. kerület Széchenyi utca 8.,Hungary",47.4598858,19.135748,1,1191,OK,street_address
62,GEOMETRIC_CENTER,"Budapest, Zrínyi u., 1051 Hungary",EihCdWRhcGVzdCwgWnLDrW55aSB1LiwgMTA1MSBNYWd5YXJvcnN6w6Fn,"4. kerület Zrínyi utca,Hungary",47.5004008,19.0500316,1,1051,OK,route
63,GEOMETRIC_CENTER,"Budapest, Lakatos út, 1184 Hungary",ChIJKXCfuVbCQUcR-0xu214PMKc,"18. kerület Lakatos út,Hungary",47.451448,19.172897,1,1184,OK,route
64,GEOMETRIC_CENTER,"Budapest, Gyöngyház u., 1132 Hungary",ChIJ39S22AvcQUcRbdJGfOyYVjM,"13. kerület Gyöngyház utca,Hungary",47.5152513,19.0553241,1,1132,OK,route
65,GEOMETRIC_CENTER,"Budapest, Sósmocsár út, 1237 Hungary",ChIJnxKr2i3oQUcRogdEY2Uv5Ck,"23. kerület Sósmocsár út,Hungary",47.4155417,19.134967,1,1237,OK,route
66,GEOMETRIC_CENTER,"Pécs, Ybl Miklós u., 7633 Hungary",ChIJJQyIVvOxQkcRNvlEnCXgcIU,"Pécs Ybl Miklós utca,Hungary",46.06552869999999,18.1985041,1,7633,OK,route
67,GEOMETRIC_CENTER,"Budapest, Páskomliget u., 1156 Hungary",ChIJbXsIGuLaQUcRgG2EGh3hCkM,"15. kerület Páskom liget,Hungary",47.5469355,19.1351485,1,1156,OK,route
68,GEOMETRIC_CENTER,"Szeged, Szent János tér, 6791 Hungary",ChIJKUmGOUCHREcR5_FbGJTKl5Q,"Szeged Szent János tér,Hungary",46.27437750000001,20.0627314,1,6791,OK,route
69,APPROXIMATE,"Dunaújváros, 2400 Hungary",ChIJ9_3lBRoXQkcRwBIeDCnEAAQ,"Dunaújváros Technikum városrész,Hungary",46.9619059,18.9355227,1,2400,OK,"locality,political"
70,GEOMETRIC_CENTER,"Budapest, Nagyvárad tér, Hungary",,"8. kerület Nagyvárad tér,Hungary",47.4785501,19.0901018,1,,OK,route
71,GEOMETRIC_CENTER,"Budapest, Baba u., Hungary",ChIJuZO7uqjCQUcRugMCdZHdPRk,"20. kerület Baba utca,Hungary",47.4328824,19.1079248,1,,OK,route
72,GEOMETRIC_CENTER,"Dunaújváros, Szórád Márton út, 2400 Hungary",ChIJM912wHoXQkcRBKoGrA4Uxnc,"Dunaújváros Szórád Márton út,Hungary",46.9641825,18.9337176,1,2400,OK,route
73,GEOMETRIC_CENTER,"Budapest, Víziorgona u., 1039 Hungary",ChIJ5y4zvdnZQUcRaOcOYzil3yo,"3. kerület Víziorgona utca,Hungary",47.5978067,19.0483603,1,1039,OK,route
74,GEOMETRIC_CENTER,"Budapest, Tamás u., 1038 Hungary",ChIJd0i_UdHZQUcRoMXz0b4EpPI,"3. kerület Tamás utca,Hungary",47.5971452,19.0393012,1,1038,OK,route
75,APPROXIMATE,"Kecskemét, Hungary",ChIJPxz2CGHaQ0cRgBEeDCnEAAQ,"Kecskemét Bernáth János utca 2.,Hungary",46.8963711,19.6896861,1,,OK,"locality,political"
76,GEOMETRIC_CENTER,"Győr, Babits Mihály u., 9024 Hungary",ChIJrZ9hKfG_a0cRESSGAmNwqV8,"Győr Babits Mihály utca,Hungary",47.6776553,17.6335284,1,9024,OK,route
77,GEOMETRIC_CENTER,"Baja, Alvég u., 6500 Hungary",ChIJKWMrYT4gQ0cRLRG3rouEbFQ,"Baja Alvég,Hungary",46.1564667,18.9431679,1,6500,OK,route
78,GEOMETRIC_CENTER,"Szeged, Fő fasor, 6726 Hungary",ChIJT5vtCk6IREcRuqX254-lp5w,"Szeged Fő fasor,Hungary",46.2422177,20.182008,1,6726,OK,route
79,GEOMETRIC_CENTER,"Budapest, Ilona u., 1203 Hungary",ChIJBZuuHLTCQUcRETivs_8WRLw,"20. kerület Ilona utca,Hungary",47.4440724,19.109088,1,1203,OK,route
80,GEOMETRIC_CENTER,"Debrecen, Sárvári Pál u., 4031 Hungary",ChIJBy2sSSMOR0cRqrBvCGG5k9k,"Debrecen Sárvári Pál utca,Hungary",47.5145586,21.5969163,1,4031,OK,route
81,GEOMETRIC_CENTER,"Sopron, Várkerület, 9400 Hungary",ChIJRXCZ9qM8bEcRTdpDvvlqkjQ,"Sopron Várkerület,Hungary",47.6851431,16.5927897,1,9400,OK,route
82,GEOMETRIC_CENTER,"Pécs, Kálvin u., Hungary",ChIJWRMMc52xQkcRqmXTzI1My5Y,"Pécs Kálvin utca,Hungary",46.0678764,18.2281541,1,,OK,route
83,APPROXIMATE,"Zalaegerszeg, Hungary",ChIJAUrT5hcoaUcRUBIeDCnEAAQ,"Zalaegerszeg Zala megye,Hungary",46.8416936,16.8416322,1,,OK,"locality,political"
84,GEOMETRIC_CENTER,"Veszprém, Avar u., 8200 Hungary",ChIJ0Yoce_iaaUcRXzUcPHD4P5k,"Veszprém Avar utca,Hungary",47.1059058,17.8942813,1,8200,OK,route
85,ROOFTOP,"Debrecen, Hollós u. 4, 4032 Hungary",ChIJVwqwLQ0SR0cRcQq8OusHSXQ,"Debrecen Hollós utca 4.,Hungary",47.5596703,21.60505,1,4032,OK,street_address
86,APPROXIMATE,"Budapest, District III., Hungary",ChIJ8bbHFKbZQUcRYNUeDCnEAAU,"3. kerület Csónakház utca,Hungary",47.5671768,19.0368517,1,,OK,"political,sublocality,sublocality_level_1"
87,GEOMETRIC_CENTER,"Dunaújváros, Gagarin tér, 2400 Hungary",ChIJ2f87qoIXQkcRmniR7b9t48E,"Dunaújváros Gagarin tér,Hungary",46.9614815,18.9443404,1,2400,OK,route
88,APPROXIMATE,"Dunaújváros, Barátság városrész, 2400 Hungary",ChIJf082xZwXQkcRDaVDCCt0cy0,"Dunaújváros Barátság városrész,Hungary",46.9596099,18.948171,1,2400,OK,"political,sublocality,sublocality_level_1"
89,GEOMETRIC_CENTER,"Budapest, Verseny u., Hungary",EiNCdWRhcGVzdCwgVmVyc2VueSB1LiwgTWFneWFyb3JzesOhZw,"7. kerület Verseny utca,Hungary",47.50182359999999,19.0872195,1,,OK,route
90,APPROXIMATE,"Dunaújváros, 2400 Hungary",ChIJ9_3lBRoXQkcRwBIeDCnEAAQ,"Dunaújváros Északi lakópark,Hungary",46.9619059,18.9355227,1,2400,OK,"locality,political"
91,GEOMETRIC_CENTER,"Pécs, Bajcsy-Zsilinszky u., 7622 Hungary",ChIJZXf2HZ6xQkcReQFBbg-HzEs,"Pécs Bajcsy-Zsilinszky utca,Hungary",46.0706148,18.2301124,1,7622,OK,route
92,GEOMETRIC_CENTER,"Kecskemét, Bagi László u., 6000 Hungary",ChIJQfsjfRPaQ0cRJ5KlJtaO5iE,"Kecskemét Bagi László utca,Hungary",46.9034071,19.6890592,1,6000,OK,route
93,ROOFTOP,"Miskolc, Szinyei Merse Pál u. 17, 3534 Hungary",ChIJ7SDQt0GeQEcROFVeSVjlUj8,"Miskolc Szinyei Merse Pál utca 17.,Hungary",48.1018516,20.704958,1,3534,OK,"establishment,point_of_interest,premise"
94,GEOMETRIC_CENTER,"Budapest, Athéni u., 1045 Hungary",ChIJjzf4rUzaQUcRDDJCAONiYig,"4. kerület Athéni utca,Hungary",47.55256,19.0972778,1,1045,OK,route
95,ROOFTOP,"Budapest, Kálvária tér 20, 1089 Hungary",ChIJY1RbNfLcQUcRAu6YYscITd4,"8. kerület Kálvária tér 20.,Hungary",47.4893553,19.0856181,1,1089,OK,street_address
96,GEOMETRIC_CENTER,"Budapest, Kővágó u., 1108 Hungary",ChIJ8_98rxHDQUcRiPWRtZ0vtkg,"10. kerület Kővágó utca,Hungary",47.472752,19.163612,1,1108,OK,route
97,APPROXIMATE,"Kiskunfélegyháza, Petőfi lakótelep, 6100 Hungary",ChIJhQXh3NrrQ0cRijVbTqgkYoo,"Kiskunfélegyháza Petőfi-lakótelep,Hungary",46.7225739,19.849625,1,6100,OK,"political,sublocality,sublocality_level_1"
98,GEOMETRIC_CENTER,"Balatonalmádi, Budatava u., 8220 Hungary",ChIJw75VBA6UaUcR3Q9O-o30xko,"Balatonalmádi Budatava,Hungary",47.0334222,18.0297181,1,8220,OK,route
99,APPROXIMATE,"Budapest, District II, Hungary",ChIJLYpkN9rYQUcRUNUeDCnEAAU,"2. kerület Kilátás utca,Hungary",47.5393329,18.986934,1,,OK,"political,sublocality,sublocality_level_1"
100,GEOMETRIC_CENTER,"Budapest, Kolozsvár u., 1155 Hungary",ChIJgRiQkgXbQUcRSOQrxG0M3P4,"15. kerület Kolozsvár utca,Hungary",47.5392373,19.1183961,1,1155,OK,route
101,APPROXIMATE,"Budapest, District X., Hungary",ChIJodvZ6mrDQUcR0NUeDCnEAAU,"10. kerület Gyárdűlői lakótelep,Hungary",47.4820909,19.1575028,1,,OK,"political,sublocality,sublocality_level_1"
102,APPROXIMATE,"Nyíregyháza, Hungary",ChIJ31dXt-efOEcRoBEeDCnEAAQ,"Nyíregyháza Belváros,Hungary",47.9495324,21.7244053,1,,OK,"locality,political"
103,GEOMETRIC_CENTER,"Budapest, Jávorka Ádám u., 1147 Hungary",ChIJUdOmR27bQUcRQN7QNVCFZb0,"14. kerület Jávorka Ádám utca,Hungary",47.5219297,19.1136947,1,1147,OK,route
104,GEOMETRIC_CENTER,"Székesfehérvár, Ybl Miklós ltp., 8000 Hungary",ChIJuZ3FMbP3aUcRuH5rOO8Vzx4,"Székesfehérvár Ybl Miklós lakótelep,Hungary",47.196107,18.405321,1,8000,OK,route
105,ROOFTOP,"Kecskemét, Mátyás király krt. 89, 6000 Hungary",ChIJ44RWtvbZQ0cRV9_x62Zi1tE,"Kecskemét Mátyás király körút 89.,Hungary",46.92365299999999,19.7022109,1,6000,OK,street_address
106,GEOMETRIC_CENTER,"Kecskemét, Jókai u., 6000 Hungary",ChIJ9ZORzRraQ0cR-X6ZubBh-ts,"Kecskemét Jókai utca,Hungary",46.9132813,19.6897565,1,6000,OK,route
107,GEOMETRIC_CENTER,"Pécs, Fábián Béla u., 7635 Hungary",ChIJ5dh6htexQkcRgKa0fxKD3Aw,"Pécs Fábián Béla utca,Hungary",46.0918119,18.1907992,1,7635,OK,route
108,GEOMETRIC_CENTER,"Budapest, Vásárfia utca, 1112 Hungary",ChIJ076EdQzeQUcRpPHfO5a_8L0,"11. kerület Vásárfia utca,Hungary",47.4651916,18.9920804,1,1112,OK,route
109,GEOMETRIC_CENTER,"Miskolc, Dayka Gábor u., Hungary",ChIJ9Zz91OWfQEcRiuvlllXhHnc,"Miskolc Dayka Gábor utca,Hungary",48.1043116,20.7755118,1,,OK,route
110,GEOMETRIC_CENTER,"Szeged, Bibó István u., 6724 Hungary",ChIJK6-oF-OHREcRCIipa8dw3dk,"Szeged Bibó István utca,Hungary",46.2667954,20.1414558,1,6724,OK,route
111,GEOMETRIC_CENTER,"Budapest, Barázda u., Hungary",ChIJ3TzJIp_dQUcR0ePzpnGnuuI,"11. kerület Barázda utca,Hungary",47.4572377,19.0473862,1,,OK,route
112,GEOMETRIC_CENTER,"Pécs, Endresz György u., 7633 Hungary",ChIJ24Y0Wo2xQkcRB49CbFqGf6Q,"Pécs Endresz György utca,Hungary",46.069515,18.202581,1,7633,OK,route
113,GEOMETRIC_CENTER,"Budapest, Bazin u., 1121 Hungary",ChIJ7ehLTHveQUcRnOj6hHv9gjk,"12. kerület Bazin utca,Hungary",47.4826056,18.9955193,1,1121,OK,route
114,GEOMETRIC_CENTER,"Budapest, Béla király út, Hungary",ChIJf0fO1eXeQUcRYFbzyjAa70c,"12. kerület Béla király út,Hungary",47.5066685,18.978375,1,,OK,route
115,GEOMETRIC_CENTER,"Pécs, Boltív köz, 7621 Hungary",ChIJudBzzKGxQkcRjLdV_eSlxWA,"Pécs Boltív köz,Hungary",46.0758175,18.2300637,1,7621,OK,route
116,APPROXIMATE,"Budakeszi, 2092 Hungary",ChIJk9yGsoZ1akcRcCceDCnEAAQ,"Budakeszi MILLER RESIDENCE,Hungary",47.5136249,18.9278382,1,2092,OK,"locality,political"
117,GEOMETRIC_CENTER,"Budapest, Czuczor u., 1093 Hungary",ChIJo2Oi4VDcQUcRj8JdOt7X4hg,"9. kerület Czuczor utca,Hungary",47.4849005,19.0616155,1,1093,OK,route
118,GEOMETRIC_CENTER,"Vác, 2600 Hungary",ChIJNTRVL-IqQEcRUSsVcAdPmvk,"Vác Alsóváros,Hungary",47.7730556,19.1497222,1,2600,OK,"establishment,point_of_interest,train_station,transit_station"
119,GEOMETRIC_CENTER,"Budapest, Szalag u., 1011 Hungary",ChIJJbURqCLcQUcRmcKOAZfP5Q8,"1. kerület Szalag utca,Hungary",47.5013422,19.0374598,1,1011,OK,route
120,ROOFTOP,"Budapest, Gödöllői u. 135, 1141 Hungary",ChIJQxhB_0XbQUcRAn52eanLfJ8,"14. kerület Gödöllői utca 135.,Hungary",47.5192369,19.139535,1,1141,OK,street_address
121,APPROXIMATE,"Kiskunfélegyháza, 6100 Hungary",ChIJzRIFpbjrQ0cREi3CR85E27A,"Kiskunfélegyháza Városközpont,Hungary",46.7112802,19.8515196,1,6100,OK,"locality,political"
122,GEOMETRIC_CENTER,"Nyíregyháza, Törzs u., 4400 Hungary",ChIJuZydf62fOEcRH2fJIqoF1_k,"Nyíregyháza Törzs utca,Hungary",47.9567318,21.7428402,1,4400,OK,route
123,ROOFTOP,"Budapest, Angol u. 44, 1149 Hungary",ChIJxZsPtGXbQUcRRjjx0GLEIhI,"14. kerület Angol utca 44.,Hungary",47.516665,19.113281,1,1149,OK,street_address
124,GEOMETRIC_CENTER,"Budapest, Eötvös u., 1153 Hungary",ChIJZfjBqlbaQUcRbfZIlSc46sY,"15. kerület Eötvös utca,Hungary",47.5543152,19.1122617,1,1153,OK,route
125,GEOMETRIC_CENTER,"Budapest, Szlávy u., Hungary",ChIJp67dDTvDQUcRivrtad95-JY,"10. kerület Szlávy utca,Hungary",47.474782,19.1407824,1,,OK,route
126,APPROXIMATE,"Budapest, District III., Hungary",ChIJ8bbHFKbZQUcRYNUeDCnEAAU,"3. kerület Kaszásdűlői lakótelep,Hungary",47.5671768,19.0368517,1,,OK,"political,sublocality,sublocality_level_1"
