Address,Settlement
10. kerület Dombtető utca,10. kerület
3. kerület Hunor utca 24.,3. kerület
6. kerület Vörösmarty utca,6. kerület
4. kerület Rózsa utca,4. kerület
13. kerület Budai Nagy Antal utca,13. kerület
10. kerület Gergely utca,10. kerület
9. kerület Tóth Kálmán utca,9. kerület
3. kerület Gyűrű utca,3. kerület
4. kerület Kassai utca,4. kerület
2. kerület Vérhalom utca 12.,2. kerület
12. kerület Kútvölgy,12. kerület
6. kerület Zichy Jenő utca 36.,6. kerület
11. kerület Halmi utca,11. kerület
Mosonmagyaróvár Károly út,Mosonmagyaróvár
6. kerület Szondi utca 70.,6. kerület
7. kerület Erzsébet körút 14.,7. kerület
11. kerület Ulászló utca 39.,11. kerület
13. kerület Tátra utca,13. kerület
11. kerület Nádorliget utca,11. kerület
2. kerület Tölgyfa utca,2. kerület
11. kerület Péterhegy,11. kerület
3. kerület Bécsi út,3. kerület
4. kerület Erkel Gyula utca,4. kerület
13. kerület Arasz utca,13. kerület
8. kerület Lujza utca 10.,8. kerület
3. kerület Bálint György utca,3. kerület
3. kerület Békásmegyeri lakótelep Duna felől,3. kerület
9. kerület Belső-Ferencváros,9. kerület
10. kerület Gyalog utca,10. kerület
12. kerület Alkotás utca 7/A,12. kerület
5. kerület Királyi Pál utca,5. kerület
2. kerület Lipótmező,2. kerület
3. kerület Rómaifürdő,3. kerület
18. kerület Havanna lakótelep,18. kerület
6. kerület Domus Körönd,6. kerület
3. kerület Akác köz,3. kerület
14. kerület Rákosfalva,14. kerület
2. kerület Felhévíz,2. kerület
9. kerület Bakáts utca,9. kerület
7. kerület Peterdy utca,7. kerület
6. kerület Podmaniczky utca,6. kerület
20. kerület Gubacs – Mediterrán lakópark,20. kerület
12. kerület Álom utca,12. kerület
6. kerület Vörösmarty utca 62.,6. kerület
8. kerület Józsefváros – Csarnoknegyed,8. kerület
14. kerület Ilka utca 26.,14. kerület
15. kerület Zsókavár utca,15. kerület
7. kerület Cserhát utca,7. kerület
14. kerület Ond vezér útja,14. kerület
8. kerület Mátyás tér,8. kerület
13. kerület Victor Hugo utca,13. kerület
9. kerület Páva utca,9. kerület
13. kerület Petneházy utca,13. kerület
13. kerület Csata utca 30.,13. kerület
2. kerület Fillér 53,2. kerület
3. kerület Pusztakúti út,3. kerület
9. kerület Máriássy utca 6.,9. kerület
8. kerület Teleki László tér,8. kerület
3. kerület San Marco utca,3. kerület
14. kerület Ilka utca 49.,14. kerület
7. kerület Damjanich utca 2.,7. kerület
9. kerület Dési Huber utca,9. kerület
12. kerület Hadik András utca 15.,12. kerület
9. kerület Thaly Kálmán utca 26.,9. kerület
4. kerület József Attila utca 94-100,4. kerület
5. kerület Kossuth Lajos tér,5. kerület
13. kerület Kerekes utca,13. kerület
5. kerület Honvéd utca,5. kerület
8. kerület Józsefváros – Corvinnegyed,8. kerület
13. kerület Jász utca 36.,13. kerület
5. kerület Sütő utca,5. kerület
13. kerület Dagály utca,13. kerület
6. kerület Felső erdősor 1.,6. kerület
12. kerület Budakeszierdő,12. kerület
Debrecen Hadházi út,Debrecen
6. kerület Révay utca 18.,6. kerület
15. kerület Páskomliget utca 52.,15. kerület
6. kerület Székely Bertalan utca,6. kerület
13. kerület Hegedűs Gyula utca 64.,13. kerület
3. kerület Margitliget utca,3. kerület
12. kerület Mártonhegyi út,12. kerület
7. kerület Gozsdu udvar,7. kerület
6. kerület Szófia utca,6. kerület
3. kerület Lajos utca,3. kerület
4. kerület Csíksomlyó utca 15.,4. kerület
8. kerület Kálvária tér,8. kerület
12. kerület Mártonhegy,12. kerület
11. kerület Albert utca,11. kerület
12. kerület Városmajor utca,12. kerület
8. kerület Józsefváros – Népszínháznegyed,8. kerület
3. kerület Csillaghegy,3. kerület
5. kerület Belváros,5. kerület
11. kerület Hosszúrét,11. kerület
14. kerület Cházár András utca,14. kerület
11. kerület Albertfalvai tisztviselőtelep,11. kerület
2. kerület Országút,2. kerület
12. kerület Kiss János altábornagy utca,12. kerület
8. kerület Szerdahelyi utca,8. kerület
2. kerület Pálvölgyi út 10.,2. kerület
2. kerület Varsányi Irén utca,2. kerület
13. kerület Visegrádi utca 43.,13. kerület
6. kerület Szív utca,6. kerület
16. kerület Cinkota – Európa lakókert,16. kerület
14. kerület Városliget,14. kerület
1. kerület Attila út 4.,1. kerület
11. kerület Rozsdafarkú utca 6.,11. kerület
12. kerület Költő utca,12. kerület
11. kerület Rozsdafarkú utca,11. kerület
5. kerület Szervita tér,5. kerület
11. kerület Albertfalva,11. kerület
1. kerület Attila út 27.,1. kerület
16. kerület Enikő utca,16. kerület
11. kerület Lágymányosi lakótelep,11. kerület
14. kerület Erzsébet királyné útja,14. kerület
11. kerület Karolina út,11. kerület
6. kerület Bajcsy-Zsilinszky út,6. kerület
11. kerület Bártfai utca,11. kerület
9. kerület József Attila lakótelep,9. kerület
9. kerület Lobogó utca,9. kerület
13. kerület Reitter Ferenc utca,13. kerület
5. kerület Szent István körút 13.,5. kerület
3. kerület Zsirai Miklós utca,3. kerület
14. kerület Kiszugló,14. kerület
13. kerület Madarász Viktor utca,13. kerület
Dunakeszi Toldi-Dombliget lakópark,Dunakeszi
14. kerület Törökőr utca,14. kerület
19. kerület Zalaegerszeg utca,19. kerület
2. kerület Csalogány utca,2. kerület
7. kerület Szövetség utca,7. kerület
4. kerület Munkásotthon utca,4. kerület
6. kerület Rózsa utca 84.,6. kerület
11. kerület Torbágy utca,11. kerület
Dunakeszi Madách-lakópark,Dunakeszi
Dunakeszi Tóváros,Dunakeszi
9. kerület Sobieski János utca,9. kerület
6. kerület Délibáb utca,6. kerület
14. kerület Istvánmezei út,14. kerület
11. kerület Kérő utca,11. kerület
2. kerület Szépilona,2. kerület
4. kerület Káposztásmegyer I. lakótelep,4. kerület
5. kerület Zrínyi utca,5. kerület
2. kerület Ferenchegyi út 33.,2. kerület
4. kerület Béla utca,4. kerület
11. kerület Október huszonharmadika utca,11. kerület
12. kerület Márvány utca 23.,12. kerület
9. kerület Ifjúmunkás utca,9. kerület
8. kerület Orczy út 39.,8. kerület
14. kerület Angol utca 30.,14. kerület
2. kerület Bajvívó utca,2. kerület
Budaörs Városközpont,Budaörs
10. kerület Ónodi utca,10. kerület
13. kerület Vizafogó – Riverside,13. kerület
13. kerület Párkány utca 4/b,13. kerület
16. kerület Rezgőfű utca,16. kerület
11. kerület Dayka Gábor utca,11. kerület
10. kerület Újhegyi út,10. kerület
16. kerület Bökényföldi út,16. kerület
1. kerület Krisztinaváros – Naphegy,1. kerület
18. kerület Kolozsvár utca,18. kerület
8. kerület Molnár Ferenc tér,8. kerület
5. kerület Fehér Hajó utca,5. kerület
1. kerület Toldy Ferenc utca,1. kerület
16. kerület Rákosszentmihály,16. kerület
18. kerület Csontváry Kosztka Tivadar utca 23.,18. kerület
5. kerület Károlyi kert,5. kerület
3. kerület Táborhegy,3. kerület
5. kerület Sörház utca,5. kerület
6. kerület Bajnok utca,6. kerület
13. kerület Ördögmalom utca,13. kerület
2. kerület II/A kerület – Remetekertváros,2. kerület
11. kerület Bartók Béla út 21.,11. kerület
3. kerület Kenyeres utca,3. kerület
4. kerület Aradi utca 19.fszt.3,4. kerület
9. kerület Üllői út 29.,9. kerület
11. kerület Fejér Lipót utca,11. kerület
18. kerület Havanna utca,18. kerület
17. kerület Rákosmezei repülők útja,17. kerület
2. kerület Hűvösvölgyi út,2. kerület
3. kerület Békásmegyer – Pusztadomb,3. kerület
2. kerület Szpáhi utca,2. kerület
3. kerület Kadosa utca,3. kerület
6. kerület Andrássy út 13.,6. kerület
11. kerület Bartók Béla út 19.,11. kerület
8. kerület József utca 46.,8. kerület
11. kerület Vincellér utca,11. kerület
13. kerület Szent István körút,13. kerület
5. kerület Akadémia utca,5. kerület
2. kerület Fillér utca,2. kerület
14. kerület Tábornok utca,14. kerület
11. kerület Bertalan Lajos utca 26.,11. kerület
3. kerület Zemplén Győző utca,3. kerület
17. kerület Rákoskeresztúri lakótelep,17. kerület
3. kerület Bóbita utca,3. kerület
15. kerület Törökszegfű tér,15. kerület
14. kerület Szobránc utca,14. kerület
11. kerület Fehérvári út 106.,11. kerület
14. kerület Jávor utca,14. kerület
13. kerület Hajdú köz,13. kerület
1. kerület Aladár utca,1. kerület
12. kerület Pethényi út 30.,12. kerület
2. kerület Pusztaszeri út,2. kerület
14. kerület Ilka utca,14. kerület
3. kerület Csillaghegy – Rókahegy,3. kerület
6. kerület Andrássy út 7.,6. kerület
3. kerület Forest Hill Lakópark,3. kerület
15. kerület Nyírpalota út,15. kerület
3. kerület Budakalász utca,3. kerület
11. kerület Lágymányosi utca 22.,11. kerület
9. kerület Ferencváros,9. kerület
Dunakeszi Fenyves,Dunakeszi
6. kerület Csengery utca 54.,6. kerület
14. kerület Kalocsai utca,14. kerület
17. kerület I. utca,17. kerület
14. kerület Csertő utca,14. kerület
10. kerület Üllői út,10. kerület
9. kerület Ferenc körút,9. kerület
17. kerület Korsó utca 14.,17. kerület
18. kerület Baross utca,18. kerület
1. kerület Tigris utca,1. kerület
18. kerület Építő utca,18. kerület
5. kerület Petőfi Sándor utca,5. kerület
2. kerület Bimbó út,2. kerület
12. kerület Sashegyi út,12. kerület
5. kerület Báthory utca,5. kerület
13. kerület Tisza utca,13. kerület
8. kerület Vas utca,8. kerület
5. kerület Vámház körút,5. kerület
19. kerület Kisfaludy utca,19. kerület
3. kerület Kiscelli utca,3. kerület
8. kerület József utca,8. kerület
13. kerület Úszódaru utca,13. kerület
19. kerület Kispesti lakótelep,19. kerület
2. kerület Szemlőhegy utca,2. kerület
11. kerület Bartók Béla út,11. kerület
3. kerület Nánási út,3. kerület
3. kerület Békásmegyer-Ófalu,3. kerület
9. kerület Tinódi utca 1.,9. kerület
21. kerület Csete Balázs utca,21. kerület
3. kerület Hunor utca,3. kerület
13. kerület Bodor utca 5.,13. kerület
9. kerület Pápay István utca,9. kerület
5. kerület Vécsey utca 5.,5. kerület
11. kerület Igmándi utca,11. kerület
10. kerület Fogadó utca,10. kerület
7. kerület Dembinszky utca 17.,7. kerület
3. kerület Lukács György utca,3. kerület
Balatonlelle Hullám utca 9.,Balatonlelle
4. kerület Vasvári Pál utca,4. kerület
14. kerület Tihany utca 42-44,14. kerület
6. kerület Rózsa utca,6. kerület
21. kerület Kossuth Lajos utca,21. kerület
9. kerület Tűzoltó utca,9. kerület
17. kerület Kvasz András utca 37.,17. kerület
7. kerület Madách Imre út,7. kerület
4. kerület Lóverseny tér,4. kerület
4. kerület Lebstück Mária utca,4. kerület
2. kerület Fény utca,2. kerület
5. kerület Vadász utca,5. kerület
10. kerület Sörgyár utca,10. kerület
5. kerület Apáczai Csere János utca,5. kerület
5. kerület Ferenciek tere 7.,5. kerület
13. kerület Pap Károly utca,13. kerület
13. kerület Hajdú utca,13. kerület
10. kerület Téglavető utca,10. kerület
Páty Levendula utca,Páty
Tárnok Pest megye,Tárnok
6. kerület Dózsa György út,6. kerület
12. kerület Pelsőc utca,12. kerület
22. kerület Nagytétényi út,22. kerület
20. kerület Erzsébetfalva – Pesterzsébeti lakótelep,20. kerület
1. kerület Krisztina körút,1. kerület
22. kerület Szentháromság tér,22. kerület
5. kerület Városház utca,5. kerület
6. kerület Weiner Leó utca 15.,6. kerület
11. kerület Keveháza utca,11. kerület
1. kerület Hattyú utca,1. kerület
12. kerület Zsibói utca,12. kerület
2. kerület Csatárka – Látóhegy,2. kerület
13. kerület Újlipótvárosi lakótelep,13. kerület
8. kerület Józsefváros – Losoncinegyed,8. kerület
8. kerület Fecske utca,8. kerület
Gödöllő Antalhegy,Gödöllő
18. kerület Dolgozó út,18. kerület
Gödöllő Belváros,Gödöllő
7. kerület Rumbach Sebestyén utca,7. kerület
6. kerület Munkácsy Mihály utca,6. kerület
13. kerület Rozsnyai utca,13. kerület
9. kerület Kálvin tér,9. kerület
18. kerület Lónyaytelep,18. kerület
13. kerület Szabolcs utca,13. kerület
Dunakeszi Dunapart lakópark,Dunakeszi
2. kerület Pajzs utca,2. kerület
8. kerület Hungária körút 16.,8. kerület
1. kerület Lisznyai utca 22.,1. kerület
17. kerület Rákoscsaba-Újtelep,17. kerület
2. kerület Hűvösvölgy,2. kerület
3. kerület Vörösvári út,3. kerület
Gödöllő Egyetem,Gödöllő
21. kerület Rakéta utca,21. kerület
3. kerület Forrásliget utca,3. kerület
18. kerület Lakatos-lakótelep,18. kerület
15. kerület Kinizsi utca,15. kerület
7. kerület Rottenbiller utca,7. kerület
7. kerület Rejtő Jenő utca,7. kerület
8. kerület Rökk Szilárd utca 9.,8. kerület
16. kerület Tavirózsa tér,16. kerület
5. kerület Október 6. utca,5. kerület
5. kerület Irányi utca,5. kerület
10. kerület Kőbánya – Újhegyi lakótelep,10. kerület
15. kerület Páskomliget utca,15. kerület
18. kerület Gloriett-telep,18. kerület
14. kerület Zsivora park,14. kerület
14. kerület Nagyzugló – Kerepesi úti lakótelep,14. kerület
14. kerület Csernyus utca,14. kerület
10. kerület Hungária körút,10. kerület
16. kerület Újszász utca,16. kerület
15. kerület Nádastó park,15. kerület
9. kerület Ecseri út,9. kerület
11. kerület Benedikt Ottó utca,11. kerület
Dunakeszi Szabadka utca,Dunakeszi
8. kerület Bródy Sándor utca,8. kerület
5. kerület Mérleg utca,5. kerület
14. kerület Fogarasi út,14. kerület
5. kerület Károly körút,5. kerület
2. kerület Aszú utca,2. kerület
10. kerület Kőbánya – Újhegy,10. kerület
11. kerület Muskotály utca,11. kerület
11. kerület Gazdagréti lakótelep,11. kerület
Dunakeszi Kossuth Lajos utca,Dunakeszi
13. kerület Jász utca,13. kerület
16. kerület Árpádföld,16. kerület
11. kerület Tóváros út,11. kerület
1. kerület Logodi utca,1. kerület
16. kerület Kossuth Lajos utca 39.,16. kerület
15. kerület Rákospalota,15. kerület
18. kerület Üllői út,18. kerület
3. kerület Törökkő – Gyógyszergyár utcai lakótelep,3. kerület
14. kerület Szugló utca,14. kerület
2. kerület Széher út,2. kerület
9. kerület Mátyás utca,9. kerület
7. kerület Kazinczy utca,7. kerület
13. kerület Párta köz,13. kerület
3. kerület Szentendrei út,3. kerület
17. kerület Egészségház utca,17. kerület
16. kerület Felsőmalom utca 14.,16. kerület
11. kerület Karinthy Frigyes út,11. kerület
13. kerület Taksony utca,13. kerület
1. kerület Széna tér,1. kerület
13. kerület Röppentyű utca,13. kerület
3. kerület Teszársz Károly utca,3. kerület
3. kerület Gémeskút utca,3. kerület
Sopron Faller Jenő utca 8/D,Sopron
4. kerület Anód utca,4. kerület
6. kerület Lovag utca,6. kerület
20. kerület Vörösmarty utca,20. kerület
19. kerület Hungária út,19. kerület
Érd Városközpont,Érd
2. kerület Szemlőhegy,2. kerület
12. kerület Rőzse utca,12. kerület
3. kerület Zápor utca,3. kerület
3. kerület Miklós utca,3. kerület
18. kerület Liptáktelep,18. kerület
13. kerület Radnóti Miklós utca,13. kerület
3. kerület Testvérhegy,3. kerület
11. kerület Bozókvár utca,11. kerület
11. kerület Kisköre utca,11. kerület
11. kerület Erőmű utca,11. kerület
6. kerület Teréz körút 39.,6. kerület
3. kerület Apát utca,3. kerület
10. kerület Mádi utca,10. kerület
13. kerület Szent István park,13. kerület
3. kerület Margitliget utca 2.,3. kerület
Diósd Diófasor utca,Diósd
12. kerület Böszörményi út,12. kerület
4. kerület Rózsa utca 69.,4. kerület
20. kerület Lajtha László utca 3.,20. kerület
4. kerület Kordován tér,4. kerület
16. kerület Bercsényi utca,16. kerület
10. kerület Gitár utca,10. kerület
2. kerület Gyorskocsi utca,2. kerület
8. kerület Leonardo da Vinci utca 7.,8. kerület
17. kerület Pesti út,17. kerület
18. kerület Tölgy utca 5/c,18. kerület
14. kerület Torontál utca 47.,14. kerület
10. kerület Fokos utca,10. kerület
13. kerület Hegedűs Gyula utca 32.,13. kerület
3. kerület Lajos utca 93-99,3. kerület
13. kerület nincs megadva,13. kerület
11. kerület Regős utca,11. kerület
21. kerület Kiss János altábornagy utca,21. kerület
8. kerület Baross utca 36.,8. kerület
19. kerület Batthyány utca,19. kerület
3. kerület Bogdáni út,3. kerület
11. kerület Nagyszőlős utca,11. kerület
17. kerület Újlak utca,17. kerület
13. kerület Csata utca,13. kerület
13. kerület Kresz Géza utca,13. kerület
3. kerület Árvácska utca,3. kerület
Vác Eszterházy Károly utca,Vác
21. kerület Ady Endre út 15-17.,21. kerület
11. kerület Petzvál József utca,11. kerület
Halásztelek Hold utca,Halásztelek
9. kerület Ráday utca 54.,9. kerület
21. kerület Táncsics Mihály utca,21. kerület
17. kerület Táncsics Mihály út,17. kerület
6. kerület Dessewffy utca 47.,6. kerület
14. kerület Egressy út 46.,14. kerület
9. kerület Gyáli út,9. kerület
Budaörs Puskás Tivadar út,Budaörs
Üröm Fő utca,Üröm
10. kerület Gőzmozdony utca 4.,10. kerület
3. kerület Akác köz 3.,3. kerület
9. kerület Ferenc körút 35.,9. kerület
11. kerület Tűzkő utca 9.,11. kerület
10. kerület Oltó utca,10. kerület
2. kerület Küküllő utca,2. kerület
9. kerület Epreserdő utca 4.,9. kerület
18. kerület Csontváry Kosztka Tivadar utca,18. kerület
4. kerület Templom utca 4.,4. kerület
18. kerület Péteri út,18. kerület
Solymár Terstyánszky Ödön utca 47.,Solymár
Dunakeszi Barátság útja,Dunakeszi
13. kerület Röppentyű utca 25-29.,13. kerület
3. kerület Szentendrei út 24.,3. kerület
20. kerület Berkenye sétány,20. kerület
10. kerület Szövőszék utca,10. kerület
18. kerület Széchenyi István utca,18. kerület
17. kerület Horváth Ernő utca,17. kerület
17. kerület Gyökér utca,17. kerület
Gödöllő Kazinczy körút 5.,Gödöllő
8. kerület Kenyérmező utca,8. kerület
Vecsés Dózsa György út,Vecsés
22. kerület Vöröskereszt utca,22. kerület
8. kerület Berzsenyi utca 2,8. kerület
16. kerület Pálya utca,16. kerület
8. kerület Fiumei út,8. kerület
19. kerület Jókai utca 14.,19. kerület
10. kerület Alkér utca,10. kerület
4. kerület Széchenyi tér,4. kerület
22. kerület Vihar utca 7.,22. kerület
18. kerület Margó Tivadar utca,18. kerület
12. kerület Ugocsa utca,12. kerület
3. kerület Harrer Pál utca,3. kerület
4. kerület Lakkozó utca,4. kerület
18. kerület Batthyány Lajos utca,18. kerület
15. kerület Mézeskalács tér 4.,15. kerület
12. kerület Rege út 8-10.,12. kerület
10. kerület Kőbányai út,10. kerület
Gödöllő Szent István tér,Gödöllő
6. kerület Csengery utca 82.,6. kerület
Dunakeszi Huszka Jenő utca,Dunakeszi
13. kerület Dévai utca 20/c,13. kerület
10. kerület Gyakorló utca,10. kerület
9. kerület Kerekerdő park,9. kerület
20. kerület Pacsirta utca 149.,20. kerület
14. kerület Gvadányi utca,14. kerület
11. kerület Rátz László utca,11. kerület
14. kerület Cinkotai út,14. kerület
8. kerület József körút 77-79,8. kerület
6. kerület Mozsár utca,6. kerület
11. kerület Budaörsi út 20/B,11. kerület
2. kerület Bem rakpart 51.,2. kerület
8. kerület Horánszky utca 7.,8. kerület
1. kerület Attila út 79.,1. kerület
14. kerület Huszt utca 11.,14. kerület
11. kerület Hengermalom út,11. kerület
Gödöllő Kazinczy körút,Gödöllő
7. kerület Nefelejcs utca 27-29,7. kerület
11. kerület Bogdánfy utca,11. kerület
14. kerület Füredi park,14. kerület
17. kerület Lányi Antal utca,17. kerület
22. kerület Mézesfehér utca,22. kerület
14. kerület Zászlós utca,14. kerület
19. kerület Simonyi Zsigmond utca,19. kerület
Budaörs Koszorú utca,Budaörs
6. kerület Munkácsy Mihály utca 24.,6. kerület
4. kerület Semsey Aladár park,4. kerület
11. kerület Sáfrány utca 54.,11. kerület
20. kerület Nagysándor József utca,20. kerület
8. kerület Leonardo da Vinci utca,8. kerület
1. kerület Gellérthegy utca,1. kerület
18. kerület Felleg utca,18. kerület
15. kerület Neptun utca,15. kerület
14. kerület Torontál utca,14. kerület
20. kerület Bíró Mihály utca,20. kerület
4. kerület Temesvári utca,4. kerület
6. kerület Hajós utca 43.,6. kerület
21. kerület Pöltenberg utca,21. kerület
8. kerület Dugonics utca,8. kerület
3. kerület Folyondár utca,3. kerület
11. kerület Kosztolányi Dezső tér,11. kerület
Százhalombatta Vörösmarty Mihály utca,Százhalombatta
1. kerület Logodi utca 52.,1. kerület
11. kerület Kelenföldi út,11. kerület
Fót Szent Benedek utca,Fót
12. kerület Kálló esperes utca,12. kerület
11. kerület Hadak útja,11. kerület
Dunakeszi Kolozsvár utca,Dunakeszi
2. kerület Patakhegyi utca 83-85,2. kerület
7. kerület István utca 26.,7. kerület
11. kerület Thallóczy Lajos utca 34.,11. kerület
19. kerület Rákóczi utca,19. kerület
Biatorbágy Szily Kálmán út 60.,Biatorbágy
8. kerület Szeszgyár utca,8. kerület
Dunakeszi Kápolna utca,Dunakeszi
13. kerület Szegedi út 10.,13. kerület
14. kerület Abonyi utca,14. kerület
8. kerület Vasas köz,8. kerület
11. kerület Gazdagréti tér,11. kerület
2. kerület Pálos utca,2. kerület
13. kerület Angyalföldi út 30.,13. kerület
Dunakeszi Závodszky Géza utca,Dunakeszi
13. kerület Karikás Frigyes utca,13. kerület
9. kerület Vágóhíd utca,9. kerület
13. kerület Gömb utca 2/B,13. kerület
11. kerület Nagyida köz,11. kerület
2. kerület Nyéki út,2. kerület
20. kerület Baross utca,20. kerület
Vác Hegybíró utca,Vác
11. kerület Érdi út,11. kerület
10. kerület Maglódi út,10. kerület
Dunakeszi Béke utca 2.,Dunakeszi
3. kerület Boglár utca,3. kerület
Piliscsaba Egyetem utca 5.,Piliscsaba
11. kerület Vegyész utca,11. kerület
6. kerület Hunyadi tér,6. kerület
14. kerület Dongó utca,14. kerület
15. kerület Késmárk utca,15. kerület
9. kerület Lónyay utca 52.,9. kerület
18. kerület Mikszáth Kálmán utca 2.,18. kerület
18. kerület Halomi út,18. kerület
9. kerület nincs megadva,9. kerület
5. kerület Kossuth Lajos utca,5. kerület
1. kerület Hess András tér,1. kerület
3. kerület Vízimolnár utca,3. kerület
11. kerület Mohai köz,11. kerület
19. kerület Jókai utca,19. kerület
14. kerület Kalapács utca,14. kerület
Gödöllő Kossuth Lajos utca,Gödöllő
2. kerület Bognár utca,2. kerület
3. kerület Vitorla utca,3. kerület
15. kerület Fő út,15. kerület
Szentendre Pásztor utca,Szentendre
Halásztelek Viola utca,Halásztelek
9. kerület Boráros tér,9. kerület
Gödöllő Egyetem tér,Gödöllő
5. kerület Bihari János utca,5. kerület
13. kerület Dagály utca 4.,13. kerület
Üröm Kárókatona utca 5/E,Üröm
3. kerület Raktár utca,3. kerület
18. kerület Benedekfalva utca,18. kerület
4. kerület Illek Vince utca 8.,4. kerület
14. kerület Telepes utca,14. kerület
10. kerület Mongol utca 9.,10. kerület
3. kerület Rozgonyi Piroska utca 40.,3. kerület
14. kerület Kassai utca 161/b,14. kerület
6. kerület Szobi utca,6. kerület
10. kerület Szárnyas utca,10. kerület
Dunaharaszti Haraszty Ferenc utca,Dunaharaszti
9. kerület Mester utca 39.,9. kerület
13. kerület Pozsonyi út,13. kerület
Dunakeszi Kolonics György utca,Dunakeszi
12. kerület Szánkó utca,12. kerület
1. kerület Kosciuszkó Tádé utca,1. kerület
12. kerület Szarvas Gábor út,12. kerület
4. kerület Lakkozó utca 2.,4. kerület
Dunakeszi Kiss Ernő utca,Dunakeszi
3. kerület Amfiteátrum utca,3. kerület
2. kerület Baba utca,2. kerület
13. kerület Róbert Károly körút 20.,13. kerület
3. kerület Akác köz 1.,3. kerület
3. kerület Dűne utca,3. kerület
3. kerület Pusztadombi utca,3. kerület
8. kerület Korányi Sándor utca,8. kerület
9. kerület Vámház körút,9. kerület
19. kerület Ady Endre út,19. kerület
11. kerület Kaptárkő utca,11. kerület
13. kerület Kassák Lajos utca 38.,13. kerület
7. kerület Garay utca,7. kerület
2. kerület Fillér utca 47.,2. kerület
Dunakeszi Konrád Ignác utca,Dunakeszi
13. kerület Kelén utca,13. kerület
3. kerület Árpád utca,3. kerület
4. kerület Erdősor út,4. kerület
3. kerület Lajos utca 93-99.,3. kerület
7. kerület Lövölde tér,7. kerület
2. kerület Pasaréti út 22.,2. kerület
3. kerület Kiscsillag utca 20.,3. kerület
2. kerület Labanc út,2. kerület
2. kerület Medve utca,2. kerület
15. kerület Alkotmány utca,15. kerület
8. kerület Kun utca,8. kerület
18. kerület Sina Simon sétány,18. kerület
19. kerület Eötvös utca,19. kerület
11. kerület Rupphegyi út 6.,11. kerület
12. kerület Gaál József út,12. kerület
4. kerület Latabár Kálmán utca,4. kerület
1. kerület Tündérlaki mélyút,1. kerület
Dunakeszi Kiserdő utca 13.,Dunakeszi
20. kerület Vízisport utca 23.,20. kerület
5. kerület Sörház utca 3.,5. kerület
18. kerület Tölgy utca,18. kerület
Zsámbék Somogyi Béla utca,Zsámbék
9. kerület Pápay István utca 1.,9. kerület
19. kerület Pannónia út,19. kerület
12. kerület Ráth György utca 1/B,12. kerület
12. kerület Kútvölgyi út,12. kerület
9. kerület Ferenc tér 1.,9. kerület
1. kerület Iskola utca 37-39,1. kerület
2. kerület Szépvölgyi út,2. kerület
2. kerület Tölgyfa utca 14.,2. kerület
Dunakeszi Csermely utca,Dunakeszi
8. kerület Visi Imre utca,8. kerület
5. kerület Vitkovics Mihály utca,5. kerület
12. kerület Ördögszikla köz 25.,12. kerület
2. kerület Nagybányai út,2. kerület
Velence Bencehegy,Velence
13. kerület Lehel utca,13. kerület
13. kerület Esztergomi út,13. kerület
4. kerület Attila utca 2.,4. kerület
5. kerület Veres Pálné utca 5.,5. kerület
13. kerület Kelén utca 3.,13. kerület
15. kerület Wesselényi utca,15. kerület
Sopron Vendel Miklós utca,Sopron
6. kerület Váci út,6. kerület
11. kerület Kanizsai utca,11. kerület
1. kerület Gellérthegy,1. kerület
12. kerület Mátyás király út,12. kerület
Százhalombatta Mattakert,Százhalombatta
9. kerület Ferenc tér,9. kerület
2. kerület Szépvölgy,2. kerület
5. kerület Steindl Imre utca,5. kerület
3. kerület Kaszásdűlő – Filatorigát,3. kerület
6. kerület Jókai utca 20.,6. kerület
17. kerület Rákoscsaba,17. kerület
Győr Szabadhegy,Győr
18. kerület Bója utca,18. kerület
5. kerület Szalay utca,5. kerület
12. kerület V17,12. kerület
12. kerület Krisztina körút,12. kerület
15. kerület Pestújhely,15. kerület
15. kerület Sárfű utca,15. kerület
6. kerület Jókai tér,6. kerület
5. kerület Párizsi utca,5. kerület
18. kerület Ganztelep,18. kerület
1. kerület Mikó utca,1. kerület
5. kerület Tüköry utca,5. kerület
2. kerület II/A kerület – Adyliget,2. kerület
8. kerület Rákóczi tér,8. kerület
4. kerület Külső Szilágyi út,4. kerület
15. kerület Kazán utca,15. kerület
5. kerület Nagy Ignác utca,5. kerület
4. kerület Ügető utca,4. kerület
14. kerület Nagy Lajos király útja 126.,14. kerület
2. kerület II/A kerület – Széphalom,2. kerület
4. kerület Vécsey Károly utca,4. kerület
2. kerület Pálvölgyi út,2. kerület
7. kerület Cserhát utca 6.,7. kerület
21. kerület Puli sétány,21. kerület
13. kerület Kelén utca 1.,13. kerület
12. kerület Tartsay Vilmos utca 26.,12. kerület
9. kerület Közraktár utca 2/A,9. kerület
2. kerület Szalamandra köz,2. kerület
Gárdony Agárd,Gárdony
13. kerület Rokolya utca,13. kerület
11. kerület Fraknó utca,11. kerület
2. kerület Horvát utca,2. kerület
9. kerület Gálya utca,9. kerület
2. kerület Felső Zöldmáli út,2. kerület
8. kerület Delej utca,8. kerület
8. kerület Tisztviselőtelep,8. kerület
10. kerület Füzér utca,10. kerület
14. kerület Stefánia út,14. kerület
15. kerület Erdőkerülő utca,15. kerület
19. kerület Kispest-Óváros,19. kerület
Érd Pest megye,Érd
8. kerület Práter utca,8. kerület
